,Fecha,ventas_21170,totales_ventas,edad_ventas_21170,diff_ventas_21170,fraccion_ventas_21170
0,2017-01-01,0.94502,0.94502,1,,1.0
1,2017-02-01,0.33494,0.33494,2,-0.6455736386531502,1.0
2,2017-03-01,0.33787,0.33787,3,0.008747835433211882,1.0
3,2017-04-01,0.48775,0.48775,4,0.4436025690354279,1.0
4,2017-05-01,0.32617,0.32617,5,-0.33127626858021525,1.0
5,2017-06-01,0.14127,0.14127,6,-0.5668823006407702,1.0
6,2017-07-01,0.03349,0.03349,7,-0.762936221419976,1.0
7,2017-08-01,0.15253000000000003,0.15253000000000003,8,3.554493878769783,1.0
8,2017-09-01,0.27157000000000003,0.27157000000000003,9,0.7804366354159836,1.0
9,2017-10-01,0.29484,0.29484,10,0.08568693154619418,1.0
10,2017-11-01,0.20969,0.20969,11,-0.28880070546737213,1.0
11,2017-12-01,0.19949,0.19949,12,-0.04864323525203866,1.0
12,2018-01-01,0.11939,0.11939,13,-0.4015238859090681,1.0
13,2018-02-01,0.12522,0.12522,14,0.04883156043219702,1.0
14,2018-03-01,0.2177,0.2177,15,0.7385401693020285,1.0
15,2018-04-01,0.22863,0.22863,16,0.05020670647680292,1.0
16,2018-05-01,0.33343,0.33343,17,0.4583825394742597,1.0
17,2018-06-01,0.4106,0.4106,18,0.2314428815643464,1.0
18,2018-07-01,0.25482,0.25482,19,-0.3793960058451048,1.0
19,2018-08-01,0.24754,0.24754,20,-0.0285691860921434,1.0
20,2018-09-01,0.27301,0.27301,21,0.10289246182435148,1.0
21,2018-10-01,0.25553,0.25553,22,-0.06402695871946082,1.0
22,2018-11-01,0.17837999999999998,0.17837999999999998,23,-0.30192149649747585,1.0
23,2018-12-01,0.09029,0.09029,24,-0.49383338939342974,1.0
24,2019-01-01,0.07134,0.07134,25,-0.20987927788237895,1.0
25,2019-02-01,0.11648,0.11648,26,0.632744603308102,1.0
26,2019-03-01,0.14489,0.14489,27,0.24390453296703288,1.0
27,2019-04-01,0.26719,0.26719,28,0.8440886189523087,1.0
28,2019-05-01,0.25846,0.25846,29,-0.032673378494703996,1.0
29,2019-06-01,0.21258,0.21258,30,-0.17751296138667502,1.0
30,2019-07-01,0.21188,0.21188,31,-0.0032928779753503548,1.0
31,2019-08-01,0.15944999999999998,0.15944999999999998,32,-0.2474513875778744,1.0
32,2019-09-01,0.18783,0.18783,33,0.17798682972718732,1.0
33,2019-10-01,0.29485,0.29485,34,0.5697705371878827,1.0
34,2019-11-01,0.06553999999999999,0.06553999999999999,35,-0.7777174834661693,1.0
35,2019-12-01,0.04078,0.04078,36,-0.3777845590479096,1.0
