,Fecha,ventas_20013,ventas_20057,ventas_20065,ventas_20092,ventas_20114,ventas_20166,ventas_20205,ventas_20209,totales_ventas,edad_ventas_20013,diff_ventas_20013,fraccion_ventas_20013,edad_ventas_20057,diff_ventas_20057,fraccion_ventas_20057,edad_ventas_20065,diff_ventas_20065,fraccion_ventas_20065,edad_ventas_20092,diff_ventas_20092,fraccion_ventas_20092,edad_ventas_20114,diff_ventas_20114,fraccion_ventas_20114,edad_ventas_20166,diff_ventas_20166,fraccion_ventas_20166,edad_ventas_20205,diff_ventas_20205,fraccion_ventas_20205,edad_ventas_20209,diff_ventas_20209,fraccion_ventas_20209
0,2017-01-01,433.34928,125.86815,145.15956,138.07521,73.74276,42.66181,38.05494,31.18762,1028.09933,1,,0.4215052644767311,1,,0.12242800508390565,1,,0.14119215504206192,1,,0.13430142980445284,1,,0.07172727172188703,1,,0.04149580566305787,1,,0.037014847582869256,1,,0.030335220625034354
1,2017-02-01,343.98819,128.70593,128.09978999999998,94.60269,93.54618,50.24572,38.57905,23.62413,901.3916800000001,2,-0.20621031146053834,0.38161899830271334,2,0.02254565591056987,0.14278579762351476,2,-0.1175242608891899,0.14211334855009974,2,-0.31484666943472334,0.1049518118472094,2,0.26854731230564194,0.10377972425926985,2,0.17776812563742597,0.05574238271203035,2,0.013772456348637004,0.042799429877142865,2,-0.2425157803000036,0.026208506828019534
2,2017-03-01,641.94039,218.98846,208.86957,120.50765999999999,115.79841,69.61919,52.87477,39.66018,1468.25863,3,0.8661698530987358,0.43721206665068263,3,0.7014636388548687,0.14914842353080532,3,0.6305223451185988,0.1422566608717975,3,0.2738291057051337,0.08207522676028813,3,0.23787427770968303,0.07886785586269635,3,0.3855745325173966,0.047416162641591285,3,0.37055655854667224,0.03601189117478574,3,0.6787996002392467,0.02701171250735301
3,2017-04-01,515.65878,176.34719,183.05469,147.94416,65.74113,48.62411,42.91568,37.00248,1217.28822,4,-0.19671859251604343,0.4236127250126515,4,-0.19471925598271247,0.1448688873371337,4,-0.1235933027486963,0.15037908606393974,4,0.22767432377327737,0.12153585122182486,4,-0.4322795105735908,0.05400621555345373,4,-0.3015702997980873,0.03994461558167384,4,-0.18835240323504002,0.03525515099456068,4,-0.06701179873616304,0.03039746823476202
4,2017-05-01,600.53175,196.59696,167.30532,141.70338,54.643679999999996,64.23837,50.53243,41.33914,1316.8910299999998,5,0.1645913408087418,0.45602235592720236,5,0.11482899160457267,0.1492887076617114,5,-0.08603641895217216,0.12704568273959618,5,-0.04218334809565988,0.10760448417664446,5,-0.16880528217266727,0.041494458353171414,5,0.3211217644909079,0.048780323152478315,5,0.17748175026004473,0.03837252198460187,5,0.1171991715149904,0.03139146600459417
5,2017-06-01,527.88645,171.44137,148.58298,159.00885,104.31603,52.52256,37.49393,29.72569,1230.97786,6,-0.12096829185134678,0.42883504825992563,6,-0.12795513216481064,0.1392725048686091,6,-0.11190522811826906,0.12070321069787558,6,0.12212460987169102,0.12917279438315812,6,0.9090227817745804,0.08474240958322353,6,-0.18238025030834382,0.04266734740460726,6,-0.2580224224324854,0.030458655040310798,6,-0.28093109822797474,0.024148029762289958
6,2017-07-01,484.92170999999996,116.81402,137.51829,143.21853,61.744409999999995,34.75431,26.24082,17.62906,1022.84115,7,-0.08139011713598636,0.4740928833377499,7,-0.3186357528524183,0.11420543649422005,7,-0.07446808510638288,0.1344473577348741,7,-0.09930466134432146,0.14002030520574968,7,-0.40810237889612944,0.060365590492717267,7,-0.3382974858803532,0.03397820863972866,7,-0.30013151462116666,0.025654834086407258,7,-0.40694194146544627,0.01723538400855304
7,2017-08-01,381.76047,127.32182,135.02034,135.25785,69.89346,39.45133,24.84449,23.35391,936.90367,8,-0.21273792835548644,0.40747035391589403,8,0.08995324362606477,0.1358963830294314,8,-0.018164492883092152,0.14411336439743053,8,-0.055584148224395245,0.1443668696484026,8,0.13198036874917116,0.07460047626881428,8,0.13514928076546484,0.042108203077057,8,-0.05321213285255564,0.026517656825914664,8,0.3247393791841426,0.024926692837055488
8,2017-09-01,556.0191,170.00403,160.8516,108.94337999999999,81.02367,47.47751,33.9067,28.3784,1186.60439,9,0.45646064402634456,0.4685800125853234,9,0.3352309132872904,0.14326934185706156,9,0.19131384204779803,0.13555621515946017,9,-0.19455040871934606,0.09181103737531258,9,0.15924537145535492,0.06828195705562828,9,0.20344510565296542,0.04001123744367742,9,0.36475733653618975,0.028574561400366977,9,0.21514555806715022,0.023915637123169586
9,2017-10-01,622.2925799999999,183.2186,147.24801,174.70908,113.82462,64.61509,45.10242,32.79284,1383.8032399999997,10,0.11919281190160545,0.4496972994513295,10,0.07773092202578968,0.13240220481056256,10,-0.0845723014256619,0.10640819861066377,10,0.603668621259961,0.1262528334591846,10,0.4048316991812393,0.08225491652989628,10,0.3609620639330073,0.04669384211009652,10,0.33019196795913497,0.03259308743922294,10,0.15555633862374196,0.02369761758904395
