,Fecha,ventas_20158,totales_ventas,edad_ventas_20158,diff_ventas_20158,fraccion_ventas_20158
0,2017-01-01,37.69038,37.69038,1,,1.0
1,2017-02-01,35.27433,35.27433,2,-0.06410256410256407,1.0
2,2017-03-01,37.86783,37.86783,3,0.07352372107422023,1.0
3,2017-04-01,47.93334,47.93334,4,0.26580635858986384,1.0
4,2017-05-01,42.63441,42.63441,5,-0.11054789839389449,1.0
5,2017-06-01,44.6628,44.6628,6,0.047576359095856946,1.0
6,2017-07-01,45.378060000000005,45.378060000000005,7,0.016014669926650543,1.0
7,2017-08-01,43.50255,43.50255,8,-0.0413307664540971,1.0
8,2017-09-01,59.69145,59.69145,9,0.37213680577345476,1.0
9,2017-10-01,73.38786,73.38786,10,0.22945346444088727,1.0
10,2017-11-01,47.48289,47.48289,11,-0.35298712893385914,1.0
11,2017-12-01,56.363580000000006,56.363580000000006,12,0.18702926464669714,1.0
12,2018-01-01,33.42612,33.42612,13,-0.4069553424392135,1.0
13,2018-02-01,39.89622,39.89622,14,0.19356419470761196,1.0
14,2018-03-01,62.806380000000004,62.806380000000004,15,0.5742438757355961,1.0
15,2018-04-01,39.26286,39.26286,16,-0.37485873250456403,1.0
16,2018-05-01,59.71602,59.71602,17,0.520928938951467,1.0
17,2018-06-01,30.06276,30.06276,18,-0.49657127182956934,1.0
18,2018-07-01,53.65542,53.65542,19,0.7847802397384671,1.0
19,2018-08-01,49.99449,49.99449,20,-0.06823038567212782,1.0
20,2018-09-01,61.47141,61.47141,21,0.22956369791951073,1.0
21,2018-10-01,55.92678,55.92678,22,-0.09019851667628899,1.0
22,2018-11-01,67.67943,67.67943,23,0.21014351264278036,1.0
23,2018-12-01,51.74442,51.74442,24,-0.2354483481908757,1.0
24,2019-01-01,34.85391,34.85391,25,-0.3264218634589005,1.0
25,2019-02-01,48.22272,48.22272,26,0.38356700869429006,1.0
26,2019-03-01,56.385419999999996,56.385419999999996,27,0.1692708333333332,1.0
27,2019-04-01,47.70948,47.70948,28,-0.15386850004841673,1.0
28,2019-05-01,72.41325,72.41325,29,0.5177958342870224,1.0
29,2019-06-01,14.24241,14.24241,30,-0.8033176248821866,1.0
30,2019-07-01,48.25002,48.25002,31,2.3877707494728773,1.0
31,2019-08-01,74.01303,74.01303,32,0.5339481724567161,1.0
32,2019-09-01,101.32395,101.32395,33,0.36900151230127987,1.0
33,2019-10-01,94.44708,94.44708,34,-0.06787013336925768,1.0
34,2019-11-01,67.90602,67.90602,35,-0.2810151462596832,1.0
35,2019-12-01,55.02588,55.02588,36,-0.18967596687304009,1.0
