,Fecha,ventas_20164,totales_ventas,edad_ventas_20164,diff_ventas_20164,fraccion_ventas_20164
0,2017-01-01,,0.0,,,
1,2017-02-01,,0.0,,,
2,2017-03-01,,0.0,,,
3,2017-04-01,,0.0,,,
4,2017-05-01,,0.0,,,
5,2017-06-01,,0.0,,,
6,2017-07-01,,0.0,,,
7,2017-08-01,,0.0,,,
8,2017-09-01,,0.0,,,
9,2017-10-01,,0.0,,,
10,2017-11-01,,0.0,,,
11,2017-12-01,,0.0,,,
12,2018-01-01,15.3153,15.3153,1.0,,1.0
13,2018-02-01,30.303,30.303,2.0,0.9786096256684492,1.0
14,2018-03-01,55.5555,55.5555,3.0,0.8333333333333334,1.0
15,2018-04-01,48.594,48.594,4.0,-0.12530712530712532,1.0
16,2018-05-01,38.4475,38.4475,5.0,-0.2088014981273409,1.0
17,2018-06-01,45.4636,45.4636,6.0,0.18248520710059177,1.0
18,2018-07-01,55.3007,55.3007,7.0,0.21637309847878303,1.0
19,2018-08-01,41.022800000000004,41.022800000000004,8.0,-0.2581866052328451,1.0
20,2018-09-01,55.9104,55.9104,9.0,0.36291038154392186,1.0
21,2018-10-01,44.954,44.954,10.0,-0.19596354166666669,1.0
22,2018-11-01,40.7953,40.7953,11.0,-0.09251012145748995,1.0
23,2018-12-01,33.4334,33.4334,12.0,-0.18045951371849206,1.0
24,2019-01-01,50.687,50.687,13.0,0.5160587915078932,1.0
25,2019-02-01,71.9264,71.9264,14.0,0.4190305206463197,1.0
26,2019-03-01,55.6283,55.6283,15.0,-0.22659412955465583,1.0
27,2019-04-01,76.1033,76.1033,16.0,0.368068051693113,1.0
28,2019-05-01,60.2147,60.2147,17.0,-0.20877675475307908,1.0
29,2019-06-01,80.8353,80.8353,18.0,0.3424512619011637,1.0
30,2019-07-01,59.5595,59.5595,19.0,-0.26319936958234835,1.0
31,2019-08-01,56.3836,56.3836,20.0,-0.05332314744079448,1.0
32,2019-09-01,73.892,73.892,21.0,0.3105229180116203,1.0
33,2019-10-01,71.2621,71.2621,22.0,-0.035591133004926,1.0
34,2019-11-01,56.9023,56.9023,23.0,-0.20150683182224502,1.0
35,2019-12-01,71.3349,71.3349,24.0,0.25363825363825376,1.0
