,Fecha,ventas_20079,ventas_20216,ventas_20228,ventas_20409,totales_ventas,edad_ventas_20079,diff_ventas_20079,fraccion_ventas_20079,edad_ventas_20216,diff_ventas_20216,fraccion_ventas_20216,edad_ventas_20228,diff_ventas_20228,fraccion_ventas_20228,edad_ventas_20409,diff_ventas_20409,fraccion_ventas_20409
0,2017-01-01,78.86154,7.24003,23.68553,10.86685,120.65395000000001,1,,0.6536175566568687,1,,0.06000657251586044,1,,0.19630961108194137,1,,0.0900662597453295
1,2017-02-01,139.1031,8.98993,27.32186,10.96102,186.37591,2,0.763890230903429,0.7463577240213073,2,0.24169789351701573,0.04823547206288623,2,0.15352538026381513,0.14659544787735712,2,0.008665804718018569,0.058811356038449385
2,2017-03-01,189.24778,22.37791,44.49245,18.25151,274.36965000000004,3,0.360485711677166,0.6897547888405295,3,1.4892196046020383,0.08156117121554807,3,0.6284561153596423,0.16216243305336428,3,0.6651287927583382,0.06652160689055804
3,2017-04-01,183.46014,29.67786,39.21812,16.97384,269.32996,4,-0.030582340252551497,0.6811724176545378,4,0.3262123227772388,0.1101914543781167,4,-0.11854438224912316,0.14561365545815994,4,-0.07000352299617953,0.06302247250918538
4,2017-05-01,189.45250000000001,33.92712,48.31447,31.70219,303.39628000000005,5,0.032663007888253104,0.6244390999124972,5,0.14317946105278492,0.11182444293647897,5,0.2319425306465481,0.15924542647655401,5,0.8677087800992588,0.1044910306744697
5,2017-06-01,244.69815,49.68604,55.70951,18.67047,368.76417000000004,6,0.29160686715667505,0.6635627045870535,6,0.46449330211347134,0.13473662584952328,6,0.15306056342954816,0.15107083207134792,6,-0.4110668695128002,0.05062983749207522
6,2017-07-01,181.38805,44.89352,41.52877,16.21351,284.02385,7,-0.2587273340644382,0.6386366849122002,7,-0.09645606693550132,0.15806250073717404,7,-0.2545479218898174,0.14621578434346272,7,-0.1315960444488008,0.05708503000716313
7,2017-08-01,158.75772,29.92764,35.38078,15.83539,239.90153,8,-0.12476196750557707,0.6617620154402517,8,-0.3333639242367273,0.12474968375566425,8,-0.14804170699011793,0.14748042665672037,8,-0.02332129193493569,0.06600787414736371
8,2017-09-01,156.71024,51.95603,46.8534,21.51787,277.03754,9,-0.012896884636539296,0.5656642778448004,9,0.7360550314024092,0.18754147903565704,9,0.3242613645035525,0.16912292825008482,9,0.3588468613655867,0.07767131486945776
9,2017-10-01,125.50631,62.26858,33.85641,24.02267,245.65397000000002,10,-0.19911864087503153,0.510906906979765,10,0.19848610450028614,0.2534808617178057,10,-0.27739694451203123,0.13782154629945526,10,0.11640557359998936,0.0977906850029739
10,2017-11-01,152.91009,53.41931,36.77422,19.0377,262.14131999999995,11,0.21834583456401513,0.5833116656313473,11,-0.14211453031368304,0.20378057911663836,11,0.08618190765057497,0.1402839506568442,11,-0.20751107183339737,0.07262380459517029
11,2017-12-01,110.89809,23.04535,23.63526,9.98504,167.56374,12,-0.27474969114202996,0.6618262996517027,12,-0.568595139098577,0.13753184310639044,12,-0.3572872517758365,0.14105235416683823,12,-0.4755122730161732,0.05958950307506863
12,2018-01-01,114.74329,34.153710000000004,35.58178,13.17774,197.65652,13,0.03467327525658923,0.580518618864685,13,0.4820217527614033,0.17279323748085823,13,0.5054532930883774,0.18001824579325792,13,0.31974834352190884,0.06666989786119881
