,Fecha,ventas_20395,totales_ventas,edad_ventas_20395,diff_ventas_20395,fraccion_ventas_20395
0,2017-01-01,,0.0,,,
1,2017-02-01,,0.0,,,
2,2017-03-01,,0.0,,,
3,2017-04-01,,0.0,,,
4,2017-05-01,,0.0,,,
5,2017-06-01,,0.0,,,
6,2017-07-01,,0.0,,,
7,2017-08-01,,0.0,,,
8,2017-09-01,,0.0,,,
9,2017-10-01,,0.0,,,
10,2017-11-01,,0.0,,,
11,2017-12-01,,0.0,,,
12,2018-01-01,,0.0,,,
13,2018-02-01,,0.0,,,
14,2018-03-01,22.12725,22.12725,1.0,,1.0
15,2018-04-01,21.07537,21.07537,2.0,-0.04753776452112217,1.0
16,2018-05-01,15.465119999999999,15.465119999999999,3.0,-0.2661993597265434,1.0
17,2018-06-01,8.13853,8.13853,4.0,-0.47374931458663105,1.0
18,2018-07-01,13.5458,13.5458,5.0,0.6644037682480743,1.0
19,2018-08-01,10.66684,10.66684,6.0,-0.21253525077883914,1.0
20,2018-09-01,13.65655,13.65655,7.0,0.28028075793768337,1.0
21,2018-10-01,15.40973,15.40973,8.0,0.12837649333103898,1.0
22,2018-11-01,15.77882,15.77882,9.0,0.023951749965768376,1.0
23,2018-12-01,12.60462,12.60462,10.0,-0.2011684016929022,1.0
24,2019-01-01,5.70737,5.70737,11.0,-0.5472001535944757,1.0
25,2019-02-01,20.6159,20.6159,12.0,2.6121541095110357,1.0
26,2019-03-01,17.73412,17.73412,13.0,-0.13978434121236516,1.0
27,2019-04-01,19.8585,19.8585,14.0,0.11979055064474575,1.0
28,2019-05-01,10.97299,10.97299,15.0,-0.4474411461087192,1.0
29,2019-06-01,13.15279,13.15279,16.0,0.198651415885734,1.0
30,2019-07-01,22.278480000000002,22.278480000000002,17.0,0.6938216150337687,1.0
31,2019-08-01,8.64538,8.64538,18.0,-0.6119403119063779,1.0
32,2019-09-01,16.6442,16.6442,19.0,0.9252132352771079,1.0
33,2019-10-01,13.633099999999999,13.633099999999999,20.0,-0.1809098665000422,1.0
34,2019-11-01,28.559269999999998,28.559269999999998,21.0,1.094847833581504,1.0
35,2019-12-01,26.656570000000002,26.656570000000002,22.0,-0.06662285135439372,1.0
