,Fecha,ventas_20299,totales_ventas,edad_ventas_20299,diff_ventas_20299,fraccion_ventas_20299
0,2017-01-01,13.00026,13.00026,1,,1.0
1,2017-02-01,12.09117,12.09117,2,-0.0699286014279715,1.0
2,2017-03-01,11.946480000000001,11.946480000000001,3,-0.011966583878979361,1.0
3,2017-04-01,20.04366,20.04366,4,0.6777879341864714,1.0
4,2017-05-01,17.95521,17.95521,5,-0.10419504222282748,1.0
5,2017-06-01,20.19927,20.19927,6,0.12498099437433466,1.0
6,2017-07-01,18.68139,18.68139,7,-0.075145289904041,1.0
7,2017-08-01,13.8411,13.8411,8,-0.2590968873301183,1.0
8,2017-09-01,34.87848,34.87848,9,1.5199211045364893,1.0
9,2017-10-01,14.67648,14.67648,10,-0.5792110206637446,1.0
10,2017-11-01,6.55473,6.55473,11,-0.5533854166666666,1.0
11,2017-12-01,32.8146,32.8146,12,4.006247396917951,1.0
12,2018-01-01,6.633900000000001,6.633900000000001,13,-0.7978369384359401,1.0
13,2018-02-01,17.5266,17.5266,14,1.6419753086419748,1.0
14,2018-03-01,30.12009,30.12009,15,0.7185358255451716,1.0
15,2018-04-01,15.44907,15.44907,16,-0.48708420193963564,1.0
16,2018-05-01,12.9129,12.9129,17,-0.16416327973140132,1.0
17,2018-06-01,32.08023,32.08023,18,1.4843551797040169,1.0
18,2018-07-01,21.66801,21.66801,19,-0.32456812186196926,1.0
19,2018-08-01,25.27434,25.27434,20,0.16643568098777875,1.0
20,2018-09-01,23.33331,23.33331,21,-0.07679844458846395,1.0
21,2018-10-01,27.29181,27.29181,22,0.16965016965016969,1.0
22,2018-11-01,32.76273,32.76273,23,0.20046013804141227,1.0
23,2018-12-01,18.12993,18.12993,24,-0.44662944754603773,1.0
24,2019-01-01,15.45726,15.45726,25,-0.14741755759674757,1.0
25,2019-02-01,14.15505,14.15505,26,-0.08424584952313674,1.0
26,2019-03-01,21.58884,21.58884,27,0.5251687560270011,1.0
27,2019-04-01,16.09335,16.09335,28,-0.2545523520485584,1.0
28,2019-05-01,19.00626,19.00626,29,0.1810008481764207,1.0
29,2019-06-01,28.4466,28.4466,30,0.4966963516230967,1.0
30,2019-07-01,10.81353,10.81353,31,-0.6198656429942418,1.0
31,2019-08-01,42.85827,42.85827,32,2.96339308255491,1.0
32,2019-09-01,36.25167,36.25167,33,-0.154149945856424,1.0
33,2019-10-01,28.57491,28.57491,34,-0.21176293395587012,1.0
34,2019-11-01,11.59431,11.59431,35,-0.5942485908092099,1.0
35,2019-12-01,10.61151,10.61151,36,-0.08476571697668936,1.0
