,Fecha,ventas_20197,ventas_20201,ventas_20206,ventas_20254,ventas_20341,ventas_20319,ventas_20390,ventas_20415,ventas_20447,ventas_20478,ventas_20508,totales_ventas,edad_ventas_20197,diff_ventas_20197,fraccion_ventas_20197,edad_ventas_20201,diff_ventas_20201,fraccion_ventas_20201,edad_ventas_20206,diff_ventas_20206,fraccion_ventas_20206,edad_ventas_20254,diff_ventas_20254,fraccion_ventas_20254,edad_ventas_20341,diff_ventas_20341,fraccion_ventas_20341,edad_ventas_20319,diff_ventas_20319,fraccion_ventas_20319,edad_ventas_20390,diff_ventas_20390,fraccion_ventas_20390,edad_ventas_20415,diff_ventas_20415,fraccion_ventas_20415,edad_ventas_20447,diff_ventas_20447,fraccion_ventas_20447,edad_ventas_20478,diff_ventas_20478,fraccion_ventas_20478,edad_ventas_20508,diff_ventas_20508,fraccion_ventas_20508
0,2017-01-01,39.01841,36.24702,30.12828,14.108139999999999,17.37731,,,,,,,136.87916,1,,0.2850573454717285,1,,0.26481036265856683,1,,0.22010859797795368,1,,0.10307003637368901,1,,0.12695365751806192,,,,,,,,,,,,,,,,,,
1,2017-02-01,58.25953,41.886630000000004,41.34312,14.04691,21.74835,,,,,,,177.28454,2,0.49312926897841286,0.3286216045685653,2,0.15558823870210586,0.23626780992860408,2,0.37223631750634284,0.23320206037142324,2,-0.004340047660428543,0.07923369967849425,2,0.25153720570099725,0.12267482545291315,,,,,,,,,,,,,,,,,,
2,2017-03-01,49.434870000000004,38.72813,43.80012,19.22503,20.18964,,,,,,,171.37779,3,-0.15147152749086706,0.28845552273722286,3,-0.0754059230833324,0.22598103289813692,3,0.05942947702060224,0.2555764081214958,3,0.36863053867363,0.112179238628296,3,-0.07167026464076576,0.11780779761484846,,,,,,,,,,,,,,,,,,
3,2017-04-01,55.21618,45.64115,48.91068,14.64674,22.28446,,,,,,,186.69921,4,0.1169480166530224,0.2957494035459497,4,0.17850125993689867,0.24446354111514454,4,0.11667913238593866,0.2619758273213904,4,-0.23814215114358733,0.078451001479867,4,0.10375717447165965,0.11936022653764844,,,,,,,,,,,,,,,,,,
4,2017-05-01,47.950520000000004,53.27257,36.079679999999996,27.720509999999997,18.14436,,,,,,,183.16764,5,-0.13158570549429527,0.26178488733053507,5,0.1672048140767706,0.29084051091120683,5,-0.2623353427104265,0.19697627812423632,5,0.8926061362460178,0.15133955976066513,5,-0.18578417426314126,0.09905876387335666,,,,,,,,,,,,,,,,,,
5,2017-06-01,39.78538,41.34002,38.1654,27.371669999999998,14.07837,27.25496,23.31979,32.42688,24.71414,29.485039999999998,30.98077,328.92242,6,-0.17028261633033387,0.12095672894538477,6,-0.22399050768528717,0.12568319301554454,6,0.057808716707021854,0.11603161620907447,6,-0.012584184057219698,0.08321618818200352,6,-0.2240911225306376,0.04280149100204236,1.0,,0.0828613628709165,1.0,,0.07089753869620685,1.0,,0.0985851922164503,1.0,,0.07513668420656762,1.0,,0.0896413202845826,1.0,,0.0941886843712265
6,2017-07-01,25.97094,21.46574,35.74116,12.57796,11.64538,27.5709,26.28813,28.56791,19.38459,28.34476,23.90696,261.46443,7,-0.3472240305358401,0.09932876911784903,7,-0.4807515816392929,0.0820981270760233,7,-0.06351931330472096,0.13669606990136288,7,-0.5404752431985334,0.04810581691742926,7,-0.17281759180927908,0.04453906024616809,2.0,0.011592018480306015,0.10544799535447327,2.0,0.1272884532836701,0.10054189780231292,2.0,-0.11900528203761805,0.1092611717777443,2.0,-0.2156478032413833,0.07413853578477195,2.0,-0.038673171208178696,0.10840770960700086,2.0,-0.2283290570247285,0.09143484641486417
7,2017-08-01,52.70113,56.757780000000004,37.04064,17.54178,17.20417,21.81393,19.10578,24.60137,13.29288,23.0147,16.60207,299.6762300000001,8,1.0292345983626314,0.17586022755291597,8,1.6441101028895346,0.18939700355947478,8,0.03635808127100527,0.12360219560957501,8,0.3946442825386629,0.05853577375823232,8,0.4773386527532809,0.05740919124616589,3.0,-0.20880602374242416,0.07279165918498105,3.0,-0.2732164668996996,0.06375473957343895,3.0,-0.13884599888476273,0.08209316434606773,3.0,-0.31425529247716866,0.044357472062432166,3.0,-0.1880439276959833,0.07679855022201793,3.0,-0.3055549513614445,0.05540002288469792
8,2017-09-01,39.719409999999996,39.07913,46.715759999999996,30.85425,15.0763,14.93504,14.53222,15.61021,10.47928,12.26345,13.38735,252.6524,9,-0.24632716603989332,0.15720970788324193,9,-0.311475360734687,0.15467547507959553,9,0.261202830188679,0.18490131105028093,9,0.7589007500949163,0.12212134141611163,9,-0.12368338606279765,0.05967210285752283,4.0,-0.3153439109779851,0.059112994770680986,4.0,-0.2393809622009674,0.057518630339549515,4.0,-0.36547395531224475,0.061785322443008654,4.0,-0.21166218306341447,0.041477064931898525,4.0,-0.4671470842548458,0.048538822508711575,4.0,-0.19363368543802076,0.05298722671939787
9,2017-10-01,49.69056,47.05311,62.23308,32.886320000000005,13.79791,16.12491,13.89394,22.14681,11.11141,18.5686,15.66811,303.17476,10,0.2510397309527005,0.16390071521784993,10,0.2040470194704948,0.15520127730949634,10,0.3321645628798505,0.20527130952457917,10,0.06586029477300548,0.1084731459835245,10,-0.08479467773923309,0.04551140734802594,5.0,0.07966968953548159,0.05318684840387109,5.0,-0.0439217132688605,0.045828155351718594,5.0,0.41873876136195465,0.07304964964761577,5.0,0.060321892343748816,0.036650181565246395,5.0,0.5141416159400494,0.061247182977896976,5.0,0.17036680149544164,0.05168012667017532
10,2017-11-01,40.61021,44.48232,37.77228,23.25848,17.81449,14.8855,14.32778,18.25466,13.41675,14.535910000000001,12.54434,251.90272000000002,11,-0.18273792849185028,0.16121386065223908,11,-0.054635920983756345,0.17658531039283737,11,-0.3930514125285138,0.14994788464372277,11,-0.2927612454053845,0.09233119832925979,11,0.29110060871537785,0.0707197206921783,6.0,-0.0768630646620663,0.05909225593117851,6.0,0.031225124046886626,0.0568782266424118,6.0,-0.17574314314341422,0.07246710158588204,6.0,0.2074750189219911,0.05326163210941112,6.0,-0.2171779240222741,0.057704458292471,6.0,-0.19937120686541007,0.04979835072840817
11,2017-12-01,38.74639,34.7451,49.12908,31.49083,14.76279,12.79709,12.46241,11.47005,8.02531,12.164250000000001,9.22232,235.01562,12,-0.04589535488735478,0.16486729690562693,12,-0.21890090265076104,0.14784166260948953,12,0.30066493206128936,0.20904602000496816,12,0.3539504731177618,0.13399462554871883,12,-0.17130437076784116,0.06281620770568357,7.0,-0.14029827684659565,0.05445208280198567,7.0,-0.13019253506125864,0.05302800724479505,7.0,-0.37166455031208473,0.04880547939749707,7.0,-0.40184396370208886,0.03414798556793799,7.0,-0.1631586876913795,0.051759325614186835,7.0,-0.2648222226119509,0.03924130659911031
12,2018-01-01,33.91325,18.25831,28.38108,22.395529999999997,10.85355,25.43294,21.6155,17.73397,19.09951,16.8911,11.92453,226.49927000000002,13,-0.12473781428411783,0.14972785563503138,13,-0.47450690888787195,0.08061089998215006,13,-0.42231607023783063,0.12530318530386433,13,-0.28882376234605445,0.09887683081715891,13,-0.2648036041967677,0.04791869748630977,8.0,0.9874002605279791,0.11228707271330277,8.0,0.734455855649108,0.0954329786581652,8.0,0.5461109585398493,0.07829592563366759,8.0,1.3799093119144308,0.08432481923672423,8.0,0.3885854039500997,0.07457463328689756,8.0,0.2930076163047911,0.05264710124672808
