,Fecha,ventas_20982,totales_ventas,edad_ventas_20982,diff_ventas_20982,fraccion_ventas_20982
0,2017-01-01,2.24234,2.24234,1,,1.0
1,2017-02-01,0.46016999999999997,0.46016999999999997,2,-0.794781344488347,1.0
2,2017-03-01,1.33088,1.33088,3,1.8921485537953369,1.0
3,2017-04-01,0.55621,0.55621,4,-0.5820735152680934,1.0
4,2017-05-01,1.08477,1.08477,5,0.9502885600762303,1.0
5,2017-06-01,0.86781,0.86781,6,-0.20000553112641392,1.0
6,2017-07-01,0.88237,0.88237,7,0.01677786612276883,1.0
7,2017-08-01,1.01486,1.01486,8,0.150152430386346,1.0
8,2017-09-01,1.23906,1.23906,9,0.22091717084129825,1.0
9,2017-10-01,1.44507,1.44507,10,0.16626313495714495,1.0
10,2017-11-01,0.9726100000000001,0.9726100000000001,11,-0.32694609949691017,1.0
11,2017-12-01,0.9544400000000001,0.9544400000000001,12,-0.018681691531035067,1.0
12,2018-01-01,0.4834,0.4834,13,-0.49352499895226526,1.0
13,2018-02-01,0.34579000000000004,0.34579000000000004,14,-0.28467107985105494,1.0
14,2018-03-01,1.55721,1.55721,15,3.503340177564417,1.0
15,2018-04-01,1.04178,1.04178,16,-0.3309958194463175,1.0
16,2018-05-01,1.8738899999999998,1.8738899999999998,17,0.7987386972297413,1.0
17,2018-06-01,2.14834,2.14834,18,0.14646003767563748,1.0
18,2018-07-01,1.47496,1.47496,19,-0.3134420063863262,1.0
19,2018-08-01,1.29367,1.29367,20,-0.122911807777838,1.0
20,2018-09-01,1.3934,1.3934,21,0.07709075730286694,1.0
21,2018-10-01,1.18739,1.18739,22,-0.14784699296684373,1.0
22,2018-11-01,0.95008,0.95008,23,-0.19985851320964462,1.0
23,2018-12-01,0.36402,0.36402,24,-0.6168533176153587,1.0
24,2019-01-01,0.50598,0.50598,25,0.3899785726059007,1.0
25,2019-02-01,0.3764,0.3764,26,-0.25609707893592626,1.0
26,2019-03-01,0.51181,0.51181,27,0.35975026567481394,1.0
27,2019-04-01,0.7527499999999999,0.7527499999999999,28,0.47076063382895983,1.0
28,2019-05-01,2.57496,2.57496,29,2.42073729657921,1.0
29,2019-06-01,0.47827000000000003,0.47827000000000003,30,-0.8142611924068722,1.0
30,2019-07-01,0.89035,0.89035,31,0.8616053693520395,1.0
31,2019-08-01,0.886,0.886,32,-0.0048857190992306005,1.0
32,2019-09-01,0.71638,0.71638,33,-0.19144469525959368,1.0
33,2019-10-01,0.68726,0.68726,34,-0.04064881766660157,1.0
34,2019-11-01,0.18127,0.18127,35,-0.7362424700986525,1.0
35,2019-12-01,0.13177999999999998,0.13177999999999998,36,-0.2730181497214101,1.0
