,Fecha,ventas_20037,ventas_20090,ventas_20152,ventas_20192,ventas_20249,ventas_20271,ventas_20278,ventas_20555,ventas_20647,ventas_20323,ventas_20567,totales_ventas,edad_ventas_20037,diff_ventas_20037,fraccion_ventas_20037,edad_ventas_20090,diff_ventas_20090,fraccion_ventas_20090,edad_ventas_20152,diff_ventas_20152,fraccion_ventas_20152,edad_ventas_20192,diff_ventas_20192,fraccion_ventas_20192,edad_ventas_20249,diff_ventas_20249,fraccion_ventas_20249,edad_ventas_20271,diff_ventas_20271,fraccion_ventas_20271,edad_ventas_20278,diff_ventas_20278,fraccion_ventas_20278,edad_ventas_20555,diff_ventas_20555,fraccion_ventas_20555,edad_ventas_20647,diff_ventas_20647,fraccion_ventas_20647,edad_ventas_20323,diff_ventas_20323,fraccion_ventas_20323,edad_ventas_20567,diff_ventas_20567,fraccion_ventas_20567
0,2017-01-01,107.01826,59.54684,35.57875,45.222409999999996,19.47837,16.98027,22.366459999999996,5.3116,5.45261,,,316.95557,1,,0.33764435816666666,1,,0.18787125274372052,1,,0.11225153733692074,1,,0.14267744214118083,1,,0.061454575478828155,1,,0.0535730291788215,1,,0.07056654659831343,1,,0.016758184751257094,1,,0.01720307360429097,,,,,,
1,2017-02-01,275.96503,149.88368,98.32902,102.67781,41.23892,23.89348,44.32613,9.62721,8.83871,,,754.77999,2,1.578672368621953,0.36562314006231145,2,1.5170719386620681,0.1985792972598545,2,1.7637008045532798,0.13027507525736076,2,1.2705072551418644,0.1360367409846146,2,1.11716483463452,0.054637007533811274,2,0.4071319242862451,0.031656218125231436,2,0.9818124996087895,0.05872721930532366,2,0.8124877626327283,0.012754988377474076,2,0.6210053533995648,0.011710313094018298,,,,,,
2,2017-03-01,236.6103,146.88759,56.01139,58.194069999999996,37.98567,39.86945,31.0059,9.55255,7.5606800000000005,,,623.6776,3,-0.14260767025445223,0.3793791856561788,3,-0.019989434473453076,0.2355184633855697,3,-0.4303676574830096,0.08980824387471989,3,-0.43323615881561944,0.09330793666471267,3,-0.07888785642301013,0.060905939222444416,3,0.6686330329445522,0.06392637798760128,3,-0.30050514222649255,0.049714628198928426,3,-0.007755102464784681,0.015316487236354167,3,-0.14459462975932008,0.012122737773490664,,,,,,
3,2017-04-01,218.94956,128.54639,29.030640000000002,50.210249999999995,27.79421,29.62821,19.75218,4.18286,4.69743,,,512.79173,4,-0.07464062215381158,0.4269756066463864,4,-0.12486555195030423,0.2506795302646554,4,-0.48170113257321406,0.05661292548536225,4,-0.13719301640184303,0.0979154831533652,4,-0.268297492185869,0.05420175165461424,4,-0.25686935736510036,0.05777825239108282,4,-0.36295414743645565,0.03851891293176666,4,-0.5621211090232451,0.00815703482581515,4,-0.37870270928011773,0.009160502646951812,,,,,,
4,2017-05-01,227.03301,172.82255999999998,31.321189999999998,27.80239,35.612,35.446,28.59086,9.04619,6.57303,,,574.24723,5,0.0369192338180538,0.3953576058172714,5,0.34443728835947846,0.300954973696608,5,0.07890111964462361,0.05454304063425783,5,-0.4462805901185515,0.04841536632227203,5,0.2812740495232641,0.06201510105673475,5,0.19635982058990398,0.06172602695880658,5,0.44747870867924455,0.04978841604512398,5,1.162680558278307,0.01575312779480016,5,0.399282160670835,0.011446341674125273,,,,,,
5,2017-06-01,40.749069999999996,139.5594,36.01022,0.22409,37.76155,36.7739,33.03921,10.56505,6.266,,,340.94849,6,-0.8205147788861189,0.11951679269792337,6,-0.19247001085969317,0.4093269338133746,6,0.14970791339664935,0.10561777235030428,6,-0.9919399015696132,0.0006572547073019741,6,0.06036027181848809,0.11075441337194367,6,0.037462619195395806,0.1078576414871349,6,0.15558643566510408,0.09690381676129435,6,0.16790051944520293,0.03098723211825927,6,-0.04671057335810123,0.018378142692463604,,,,,,
6,2017-07-01,84.68504,94.05488,42.53351,11.36164,20.28342,25.83552,19.951359999999998,10.86383,4.91319,,,314.48238999999995,7,1.0782079198371892,0.2692838858163092,7,-0.32605843819907515,0.2990783681083065,7,0.18115107322310176,0.13524925831300127,7,49.701236110491315,0.03612806427730342,7,-0.46285520589064805,0.06449779270629431,7,-0.29744954981658184,0.08215251734763274,7,-0.3961308396901742,0.06344189892476969,7,0.02828003653555835,0.03454511395693731,7,-0.21589690392594954,0.015623100549445712,,,,,,
7,2017-08-01,96.60269,65.40605,55.20642,28.71536,15.61924,16.37441,13.984259999999999,4.76389,2.48982,,,299.16214,8,0.14072910634511118,0.3229108135140362,8,-0.3045969544589287,0.21863077326562777,8,0.2979511918955196,0.18453678664018114,8,1.5273956928753247,0.09598594260624022,8,-0.22995037326052511,0.05220994875889041,8,-0.36620551860384454,0.054734232078965606,8,-0.2990823683197536,0.046744751859309465,8,-0.5614907449766795,0.015924107241644947,8,-0.4932375910559128,0.008322644035104174,,,,,,
8,2017-09-01,86.31998,64.67572,40.78244,23.95157,16.98858,16.06736,10.855410000000001,5.07924,2.47323,,,267.19353,9,-0.1064433091873528,0.3230616400030345,9,-0.011166092433345159,0.24205571145379154,9,-0.2612735982517975,0.15263258807202404,9,-0.16589692763733416,0.08964127986182899,9,0.08767007869781113,0.0635815545383902,9,-0.018751820676286977,0.06013379141328759,9,-0.2237408343380342,0.04062751818878249,9,0.06619590292806939,0.01900959203615447,9,-0.006663132274622215,0.009256324432706136,,,,,,
9,2017-10-01,142.72965,80.26164,35.15551,23.92671,12.1917,13.71862,10.28279,3.69328,1.51879,,,323.47869000000003,10,0.6534949382518391,0.44123354771839834,10,0.24098564345321555,0.2481203321306884,10,-0.13797433405161635,0.10867952383509404,10,-0.0010379277851097163,0.07396688171328998,10,-0.2823590906361802,0.03768934516211871,10,-0.14618082871112623,0.042409656104394386,10,-0.05274973492479791,0.03178815272189955,10,-0.27286759436451125,0.01141738270301515,10,-0.3859083061421703,0.004695177911101346,,,,,,
