,Fecha,ventas_20479,ventas_20886,totales_ventas,edad_ventas_20479,diff_ventas_20479,fraccion_ventas_20479,edad_ventas_20886,diff_ventas_20886,fraccion_ventas_20886
0,2017-01-01,,,0.0,,,,,,
1,2017-02-01,,,0.0,,,,,,
2,2017-03-01,,,0.0,,,,,,
3,2017-04-01,,,0.0,,,,,,
4,2017-05-01,,,0.0,,,,,,
5,2017-06-01,,,0.0,,,,,,
6,2017-07-01,,,0.0,,,,,,
7,2017-08-01,,,0.0,,,,,,
8,2017-09-01,,,0.0,,,,,,
9,2017-10-01,,,0.0,,,,,,
10,2017-11-01,,,0.0,,,,,,
11,2017-12-01,,,0.0,,,,,,
12,2018-01-01,12.032399999999999,,12.032399999999999,1.0,,1.0,,,
13,2018-02-01,13.11814,,13.11814,2.0,0.09023469964429386,1.0,,,
14,2018-03-01,13.19652,,13.19652,3.0,0.005974932421821937,1.0,,,
15,2018-04-01,10.48782,,10.48782,4.0,-0.20525865910103575,1.0,,,
16,2018-05-01,14.86426,,14.86426,5.0,0.4172878634454063,1.0,,,
17,2018-06-01,16.33058,,16.33058,6.0,0.09864735950528324,1.0,,,
18,2018-07-01,10.946720000000001,,10.946720000000001,7.0,-0.32967965620327017,1.0,,,
19,2018-08-01,17.50583,,17.50583,8.0,0.5991849613400176,1.0,,,
20,2018-09-01,14.48374,,14.48374,9.0,-0.17263334557687357,1.0,,,
21,2018-10-01,11.84221,,11.84221,10.0,-0.18237899879451022,1.0,,,
22,2018-11-01,8.33875,,8.33875,11.0,-0.29584511674763414,1.0,,,
23,2018-12-01,10.14085,,10.14085,12.0,0.21611152750712054,1.0,,,
24,2019-01-01,8.4507,,8.4507,13.0,-0.16666748842552653,1.0,,,
25,2019-02-01,12.88316,,12.88316,14.0,0.5245080289206813,1.0,,,
26,2019-03-01,4.81298,,4.81298,15.0,-0.6264130849884656,1.0,,,
27,2019-04-01,24.51264,,24.51264,16.0,4.093027604519446,1.0,,,
28,2019-05-01,14.0696,,14.0696,17.0,-0.42602673559437093,1.0,,,
29,2019-06-01,13.80097,,13.80097,18.0,-0.019092937965542726,1.0,,,
30,2019-07-01,11.73025,12.92219,24.65244,19.0,-0.15004162750879102,0.475825111023493,1.0,,0.524174888976507
31,2019-08-01,7.7008,4.6904200000000005,12.39122,20.0,-0.3435093028707828,0.6214723005482914,2.0,-0.6370259220766759,0.37852769945170855
32,2019-09-01,8.95441,0.75347,9.70788,21.0,0.162789580303345,0.9223857320032798,3.0,-0.8393598014676724,0.0776142679967202
33,2019-10-01,12.34586,1.20556,13.55142,22.0,0.37874633839638805,0.9110381052317764,4.0,0.6000106175428351,0.08896189476822355
34,2019-11-01,12.771189999999999,0.47092999999999996,13.242119999999998,23.0,0.034451224945042214,0.9644369632657007,5.0,-0.6093682603935101,0.03556303673429934
35,2019-12-01,7.92463,1.09253,9.01716,24.0,-0.3794916526964206,0.8788387918147176,6.0,1.319941392563651,0.12116120818528228
