,Fecha,ventas_20355,ventas_20414,ventas_20458,ventas_20476,ventas_20521,ventas_20526,ventas_20531,totales_ventas,edad_ventas_20355,diff_ventas_20355,fraccion_ventas_20355,edad_ventas_20414,diff_ventas_20414,fraccion_ventas_20414,edad_ventas_20458,diff_ventas_20458,fraccion_ventas_20458,edad_ventas_20476,diff_ventas_20476,fraccion_ventas_20476,edad_ventas_20521,diff_ventas_20521,fraccion_ventas_20521,edad_ventas_20526,diff_ventas_20526,fraccion_ventas_20526,edad_ventas_20531,diff_ventas_20531,fraccion_ventas_20531
0,2017-01-01,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,
1,2017-02-01,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,
2,2017-03-01,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,
3,2017-04-01,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,
4,2017-05-01,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,
5,2017-06-01,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,
6,2017-07-01,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,
7,2017-08-01,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,
8,2017-09-01,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,
9,2017-10-01,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,
10,2017-11-01,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,
11,2017-12-01,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,
12,2018-01-01,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,
13,2018-02-01,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,
14,2018-03-01,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,
15,2018-04-01,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,
16,2018-05-01,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,
17,2018-06-01,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,
18,2018-07-01,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,
19,2018-08-01,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,
20,2018-09-01,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,
21,2018-10-01,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,
22,2018-11-01,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,
23,2018-12-01,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,
24,2019-01-01,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,
25,2019-02-01,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,
26,2019-03-01,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,
27,2019-04-01,11.87918,13.66588,12.4541,8.02267,8.18189,6.55438,12.08259,72.84069000000001,1.0,,0.16308439692155577,1.0,,0.1876132694514563,1.0,,0.17097723813434496,1.0,,0.11013995062375162,1.0,,0.11232581679278433,1.0,,0.0899823985742035,1.0,,0.1658769295019034
28,2019-05-01,25.08514,25.27085,25.6512,34.69985,31.62173,32.96619,23.952939999999998,199.24790000000002,2.0,1.1116895273916212,0.12589914372999664,2.0,0.8491930267205625,0.12683119872279708,2.0,1.059659068098056,0.12874012724851805,2.0,3.325224644663186,0.174154156706294,2.0,2.864844186367698,0.1587054618894352,2.0,4.0296427732295035,0.165453136519883,2.0,0.9824342297470988,0.12021677518307594
29,2019-06-01,40.70575,28.63203,23.00646,31.772109999999998,35.947,30.78144,18.36272,209.20751,3.0,0.6227037202104514,0.1945711700311332,3.0,0.13300621071313395,0.13685947507333746,3.0,-0.10310394835329337,0.10996957040404524,3.0,-0.08437327538879852,0.15186887889445266,3.0,0.13678157393665696,0.17182461566508775,3.0,-0.066272444586408,0.14713353263465542,3.0,-0.2333834593999734,0.08777275729728821
30,2019-07-01,42.27138,43.85467,33.17844,39.00747,37.61872,20.7333,26.88955,243.55352999999997,4.0,0.03846213372803593,0.17356094161312302,4.0,0.5316647125614216,0.18006173016667015,4.0,0.44213581750517034,0.1362264796572647,4.0,0.22772677042852996,0.16015973983214288,4.0,0.0465051325562634,0.1544577079215399,4.0,-0.32643502058383234,0.08512830834354979,4.0,0.46435549853180796,0.1104050924657097
31,2019-08-01,41.11262,31.56861,22.84725,20.13181,15.673749999999998,14.06394,18.95534,164.35332000000002,5.0,-0.027412400541453837,0.25014779135584236,5.0,-0.28015397219953997,0.19207771403705137,5.0,-0.31138263281817957,0.1390130117237668,5.0,-0.48389859685849906,0.12249104551097598,5.0,-0.5833523841321555,0.09536619035137225,5.0,-0.32167382905760294,0.08557137756633088,5.0,-0.29506667088143906,0.11533286945466022
32,2019-09-01,33.33773,30.40992,23.988319999999998,23.262999999999998,15.54112,18.4512,15.4261,160.41738999999998,6.0,-0.18911200502424802,0.20781867851110158,6.0,-0.03670386501021109,0.18956747769054216,6.0,0.04994342864020831,0.14953690494528057,6.0,0.15553445020591772,0.14501545000825658,6.0,-0.008461918813302428,0.0968792722534633,6.0,0.3119509895520032,0.1150199488970616,6.0,-0.18618711138919164,0.09616226769429426
33,2019-10-01,51.69153,41.40454,33.67381,24.51903,22.03348,17.99126,17.83201,209.14566,7.0,0.5505413835915043,0.2471556426272484,7.0,0.36154715303427293,0.1979698742015493,7.0,0.40375857917519886,0.16100649662058492,7.0,0.05399260628465816,0.11723422804948476,7.0,0.4177536754107813,0.10534992693608847,7.0,-0.02492737599722509,0.08602263130872523,7.0,0.15596359416832514,0.08526120025631898
34,2019-11-01,48.20645,37.46835,24.94359,22.54655,14.44435,23.62565,14.40894,185.64388,8.0,-0.0674207167015564,0.2596716358223067,8.0,-0.09506662795915609,0.20182916883659188,8.0,-0.2592584563493113,0.1343625763477902,8.0,-0.08044690185541602,0.1214505428350237,8.0,-0.3444362851442441,0.07780676637441536,8.0,0.313173729911079,0.12726328495181205,8.0,-0.19196209513117146,0.07761602483206018
35,2019-12-01,25.63347,28.50819,22.48458,19.73377,9.54402,13.65706,12.40991,131.971,9.0,-0.4682564262666095,0.1942356275242288,9.0,-0.23913943368202767,0.2160185949943548,9.0,-0.09858284232542305,0.17037515817869078,9.0,-0.12475434157332276,0.14953110910730388,9.0,-0.33925583359583505,0.07231907009873381,9.0,-0.4219392905592016,0.10348531116684725,9.0,-0.1387353962192916,0.09403512892984064
