,Fecha,ventas_20328,totales_ventas,edad_ventas_20328,diff_ventas_20328,fraccion_ventas_20328
0,2017-01-01,11.17389,11.17389,1,,1.0
1,2017-02-01,12.10755,12.10755,2,0.0835572929391644,1.0
2,2017-03-01,11.015550000000001,11.015550000000001,3,-0.09019165727170227,1.0
3,2017-04-01,18.69231,18.69231,4,0.6969021065675338,1.0
4,2017-05-01,19.11273,19.11273,5,0.0224916021615306,1.0
5,2017-06-01,16.93419,16.93419,6,-0.11398371661191249,1.0
6,2017-07-01,15.84765,15.84765,7,-0.06416250201515403,1.0
7,2017-08-01,22.26042,22.26042,8,0.4046511627906977,1.0
8,2017-09-01,19.628700000000002,19.628700000000002,9,-0.11822418444934991,1.0
9,2017-10-01,25.05867,25.05867,10,0.2766342141863698,1.0
10,2017-11-01,22.15395,22.15395,11,-0.11591676653230204,1.0
11,2017-12-01,18.52032,18.52032,12,-0.16401725200246442,1.0
12,2018-01-01,13.77558,13.77558,13,-0.2561910377358491,1.0
13,2018-02-01,12.70269,12.70269,14,-0.07788347205707485,1.0
14,2018-03-01,19.1373,19.1373,15,0.5065549108102299,1.0
15,2018-04-01,14.33796,14.33796,16,-0.25078459343794574,1.0
16,2018-05-01,17.31366,17.31366,17,0.20753998476770738,1.0
17,2018-06-01,16.85229,16.85229,18,-0.026647745190791477,1.0
18,2018-07-01,18.70596,18.70596,19,0.10999514012635678,1.0
19,2018-08-01,20.69886,20.69886,20,0.10653823701109158,1.0
20,2018-09-01,24.36798,24.36798,21,0.17726193616460034,1.0
21,2018-10-01,28.37562,28.37562,22,0.16446336544924947,1.0
22,2018-11-01,24.00489,24.00489,23,-0.15403117182990192,1.0
23,2018-12-01,21.400470000000002,21.400470000000002,24,-0.10849539406345947,1.0
24,2019-01-01,15.89406,15.89406,25,-0.2573032274524813,1.0
25,2019-02-01,11.826360000000001,11.826360000000001,26,-0.2559257986946066,1.0
26,2019-03-01,18.08625,18.08625,27,0.5293167128347183,1.0
27,2019-04-01,16.82499,16.82499,28,-0.06973584905660378,1.0
28,2019-05-01,16.99698,16.99698,29,0.010222294337173513,1.0
29,2019-06-01,22.45698,22.45698,30,0.32123353678124,1.0
30,2019-07-01,21.28854,21.28854,31,-0.05203014831023585,1.0
31,2019-08-01,19.48401,19.48401,32,-0.08476532444216464,1.0
32,2019-09-01,29.19189,29.19189,33,0.49824856382233423,1.0
33,2019-10-01,17.076150000000002,17.076150000000002,34,-0.41503787524548763,1.0
34,2019-11-01,8.6268,8.6268,35,-0.4948041566746604,1.0
35,2019-12-01,9.333870000000001,9.333870000000001,36,0.0819620253164559,1.0
