,Fecha,ventas_21192,ventas_21222,totales_ventas,edad_ventas_21192,diff_ventas_21192,fraccion_ventas_21192,edad_ventas_21222,diff_ventas_21222,fraccion_ventas_21222
0,2017-01-01,1.60894,0.53294,2.14188,1,,0.7511812052962817,1,,0.2488187947037182
1,2017-02-01,0.62469,0.17619,0.80088,2,-0.6117381630141584,0.7800044950554389,2,-0.6693999324501819,0.219995504944561
2,2017-03-01,0.25772,0.024759999999999997,0.28248,3,-0.5874433719124685,0.9123477768337581,3,-0.8594698904591634,0.08765222316624184
3,2017-04-01,0.38148,0.25772,0.6392,4,0.4802110817941952,0.5968085106382979,4,9.408723747980615,0.4031914893617021
4,2017-05-01,0.64066,0.48486,1.12552,5,0.6794065219670756,0.5692124529106546,5,0.8813440943659786,0.43078754708934536
5,2017-06-01,0.24464,0.09609,0.34073,6,-0.6181437892173697,0.7179878496169988,6,-0.8018190817968073,0.2820121503830012
6,2017-07-01,0.24463,0.11069,0.35531999999999997,7,-4.087638979729399e-05,0.6884779916694811,7,0.15194088875013012,0.31152200833051896
7,2017-08-01,0.39021,0.21112,0.60133,8,0.5951028083227733,0.6489115793324797,8,0.9073086999728973,0.35108842066752033
8,2017-09-01,0.19949,0.14416,0.34365,9,-0.4887624612388201,0.5805034191764877,9,-0.31716559302766195,0.4194965808235123
9,2017-10-01,0.12448999999999999,0.08956,0.21405,10,-0.37595869467141213,0.5815930857276337,10,-0.3787458379578247,0.4184069142723663
10,2017-11-01,0.19363999999999998,0.06989999999999999,0.26354,11,0.5554663025142581,0.7347651210442437,11,-0.21951764180437708,0.2652348789557562
11,2017-12-01,0.06408,0.08082,0.1449,12,-0.669076637058459,0.44223602484472047,12,0.15622317596566546,0.5577639751552795
12,2018-01-01,0.10121,0.12522,0.22643,13,0.5794319600499376,0.4469814070573687,13,0.5493689680772085,0.5530185929426313
13,2018-02-01,0.00874,0.04879,0.05753,14,-0.9136448967493331,0.15192073700677908,14,-0.6103657562689666,0.848079262993221
14,2018-03-01,0.00874,0.06919,0.07793,15,0.0,0.11215193122032593,15,0.4181184668989547,0.8878480687796741
15,2018-04-01,0.02184,0.09172999999999999,0.11356999999999999,16,1.4988558352402745,0.1923043057145373,16,0.3257696198872668,0.8076956942854627
16,2018-05-01,0.16747,0.0983,0.26577,17,6.668040293040294,0.6301313165519058,17,0.07162324212362375,0.3698686834480942
17,2018-06-01,0.09976,0.08301,0.18277,18,-0.4043112199199857,0.5458226185916727,18,-0.15554425228891147,0.4541773814083274
18,2018-07-01,0.20457,0.09829,0.30286,19,1.0506214915797916,0.6754606088621805,19,0.18407420792675583,0.32453939113781943
19,2018-08-01,0.1711,0.09394,0.26504,20,-0.16361147773378307,0.6455629338967703,20,-0.04425679112829389,0.35443706610322967
20,2018-09-01,0.166,0.06261,0.22861,21,-0.029807130333138476,0.7261274659901141,21,-0.33351075154353843,0.2738725340098858
21,2018-10-01,0.10849,0.08005999999999999,0.18855,22,-0.34644578313253016,0.575391142932909,22,0.2787094713304583,0.42460885706709095
22,2018-11-01,0.06336,0.041499999999999995,0.10486,23,-0.4159830399115126,0.6042342170513065,23,-0.4816387709218087,0.39576578294869347
23,2018-12-01,0.057519999999999995,0.02839,0.08590999999999999,24,-0.09217171717171725,0.6695378884879526,24,-0.31590361445783127,0.3304621115120475
24,2019-01-01,0.04151,0.06478,0.10629,25,-0.2783379694019471,0.39053532787656414,25,1.2817893624515677,0.6094646721234359
25,2019-02-01,0.04806,0.03786,0.08592,26,0.15779330281859794,0.5593575418994413,26,-0.415560358135227,0.44064245810055863
26,2019-03-01,0.0619,0.08154,0.14344,27,0.28797336662505196,0.43153931957612934,27,1.1537242472266245,0.5684606804238705
27,2019-04-01,0.04006,0.05097,0.09103,28,-0.352827140549273,0.440074700648138,28,-0.37490802060338485,0.5599252993518621
28,2019-05-01,0.15288000000000002,0.14706999999999998,0.29995,29,2.8162755866200704,0.5096849474912486,29,1.885422797724151,0.4903150525087514
29,2019-06-01,0.0648,0.03931,0.10411,30,-0.5761381475667191,0.6224185957160695,30,-0.7327123138641463,0.37758140428393044
30,2019-07-01,0.09466,0.04441,0.13907,31,0.4608024691358025,0.6806644136046595,31,0.1297379801577207,0.3193355863953405
31,2019-08-01,0.0284,0.04442,0.07282,32,-0.6999788717515317,0.3900027464982148,32,0.00022517451024550917,0.6099972535017852
32,2019-09-01,0.04369,0.08373,0.12742,33,0.5383802816901407,0.3428818081933762,33,0.884961728950923,0.6571181918066237
33,2019-10-01,0.04441,0.06699,0.1114,34,0.016479743648432098,0.39865350089766605,34,-0.19992834109638127,0.6013464991023338
34,2019-11-01,0.040049999999999995,0.027659999999999997,0.06770999999999999,35,-0.098176086467012,0.5914931324767391,35,-0.587102552619794,0.408506867523261
35,2019-12-01,0.012379999999999999,0.02184,0.03422,36,-0.6908863920099875,0.3617767387492694,36,-0.21041214750542298,0.6382232612507305
