,Fecha,ventas_20513,totales_ventas,edad_ventas_20513,diff_ventas_20513,fraccion_ventas_20513
0,2017-01-01,,0.0,,,
1,2017-02-01,,0.0,,,
2,2017-03-01,,0.0,,,
3,2017-04-01,,0.0,,,
4,2017-05-01,,0.0,,,
5,2017-06-01,,0.0,,,
6,2017-07-01,,0.0,,,
7,2017-08-01,,0.0,,,
8,2017-09-01,,0.0,,,
9,2017-10-01,,0.0,,,
10,2017-11-01,,0.0,,,
11,2017-12-01,,0.0,,,
12,2018-01-01,,0.0,,,
13,2018-02-01,,0.0,,,
14,2018-03-01,10.576600000000001,10.576600000000001,1.0,,1.0
15,2018-04-01,7.17116,7.17116,2.0,-0.3219787077132538,1.0
16,2018-05-01,18.09007,18.09007,3.0,1.5226141935195978,1.0
17,2018-06-01,10.45044,10.45044,4.0,-0.42231069310400676,1.0
18,2018-07-01,13.47745,13.47745,5.0,0.2896538327572809,1.0
19,2018-08-01,14.79277,14.79277,6.0,0.09759412945327207,1.0
20,2018-09-01,7.15315,7.15315,7.0,-0.5164428298418755,1.0
21,2018-10-01,6.45045,6.45045,8.0,-0.09823644128810385,1.0
22,2018-11-01,5.09908,5.09908,9.0,-0.20950011239525929,1.0
23,2018-12-01,4.2883,4.2883,10.0,-0.15900515387089442,1.0
24,2019-01-01,3.44143,3.44143,11.0,-0.19748385140964944,1.0
25,2019-02-01,10.79279,10.79279,12.0,2.136135269350241,1.0
26,2019-03-01,8.19819,8.19819,13.0,-0.24040123082168743,1.0
27,2019-04-01,8.54053,8.54053,14.0,0.041757997801953856,1.0
28,2019-05-01,6.52251,6.52251,15.0,-0.2362874435193133,1.0
29,2019-06-01,6.7207,6.7207,16.0,0.030385541762297078,1.0
30,2019-07-01,9.243219999999999,9.243219999999999,17.0,0.3753359025101551,1.0
31,2019-08-01,4.18018,4.18018,18.0,-0.5477571668747471,1.0
32,2019-09-01,12.43241,12.43241,19.0,1.9741326928505474,1.0
33,2019-10-01,9.22521,9.22521,20.0,-0.2579709002518418,1.0
34,2019-11-01,8.84685,8.84685,21.0,-0.041013700501126876,1.0
35,2019-12-01,12.77476,12.77476,22.0,0.4439896686391202,1.0
