,Fecha,ventas_20203,ventas_20262,totales_ventas,edad_ventas_20203,diff_ventas_20203,fraccion_ventas_20203,edad_ventas_20262,diff_ventas_20262,fraccion_ventas_20262
0,2017-01-01,,,0.0,,,,,,
1,2017-02-01,,,0.0,,,,,,
2,2017-03-01,,,0.0,,,,,,
3,2017-04-01,,,0.0,,,,,,
4,2017-05-01,,,0.0,,,,,,
5,2017-06-01,,,0.0,,,,,,
6,2017-07-01,,,0.0,,,,,,
7,2017-08-01,,,0.0,,,,,,
8,2017-09-01,,,0.0,,,,,,
9,2017-10-01,,,0.0,,,,,,
10,2017-11-01,,,0.0,,,,,,
11,2017-12-01,,,0.0,,,,,,
12,2018-01-01,12.503400000000001,,12.503400000000001,1.0,,1.0,,,
13,2018-02-01,23.869300000000003,,23.869300000000003,2.0,0.9090247452692868,1.0,,,
14,2018-03-01,38.5294,,38.5294,3.0,0.6141822340831109,1.0,,,
15,2018-04-01,39.2665,41.84136,81.10786,4.0,0.01913084553613599,0.4841269391153952,1.0,,0.5158730608846048
16,2018-05-01,39.3666,20.3203,59.686899999999994,5.0,0.002549246813441423,0.6595517609391676,2.0,-0.5143489599764444,0.3404482390608325
17,2018-06-01,25.079600000000003,13.24517,38.32477,6.0,-0.3629218677762366,0.6543966212974012,3.0,-0.3481803910375339,0.34560337870259883
18,2018-07-01,31.1675,35.85611,67.02361,7.0,0.242743105950653,0.46502269871766083,4.0,1.7071083270354401,0.5349773012823391
19,2018-08-01,33.1877,31.42257,64.61027,8.0,0.06481751824817515,0.5136598252878374,5.0,-0.12364810348919614,0.4863401747121626
20,2018-09-01,46.3281,20.48656,66.81466,9.0,0.3959418700301618,0.6933822607194289,6.0,-0.3480304125346844,0.30661773928057107
21,2018-10-01,33.943,32.82655,66.76955,10.0,-0.2673345118837164,0.508360472700505,7.0,0.6023456353824164,0.49163952729949506
22,2018-11-01,51.496900000000004,10.52963,62.02653,11.0,0.5171581769436999,0.8302398989593647,8.0,-0.679234339277201,0.16976010104063533
23,2018-12-01,13.276900000000001,32.94084,46.217740000000006,12.0,-0.742180597278671,0.2872684817561395,9.0,2.128394824889384,0.7127315182438604
24,2019-01-01,57.967,11.21345,69.18045,13.0,3.366004112405757,0.8379101321254777,10.0,-0.6595882193653835,0.16208986787452237
25,2019-02-01,42.524300000000004,33.08624,75.61054,14.0,-0.2664050235478806,0.5624123303444203,11.0,1.9505852346958337,0.4375876696555797
26,2019-03-01,51.4969,14.39638,65.89328,15.0,0.2109993580141235,0.7815197543664543,12.0,-0.5648831659324238,0.21848024563354562
27,2019-04-01,52.6526,12.45044,65.10304,16.0,0.022442127584378926,0.8087579320412688,13.0,-0.13516870213206378,0.1912420679587313
28,2019-05-01,38.3656,33.42338,71.78898000000001,17.0,-0.27134462495679224,0.5344218569479605,14.0,1.684513960952384,0.46557814305203943
29,2019-06-01,50.1046,33.47745,83.58205,18.0,0.30597722960151796,0.5994660336758909,15.0,0.0016177298645437966,0.40053396632410904
30,2019-07-01,47.9024,18.45043,66.35283,19.0,-0.043952052306574604,0.7219345429577005,16.0,-0.44886991094005063,0.2780654570422995
31,2019-08-01,6.9615,18.1441,25.105600000000003,20.0,-0.8546732522796352,0.2772887323943662,17.0,-0.016602865082277166,0.7227112676056338
32,2019-09-01,56.27440000000001,40.10806,96.38246000000001,21.0,7.083660130718955,0.5838655705612826,18.0,1.2105290424986634,0.41613442943871737
33,2019-10-01,30.7398,25.279230000000002,56.01903,22.0,-0.4537516170763261,0.5487385268898801,19.0,-0.36972194616244214,0.45126147311011994
34,2019-11-01,72.8,29.387340000000002,102.18734,23.0,1.368265245707519,0.7124170176070733,20.0,0.16250930111399753,0.28758298239292657
35,2019-12-01,55.2097,25.6396,80.8493,24.0,-0.241625,0.6828717131750058,21.0,-0.12752906523693536,0.31712828682499417
