,Fecha,ventas_20304,ventas_20473,ventas_20666,ventas_20705,ventas_20737,ventas_20588,ventas_20724,totales_ventas,edad_ventas_20304,diff_ventas_20304,fraccion_ventas_20304,edad_ventas_20473,diff_ventas_20473,fraccion_ventas_20473,edad_ventas_20666,diff_ventas_20666,fraccion_ventas_20666,edad_ventas_20705,diff_ventas_20705,fraccion_ventas_20705,edad_ventas_20737,diff_ventas_20737,fraccion_ventas_20737,edad_ventas_20588,diff_ventas_20588,fraccion_ventas_20588,edad_ventas_20724,diff_ventas_20724,fraccion_ventas_20724
0,2017-01-01,20.3116,5.37581,2.36506,3.30497,1.34839,,,32.70583,1,,0.6210391236057914,1,,0.1643685544748444,1.0,,0.0723131013644968,1,,0.10105140276213752,1,,0.04122781779272992,,,,,,
1,2017-02-01,25.60893,11.88911,9.6421,1.6976300000000002,3.46728,,,52.30505000000001,2,0.26080318635656485,0.4896072176587155,2,1.211594159763831,0.22730329098241944,2.0,3.076894455108961,0.184343576767444,2,-0.4863402693519154,0.03245633069846984,2,1.571422214641165,0.06628958389295106,,,,,,
2,2017-03-01,40.8266,9.49934,13.366290000000001,7.04325,4.78354,8.01077,3.9512099999999997,87.481,3,0.594232949209514,0.46669105291434715,3,-0.2010049532723644,0.10858746470662202,3.0,0.38624262349488203,0.15279077742595537,3,3.1488722513150678,0.08051176826968141,3,0.3796232205071411,0.05468090213875013,1.0,,0.09157154124895693,1.0,,0.04516649329568706
3,2017-04-01,27.87766,9.559520000000001,10.0167,2.16723,3.7027,21.57823,20.21202,95.11406,4,-0.31716919851273434,0.2930971509364651,4,0.006335176970189591,0.10050585581143315,4.0,-0.2505998298705176,0.10531250584824157,4,-0.6922968799914812,0.022785590269198897,4,-0.2259498195896763,0.038929050026883516,2.0,1.6936524204289973,0.22686687961800814,2.0,4.115400092629852,0.21250296748976966
4,2017-05-01,36.83493,12.49127,7.2771,5.43608,4.06658,16.87548,9.18509,92.16653,5,0.3213063793733047,0.3996562526548412,5,0.30668380839205306,0.1355293510561806,5.0,-0.27350324957321276,0.07895599411196234,5,1.5083078399616099,0.05898106395022141,5,0.0982742323169579,0.04412209074161738,3.0,-0.21793956223471533,0.18309770368918088,3.0,-0.5455629867771751,0.09965754379599624
5,2017-06-01,16.45902,8.97572,6.37812,4.6835,2.975,14.69179,7.11831,61.281459999999996,6,-0.5531681477336865,0.26858074203845667,6,-0.28144055808576707,0.14646713704275324,6.0,-0.12353547429607947,0.1040791129976342,6,-0.13844167120424997,0.07642605120700455,6,-0.26842703205150276,0.04854649350717167,4.0,-0.1294001711358729,0.23974281944327044,4.0,-0.2250146705149324,0.1161576437637093
6,2017-07-01,39.62799,8.427900000000001,10.177200000000001,1.96853,3.83114,7.39454,5.21566,76.64296,7,1.4076761556884918,0.5170467059205437,7,-0.0610335438271247,0.10996313294789242,7.0,0.5956426031495176,0.13278714705173184,7,-0.5796882673214477,0.02568442033032127,7,0.28777815126050416,0.049986848107119036,5.0,-0.49668896710339583,0.09648035514285982,5.0,-0.26728956732707626,0.06805139049953185
7,2017-08-01,29.99658,9.17433,4.22709,5.13503,2.73956,6.17291,3.14272,60.58821999999999,8,-0.24304563516847552,0.49508930944001994,8,0.0885665468266114,0.15142101880530573,8.0,-0.5846509845537083,0.06976752246558819,8,1.6085607026562971,0.08475294372404406,8,-0.2849230255224294,0.04521605024871172,6.0,-0.16520703113378252,0.10188300630056471,6.0,-0.39744538562713055,0.05187014901576578
8,2017-09-01,21.39246,10.04711,7.64091,3.8889400000000003,2.48272,10.70261,3.21571,59.37046,9,-0.2868366993837298,0.3603216144863961,9,0.09513283258831987,0.16922742387375808,9.0,0.8076052319680916,0.12869885124689956,9,-0.2426645998173331,0.06550294540416228,9,-0.09375228138825212,0.04181742907162923,7.0,0.7338030199695119,0.18026826809157281,7.0,0.023225104368190575,0.05416346782558195
9,2017-10-01,41.01921,7.62721,7.22357,3.78063,3.47799,10.86481,4.26128,78.2547,10,0.9174611054549127,0.5241756725155167,10,-0.24085533053783628,0.09746647805179752,10.0,-0.0546191487663119,0.09230844920496788,10,-0.027850776818361903,0.04831185858485177,10,0.4008788747824967,0.04444448704039502,8.0,0.015155181773417918,0.13883907292469336,8.0,0.3251443693616651,0.054453981677777825
