,Fecha,ventas_20419,ventas_20788,ventas_20864,ventas_20892,ventas_21006,totales_ventas,edad_ventas_20419,diff_ventas_20419,fraccion_ventas_20419,edad_ventas_20788,diff_ventas_20788,fraccion_ventas_20788,edad_ventas_20864,diff_ventas_20864,fraccion_ventas_20864,edad_ventas_20892,diff_ventas_20892,fraccion_ventas_20892,edad_ventas_21006,diff_ventas_21006,fraccion_ventas_21006
0,2017-01-01,11.48922,3.75802,1.57412,1.26674,,18.088099999999997,1,,0.6351811411922756,1,,0.2077620092768174,1,,0.0870251712451833,1,,0.07003167828572378,,,
1,2017-02-01,9.86252,4.40909,2.04721,0.65007,,16.96889,2,-0.14158489436184524,0.5812118529850804,2,0.17324814663040639,0.2598337310218877,2,0.3005425253474959,0.12064489781005124,2,-0.4868165527258948,0.03830951818298074,,,
2,2017-03-01,11.64502,7.83972,4.16067,2.80125,,26.44666,3,0.18073474122232458,0.44032100839954835,3,0.7780811913569466,0.2964351642135528,3,1.0323611158601214,0.15732307973861348,3,3.309151322165305,0.10592074764828525,,,
3,2017-04-01,13.35685,1.42439,2.15503,1.7465899999999999,,18.68286,4,0.14700103563583394,0.7149253379835849,4,-0.8183111131520003,0.0762404685364018,4,-0.48204736256420233,0.11534797134914032,4,-0.37649620705042397,0.09348622213087288,,,
4,2017-05-01,16.71747,5.5480599999999995,2.20619,2.78733,,27.25905,5,0.2516027356749532,0.6132814606525172,5,2.895042790247053,0.2035309374317887,5,0.02373980872656059,0.08093422184558889,5,0.5958696660349596,0.10225338007010516,,,
5,2017-06-01,13.52257,4.91071,2.23248,2.33257,,22.99833,6,-0.19111145406571683,0.58798051858548,6,-0.11487799338867995,0.21352463417996004,6,0.011916471382791113,0.09707139605353954,6,-0.16315255100759504,0.10142345118102054,,,
6,2017-07-01,9.49229,4.86066,1.13565,2.22097,,17.70957,7,-0.2980409788967629,0.5359977684381948,7,-0.010192008894844066,0.27446516205644744,7,-0.4913056331971618,0.06412634524723074,7,-0.04784422332448764,0.1254107242581271,,,
7,2017-08-01,11.04353,3.33393,1.71378,1.1468099999999999,,17.23805,8,0.16342105013647917,0.6406484492155435,8,-0.3140993198454531,0.1934052865608349,8,0.5090740985338793,0.09941843770031993,8,-0.48364453369473703,0.06652782652330164,,,
8,2017-09-01,15.17597,4.16246,1.92818,2.02842,,23.29503,9,0.37419556971366935,0.6514681457804519,9,0.24851451590165366,0.1786844661715396,9,0.12510357222047166,0.08277216213072058,9,0.7687498365029956,0.08707522591728793,,,
9,2017-10-01,11.7083,3.4863899999999997,1.78434,1.58201,,18.56104,10,-0.22849742059321415,0.6307997827707931,10,-0.16242078001950783,0.1878337636253141,10,-0.07459884450621829,0.0961336218229151,10,-0.220077695940683,0.08523283178097779,,,
10,2017-11-01,12.1589,2.89055,2.292,2.05632,,19.39777,11,0.03848551881998238,0.6268194746097102,11,-0.17090457464598038,0.14901455167269229,11,0.28450855778607204,0.11815791196616929,11,0.29981479257400395,0.10600806175142811,,,
11,2017-12-01,9.73103,2.4442399999999997,1.88993,1.52342,,15.58862,12,-0.1996784248575117,0.6242393489609728,12,-0.15440314127069257,0.15679643226918097,12,-0.17542321116928436,0.12123780039541666,12,-0.259152272019919,0.09772641837442955,,,
12,2018-01-01,11.49653,3.7161399999999998,2.17475,2.15958,,19.546999999999997,13,0.18142992057366994,0.5881480534097305,13,0.5203662488135372,0.1901130608277485,13,0.15070399432783216,0.1112574819665422,13,0.41758674561184705,0.11048140379597894,,,
13,2018-02-01,9.93786,4.1375399999999996,0.83491,2.3437200000000002,,17.25403,14,-0.13557743075519302,0.5759732653762628,14,0.11339723476510567,0.23980136814413788,14,-0.6160892056558225,0.04838927485346902,14,0.08526657961270255,0.13583609162613025,,,
