,Fecha,ventas_20160,ventas_20510,ventas_20593,ventas_20681,ventas_20785,totales_ventas,edad_ventas_20160,diff_ventas_20160,fraccion_ventas_20160,edad_ventas_20510,diff_ventas_20510,fraccion_ventas_20510,edad_ventas_20593,diff_ventas_20593,fraccion_ventas_20593,edad_ventas_20681,diff_ventas_20681,fraccion_ventas_20681,edad_ventas_20785,diff_ventas_20785,fraccion_ventas_20785
0,2017-01-01,67.16352,,,,,67.16352,1,,1.0,,,,,,,,,,,,
1,2017-02-01,41.55395,,,,,41.55395,2,-0.3813017840637299,1.0,,,,,,,,,,,,
2,2017-03-01,57.671910000000004,,,,,57.671910000000004,3,0.3878803338792101,1.0,,,,,,,,,,,,
3,2017-04-01,42.89146,,,,,42.89146,4,-0.256285078819134,1.0,,,,,,,,,,,,
4,2017-05-01,52.74132,,,,,52.74132,5,0.22964618131441547,1.0,,,,,,,,,,,,
5,2017-06-01,58.209089999999996,,,,,58.209089999999996,6,0.10367146669821678,1.0,,,,,,,,,,,,
6,2017-07-01,39.902989999999996,,,,,39.902989999999996,7,-0.31448868209415404,1.0,,,,,,,,,,,,
7,2017-08-01,34.08261,,,,,34.08261,8,-0.14586325485884627,1.0,,,,,,,,,,,,
8,2017-09-01,42.89147,,,,,42.89147,9,0.25845614523066146,1.0,,,,,,,,,,,,
9,2017-10-01,53.1387,,,,,53.1387,10,0.23891067384727085,1.0,,,,,,,,,,,,
10,2017-11-01,45.12456,,,,,45.12456,11,-0.15081550734210655,1.0,,,,,,,,,,,,
11,2017-12-01,51.49334,,,,,51.49334,12,0.14113777508301467,1.0,,,,,,,,,,,,
12,2018-01-01,39.4049,,,,,39.4049,13,-0.23475734920282904,1.0,,,,,,,,,,,,
13,2018-02-01,40.02054,,,,,40.02054,14,0.015623437694296879,1.0,,,,,,,,,,,,
14,2018-03-01,52.32161,,,,,52.32161,15,0.30736891606160244,1.0,,,,,,,,,,,,
15,2018-04-01,62.65829,,,,,62.65829,16,0.19756043439794765,1.0,,,,,,,,,,,,
16,2018-05-01,44.90622,,,,,44.90622,17,-0.28331558362029996,1.0,,,,,,,,,,,,
17,2018-06-01,33.19834,,,,,33.19834,18,-0.26071844835748803,1.0,,,,,,,,,,,,
18,2018-07-01,54.54345,,,,,54.54345,19,0.6429571478573928,1.0,,,,,,,,,,,,
19,2018-08-01,74.95384,,,,,74.95384,20,0.37420423533898206,1.0,,,,,,,,,,,,
20,2018-09-01,53.821459999999995,,,,,53.821459999999995,21,-0.2819385904711487,1.0,,,,,,,,,,,,
21,2018-10-01,48.60553,,,,,48.60553,22,-0.09691171514113503,1.0,,,,,,,,,,,,
22,2018-11-01,50.777,,,,,50.777,23,0.044675369242964724,1.0,,,,,,,,,,,,
23,2018-12-01,81.36743,,,,,81.36743,24,0.6024465801445535,1.0,,,,,,,,,,,,
24,2019-01-01,52.36641,,,,,52.36641,25,-0.35642049896377453,1.0,,,,,,,,,,,,
25,2019-02-01,59.51869,,,,,59.51869,26,0.13658144600708733,1.0,,,,,,,,,,,,
26,2019-03-01,82.75538,,,,,82.75538,27,0.39040997038073255,1.0,,,,,,,,,,,,
