,Fecha,ventas_21142,totales_ventas,edad_ventas_21142,diff_ventas_21142,fraccion_ventas_21142
0,2017-01-01,,0.0,,,
1,2017-02-01,,0.0,,,
2,2017-03-01,,0.0,,,
3,2017-04-01,,0.0,,,
4,2017-05-01,,0.0,,,
5,2017-06-01,,0.0,,,
6,2017-07-01,,0.0,,,
7,2017-08-01,,0.0,,,
8,2017-09-01,,0.0,,,
9,2017-10-01,,0.0,,,
10,2017-11-01,,0.0,,,
11,2017-12-01,,0.0,,,
12,2018-01-01,,0.0,,,
13,2018-02-01,,0.0,,,
14,2018-03-01,,0.0,,,
15,2018-04-01,,0.0,,,
16,2018-05-01,,0.0,,,
17,2018-06-01,,0.0,,,
18,2018-07-01,,0.0,,,
19,2018-08-01,,0.0,,,
20,2018-09-01,2.01144,2.01144,1.0,,1.0
21,2018-10-01,0.27299,0.27299,2.0,-0.8642813109016426,1.0
22,2018-11-01,0.17254,0.17254,3.0,-0.3679621964174512,1.0
23,2018-12-01,0.70323,0.70323,4.0,3.075750550596963,1.0
24,2019-01-01,0.28828,0.28828,5.0,-0.5900629950371856,1.0
25,2019-02-01,0.27297,0.27297,6.0,-0.053108089357569,1.0
26,2019-03-01,0.42152999999999996,0.42152999999999996,7.0,0.5442356302890426,1.0
27,2019-04-01,0.26206999999999997,0.26206999999999997,8.0,-0.3782886152824236,1.0
28,2019-05-01,0.30574999999999997,0.30574999999999997,9.0,0.1666730262906857,1.0
29,2019-06-01,0.34723,0.34723,10.0,0.13566639411283735,1.0
30,2019-07-01,0.30138,0.30138,11.0,-0.13204504219105492,1.0
31,2019-08-01,0.60278,0.60278,12.0,1.0000663614042073,1.0
32,2019-09-01,0.71195,0.71195,13.0,0.18111085304754634,1.0
33,2019-10-01,0.41930999999999996,0.41930999999999996,14.0,-0.4110401011306974,1.0
34,2019-11-01,0.32103,0.32103,15.0,-0.23438506117192529,1.0
35,2019-12-01,0.10701999999999999,0.10701999999999999,16.0,-0.6666355169298819,1.0
