,Fecha,ventas_21244,ventas_21248,ventas_21259,ventas_21263,totales_ventas,edad_ventas_21244,diff_ventas_21244,fraccion_ventas_21244,edad_ventas_21248,diff_ventas_21248,fraccion_ventas_21248,edad_ventas_21259,diff_ventas_21259,fraccion_ventas_21259,edad_ventas_21263,diff_ventas_21263,fraccion_ventas_21263
0,2017-01-01,,,,,0.0,,,,,,,,,,,,
1,2017-02-01,,,,,0.0,,,,,,,,,,,,
2,2017-03-01,,,,,0.0,,,,,,,,,,,,
3,2017-04-01,,,,,0.0,,,,,,,,,,,,
4,2017-05-01,,,,,0.0,,,,,,,,,,,,
5,2017-06-01,,,,,0.0,,,,,,,,,,,,
6,2017-07-01,,,,,0.0,,,,,,,,,,,,
7,2017-08-01,,,,,0.0,,,,,,,,,,,,
8,2017-09-01,,,,,0.0,,,,,,,,,,,,
9,2017-10-01,,,,,0.0,,,,,,,,,,,,
10,2017-11-01,,,,,0.0,,,,,,,,,,,,
11,2017-12-01,,,,,0.0,,,,,,,,,,,,
12,2018-01-01,,,,,0.0,,,,,,,,,,,,
13,2018-02-01,,,,,0.0,,,,,,,,,,,,
14,2018-03-01,,,,,0.0,,,,,,,,,,,,
15,2018-04-01,,,,,0.0,,,,,,,,,,,,
16,2018-05-01,,,,,0.0,,,,,,,,,,,,
17,2018-06-01,,,,,0.0,,,,,,,,,,,,
18,2018-07-01,,,,,0.0,,,,,,,,,,,,
19,2018-08-01,,,,,0.0,,,,,,,,,,,,
20,2018-09-01,,,,,0.0,,,,,,,,,,,,
21,2018-10-01,0.54369,0.46037999999999996,0.52675,0.5267499999999999,2.05757,1.0,,0.26423888373178067,1.0,,0.22374937426187197,1.0,,0.2560058710031737,1.0,,0.2560058710031736
22,2018-11-01,0.35161,0.3615,0.38832999999999995,0.39115,1.4925899999999999,2.0,-0.35328955838805204,0.2355703843654319,2.0,-0.2147790955297797,0.24219645046529859,2.0,-0.26278120550545814,0.2601719159313676,2.0,-0.2574276222116753,0.2620612492379019
23,2018-12-01,0.06352000000000001,0.09601,0.05928,0.06068,0.27949,3.0,-0.8193452973464918,0.2272711009338438,3.0,-0.7344121715076072,0.3435185516476439,3.0,-0.84734632915304,0.21210061182868795,3.0,-0.8448676978141377,0.2171097355898243
24,2019-01-01,0.048,0.02962,0.04234,0.04376,0.16372,4.0,-0.24433249370277085,0.2931834839970682,4.0,-0.6914904697427352,0.18091864158319082,4.0,-0.28576248313090413,0.2586122648424139,4.0,-0.27883981542518127,0.26728560957732717
25,2019-02-01,0.05927,0.06209,0.0508,0.05927,0.23142999999999997,5.0,0.2347916666666667,0.25610335738668283,5.0,1.0962187711006077,0.26828846735513984,5.0,0.19981105337742075,0.21950481787149465,5.0,0.35443327239488126,0.25610335738668283
26,2019-03-01,0.07483000000000001,0.05365,0.06777,0.06636,0.26261,6.0,0.26252741690568593,0.2849472601957275,6.0,-0.1359317120309228,0.20429534290392598,6.0,0.3340551181102362,0.258063287765127,6.0,0.11962206850008433,0.2526941091352195
27,2019-04-01,0.01694,0.03106,0.02117,0.018349999999999998,0.08752000000000001,7.0,-0.7736202057998129,0.1935557586837294,7.0,-0.42106244175209695,0.354890310786106,7.0,-0.6876198908071418,0.24188756855575866,7.0,-0.7234779987944545,0.2096663619744058
28,2019-05-01,0.01976,0.01553,0.01976,0.02258,0.07763,8.0,0.166469893742621,0.2545407703207523,8.0,-0.5,0.20005152647172483,8.0,-0.06660368445914036,0.2545407703207523,8.0,0.2305177111716622,0.29086693288677057
29,2019-06-01,0.00988,0.00988,0.00988,0.00988,0.03952,9.0,-0.5,0.25,9.0,-0.3638119768190599,0.25,9.0,-0.5,0.25,9.0,-0.562444641275465,0.25
30,2019-07-01,0.049409999999999996,0.021159999999999998,0.04657,0.033870000000000004,0.15101,10.0,4.001012145748987,0.32719687437918016,10.0,1.1417004048582995,0.14012317065095026,10.0,3.7135627530364372,0.308390172836236,10.0,2.4281376518218627,0.22428978213363354
31,2019-08-01,0.0381,0.02117,0.031059999999999997,0.03388,0.12420999999999999,11.0,-0.2289010321797206,0.3067385878753724,11.0,0.00047258979206063625,0.17043716286933422,11.0,-0.33304702598239216,0.2500603816117865,11.0,0.000295246530853148,0.272763867643507
32,2019-09-01,0.06353,0.014110000000000001,0.00564,0.01128,0.09456,12.0,0.6674540682414698,0.6718485617597293,12.0,-0.3334907888521493,0.14921742808798646,12.0,-0.8184159690920798,0.05964467005076142,12.0,-0.667060212514758,0.11928934010152284
33,2019-10-01,0.01128,0.0127,0.01975,0.015519999999999999,0.059250000000000004,13.0,-0.822446088462144,0.19037974683544304,13.0,-0.09992912827781725,0.21434599156118142,13.0,2.50177304964539,0.3333333333333333,13.0,0.37588652482269497,0.2619409282700422
34,2019-11-01,0.02682,0.029640000000000003,0.029650000000000003,0.03247,0.11858,14.0,1.377659574468085,0.22617642098161578,14.0,1.3338582677165358,0.2499578343734188,14.0,0.5012658227848102,0.2500421656265812,14.0,1.092139175257732,0.27382357901838417
35,2019-12-01,0.015519999999999999,0.01129,0.014119999999999999,0.0127,0.05363,15.0,-0.4213273676360925,0.28939026664180495,15.0,-0.6190958164642376,0.21051650195785943,15.0,-0.5237774030354132,0.2632854745478277,15.0,-0.6088697259008315,0.23680775685250793
