,Fecha,ventas_20709,totales_ventas,edad_ventas_20709,diff_ventas_20709,fraccion_ventas_20709
0,2017-01-01,,0.0,,,
1,2017-02-01,,0.0,,,
2,2017-03-01,,0.0,,,
3,2017-04-01,,0.0,,,
4,2017-05-01,,0.0,,,
5,2017-06-01,,0.0,,,
6,2017-07-01,,0.0,,,
7,2017-08-01,,0.0,,,
8,2017-09-01,,0.0,,,
9,2017-10-01,,0.0,,,
10,2017-11-01,,0.0,,,
11,2017-12-01,,0.0,,,
12,2018-01-01,,0.0,,,
13,2018-02-01,,0.0,,,
14,2018-03-01,,0.0,,,
15,2018-04-01,,0.0,,,
16,2018-05-01,,0.0,,,
17,2018-06-01,,0.0,,,
18,2018-07-01,,0.0,,,
19,2018-08-01,,0.0,,,
20,2018-09-01,,0.0,,,
21,2018-10-01,5.40322,5.40322,1.0,,1.0
22,2018-11-01,7.78808,7.78808,2.0,0.4413775489430376,1.0
23,2018-12-01,6.69175,6.69175,3.0,-0.14077025402923443,1.0
24,2019-01-01,5.09857,5.09857,4.0,-0.23808121941196253,1.0
25,2019-02-01,4.8681,4.8681,5.0,-0.045202870608817676,1.0
26,2019-03-01,5.61398,5.61398,6.0,0.15321788788233595,1.0
27,2019-04-01,5.22193,5.22193,7.0,-0.069834591501929,1.0
28,2019-05-01,6.00054,6.00054,8.0,0.14910387538706943,1.0
29,2019-06-01,8.01961,8.01961,9.0,0.3364813833421659,1.0
30,2019-07-01,7.00409,7.00409,10.0,-0.12662959919497338,1.0
31,2019-08-01,6.19166,6.19166,11.0,-0.11599365513578495,1.0
32,2019-09-01,6.7681700000000005,6.7681700000000005,12.0,0.09311073282447692,1.0
33,2019-10-01,10.44279,10.44279,13.0,0.5429266699861262,1.0
34,2019-11-01,9.15421,9.15421,14.0,-0.12339422702170584,1.0
35,2019-12-01,8.64319,8.64319,15.0,-0.05582349541904765,1.0
