,Fecha,ventas_20622,ventas_20658,ventas_20853,totales_ventas,edad_ventas_20622,diff_ventas_20622,fraccion_ventas_20622,edad_ventas_20658,diff_ventas_20658,fraccion_ventas_20658,edad_ventas_20853,diff_ventas_20853,fraccion_ventas_20853
0,2017-01-01,0.81603,2.02446,,2.84049,1,,0.2872849402743893,1,,0.7127150597256107,,,
1,2017-02-01,6.22935,5.99529,,12.22464,2,6.63372670122422,0.5095732880477462,2,1.9614267508372603,0.49042671195225374,,,
2,2017-03-01,4.01315,4.9117299999999995,,8.92488,3,-0.35576745567354534,0.449658706895779,3,-0.18073521047355512,0.550341293104221,,,
3,2017-04-01,5.09225,2.86501,,7.95726,4,0.26889102076922106,0.6399501838572574,4,-0.4167004293802794,0.3600498161427426,,,
4,2017-05-01,5.15025,3.6699200000000003,,8.820170000000001,5,0.01138985713584365,0.583917316786411,5,0.2809449181678251,0.4160826832135888,,,
5,2017-06-01,3.71445,2.97652,,6.69097,6,-0.2787825833697393,0.5551437235557773,6,-0.18894144831494974,0.44485627644422254,,,
6,2017-07-01,2.4391,2.58187,,5.02097,7,-0.34334827498014514,0.4857826276595956,7,-0.13258771988765403,0.5142173723404043,,,
7,2017-08-01,4.08005,2.7981599999999998,,6.878209999999999,8,0.6727686441720307,0.5931848547805316,8,0.08377261442287949,0.40681514521946843,,,
8,2017-09-01,4.51703,3.45587,,7.9729,9,0.1071016286565116,0.5665479311166577,9,0.23505089058524184,0.4334520688833423,,,
9,2017-10-01,4.92284,4.00434,,8.92718,10,0.0898400054903332,0.5514440170356149,10,0.15870678005827765,0.4485559829643852,,,
10,2017-11-01,6.24266,4.0868,,10.329460000000001,11,0.2681013398769816,0.6043549227161923,11,0.020592656967190648,0.39564507728380766,,,
11,2017-12-01,5.23053,4.26517,,9.4957,12,-0.16213120688937088,0.5508314289625831,12,0.04364539493001863,0.44916857103741703,,,
12,2018-01-01,6.69309,4.9808900000000005,,11.67398,13,0.2796198473194877,0.5733340300394553,13,0.1678057381065702,0.4266659699605448,,,
13,2018-02-01,5.4713,3.73457,,9.20587,14,-0.18254498296003782,0.5943273150717966,14,-0.2502203421476885,0.4056726849282034,,,
14,2018-03-01,7.91488,6.69543,,14.61031,15,0.44661780564034137,0.5417325162847332,15,0.7928248767595734,0.4582674837152668,,,
15,2018-04-01,6.2382,4.45024,,10.68844,16,-0.21183896660467375,0.5836398950642002,16,-0.3353317113314604,0.4163601049357998,,,
16,2018-05-01,5.87702,1.37341,,7.25043,17,-0.05789811163476645,0.8105753727709943,17,-0.6913851837204286,0.18942462722900574,,,
17,2018-06-01,5.56491,0.53062,,6.09553,18,-0.053106846667188415,0.9129493251612247,18,-0.6136477817985889,0.0870506748387753,,,
18,2018-07-01,6.20699,2.88058,,9.08757,19,0.11538012294897851,0.6830197731626827,19,4.428706041988618,0.31698022683731736,,,
19,2018-08-01,5.16365,5.45793,4.47702,15.098600000000001,20,-0.1680911359612309,0.3419952843309975,20,0.8947330051586833,0.36148583312360083,1.0,,0.29651888254540154
20,2018-09-01,3.86153,5.50922,3.57844,12.949190000000002,21,-0.25217046081744493,0.2982062970734077,21,0.009397335619914479,0.42544900491845433,2.0,-0.20070940044940613,0.27634469800813793
21,2018-10-01,3.99978,2.6398,1.88845,8.528030000000001,22,0.035801871279000745,0.4690157046820895,22,-0.5208396106889904,0.30954393922160217,3.0,-0.472270039458535,0.22144035609630827
22,2018-11-01,3.2551,3.66093,3.93291,10.84894,23,-0.18618023991319518,0.3000385291097563,23,0.3868209712857034,0.33744587028778844,4.0,1.0826127247213324,0.36251560060245513
23,2018-12-01,4.30305,2.04456,1.83051,8.17812,24,0.3219409541949555,0.5261661604378512,24,-0.4415189582974817,0.25000366832474946,5.0,-0.5345660083754777,0.22383017123739932
24,2019-01-01,4.02206,0.8650800000000001,2.05344,6.94058,25,-0.06530019404840755,0.579499119670114,25,-0.5768869585632116,0.12464088015698978,6.0,0.1217857318452235,0.29586000017289626
25,2019-02-01,4.7757,4.09123,2.31655,11.18348,26,0.18737661795199473,0.4270316574089639,26,3.7293082720673234,0.3658279891411261,7.0,0.12813133083995623,0.20714035344991005
26,2019-03-01,5.60513,4.98533,3.39339,13.98385,27,0.17367715727537333,0.40082881323812825,27,0.21854063447911748,0.35650625543037145,8.0,0.46484643111523616,0.24266493133150027
27,2019-04-01,4.73996,3.97083,3.37555,12.08634,28,-0.1543532442601688,0.39217496777353605,28,-0.20349706037514073,0.3285386643102875,9.0,-0.005257279593562802,0.27928636791617645
28,2019-05-01,5.60059,5.34867,4.32751,15.27677,29,0.1815690427767324,0.36660825554092913,29,0.3469904276939583,0.3501178586834782,10.0,0.2820162640162344,0.2832738857755926
29,2019-06-01,3.7322699999999998,4.0244,3.0054499999999997,10.76212,30,-0.33359342497843986,0.34679691361924975,30,-0.24758865288006182,0.37394119374249685,11.0,-0.3055013159992699,0.2792618926382534
30,2019-07-01,5.73437,5.31523,3.26633,14.31593,31,0.536429572351411,0.40055867833944425,31,0.32075091939171047,0.3712808039715198,12.0,0.08680230913839866,0.22816051768903592
31,2019-08-01,3.91056,3.0745999999999998,2.65098,9.63614,32,-0.3180488876720547,0.4058222483276499,32,-0.4215490204563114,0.3190696689753366,13.0,-0.1883918648758698,0.2751080826970136
32,2019-09-01,4.9004900000000005,4.63524,2.4592,11.99493,33,0.25314277239065525,0.4085467776802366,33,0.5075912313796916,0.3864332680557535,14.0,-0.07234305803891393,0.20501995426400987
33,2019-10-01,6.14013,4.92067,4.4658,15.5266,34,0.2529624588561551,0.39545876109386474,34,0.06157825700503119,0.3169187072507825,15.0,0.8159564085881587,0.28762253165535273
34,2019-11-01,4.6865,4.61961,3.5382700000000002,12.844380000000001,35,-0.23674254453895935,0.36486774760634605,35,-0.0611827251167017,0.35966002251568385,16.0,-0.2076962694254108,0.27547222987797
35,2019-12-01,4.72215,3.40902,2.8984199999999998,11.02959,36,0.0076069561506455574,0.4281346813435495,36,-0.26205458902374873,0.30907948527551793,17.0,-0.18083696269645913,0.26278583338093253
