,Fecha,ventas_20899,ventas_20942,totales_ventas,edad_ventas_20899,diff_ventas_20899,fraccion_ventas_20899,edad_ventas_20942,diff_ventas_20942,fraccion_ventas_20942
0,2017-01-01,,,0.0,,,,,,
1,2017-02-01,,,0.0,,,,,,
2,2017-03-01,,,0.0,,,,,,
3,2017-04-01,,,0.0,,,,,,
4,2017-05-01,,,0.0,,,,,,
5,2017-06-01,,,0.0,,,,,,
6,2017-07-01,,,0.0,,,,,,
7,2017-08-01,,,0.0,,,,,,
8,2017-09-01,,,0.0,,,,,,
9,2017-10-01,,,0.0,,,,,,
10,2017-11-01,,,0.0,,,,,,
11,2017-12-01,,,0.0,,,,,,
12,2018-01-01,,,0.0,,,,,,
13,2018-02-01,,,0.0,,,,,,
14,2018-03-01,,,0.0,,,,,,
15,2018-04-01,,,0.0,,,,,,
16,2018-05-01,,,0.0,,,,,,
17,2018-06-01,,,0.0,,,,,,
18,2018-07-01,,,0.0,,,,,,
19,2018-08-01,,,0.0,,,,,,
20,2018-09-01,,,0.0,,,,,,
21,2018-10-01,,,0.0,,,,,,
22,2018-11-01,,,0.0,,,,,,
23,2018-12-01,,,0.0,,,,,,
24,2019-01-01,,,0.0,,,,,,
25,2019-02-01,,,0.0,,,,,,
26,2019-03-01,,,0.0,,,,,,
27,2019-04-01,,,0.0,,,,,,
28,2019-05-01,,,0.0,,,,,,
29,2019-06-01,,,0.0,,,,,,
30,2019-07-01,,,0.0,,,,,,
31,2019-08-01,1.55119,1.53973,3.09092,1.0,,0.5018538169865283,1.0,,0.4981461830134717
32,2019-09-01,4.163889999999999,3.16142,7.32531,2.0,1.6843197802977063,0.5684250905422432,2.0,1.0532301117728433,0.43157490945775673
33,2019-10-01,2.97467,1.3251899999999999,4.29986,3.0,-0.28560312592311504,0.6918062448544837,3.0,-0.5808244396505369,0.30819375514551633
34,2019-11-01,4.09505,3.9885699999999997,8.08362,4.0,0.3766400978932115,0.5065861581816067,4.0,2.009809914050061,0.4934138418183932
35,2019-12-01,2.32761,1.72156,4.04917,5.0,-0.431604009719051,0.5748363244813134,5.0,-0.5683766362380502,0.4251636755186865
