,Fecha,ventas_20006,ventas_20018,ventas_20029,ventas_20109,ventas_20148,ventas_20162,ventas_20286,ventas_20442,ventas_20548,ventas_20620,totales_ventas,edad_ventas_20006,diff_ventas_20006,fraccion_ventas_20006,edad_ventas_20018,diff_ventas_20018,fraccion_ventas_20018,edad_ventas_20029,diff_ventas_20029,fraccion_ventas_20029,edad_ventas_20109,diff_ventas_20109,fraccion_ventas_20109,edad_ventas_20148,diff_ventas_20148,fraccion_ventas_20148,edad_ventas_20162,diff_ventas_20162,fraccion_ventas_20162,edad_ventas_20286,diff_ventas_20286,fraccion_ventas_20286,edad_ventas_20442,diff_ventas_20442,fraccion_ventas_20442,edad_ventas_20548,diff_ventas_20548,fraccion_ventas_20548,edad_ventas_20620,diff_ventas_20620,fraccion_ventas_20620
0,2017-01-01,528.40996,343.26727999999997,236.03158000000002,110.66526,45.36038,19.34944,,,,,1283.0839,1,,0.41182806517952564,1,,0.2675329960885644,1,,0.1839564661360025,1,,0.08624943388347403,1,,0.03535262191350074,1,,0.015080416798932635,,,,,,,,,,,,
1,2017-02-01,599.1859000000001,274.37343,232.25705,126.34908,41.51547,31.465320000000002,,,,,1305.1462500000002,2,0.13394134357346352,0.45909483324186845,2,-0.20070031143078942,0.2102242794629337,2,-0.0159916312893386,0.17795480774664138,2,0.14172306647994137,0.0968083691770175,2,-0.0847636197051259,0.03180905588166843,2,0.6261617907288273,0.024108654489870384,,,,,,,,,,,,
2,2017-03-01,868.34182,571.84373,401.56945,142.35357,77.12748,18.60336,,,,,2079.83941,3,0.4492026931875398,0.4175042629853811,3,1.0841804179070842,0.2749460978816629,3,0.728987128700722,0.19307714243187651,3,0.12666882893013537,0.06844450072229374,3,0.8578009594977488,0.03708338231748383,3,-0.40876622262223944,0.00894461366130186,,,,,,,,,,,,
3,2017-04-01,565.31925,598.34945,320.50485,113.18861,58.92316,43.28183,,,,,1699.56715,4,-0.3489669195018155,0.3326254275978445,4,0.04635133448083796,0.3520599053706116,4,-0.20186944001840787,0.18858028057320358,4,-0.2048769131676852,0.06659849244556179,4,-0.23602897436814999,0.034669509821956726,4,1.3265598257519073,0.025466384190821763,,,,,,,,,,,,
4,2017-05-01,813.17643,652.78287,399.46785,106.56651,69.13246,21.0334,,,,,2062.15952,5,0.438437537727576,0.39433245687996044,5,0.09097262477637433,0.3165530424144879,5,0.2463706867462381,0.19371336025449667,5,-0.05850500328610806,0.05167714183430387,5,0.17326463821695903,0.03352430271737658,5,-0.514036259557417,0.010199695899374457,,,,,,,,,,,,
5,2017-06-01,698.31833,346.80138,305.61560000000003,122.89168,43.30582,21.71158,,,,,1538.64439,6,-0.14124622377458732,0.45385297248573464,6,-0.46873394517843275,0.2253941081213704,6,-0.23494318754312762,0.19862653254141463,6,0.15319231154327942,0.07987009915916958,6,-0.37358196135361016,0.02814543781620651,6,0.03224300398413956,0.014110849876104252,,,,,,,,,,,,
6,2017-07-01,670.77751,461.80586,210.04868,67.32206,28.51218,16.98722,,,,,1455.45351,7,-0.039438775722813894,0.4608718213198029,7,0.3316148280609495,0.3172934462193849,7,-0.3127030164690547,0.1443183712546064,7,-0.4521837442534759,0.04625503977794522,7,-0.3416085874831604,0.019589894011798427,7,-0.21759632417355165,0.011671427416462102,,,,,,,,,,,,
7,2017-08-01,781.41139,542.04444,351.13017,75.39394,27.047439999999998,13.03709,,,,,1790.06447,8,0.16493379451556148,0.4365269536912265,8,0.17374959252357694,0.3028072167702429,8,0.6716609216492102,0.1961550412762508,8,0.11989948020010095,0.042118002599090744,8,-0.05137243101018591,0.01510975747147252,8,-0.23253540014198917,0.007283028191716469,,,,,,,,,,,,
8,2017-09-01,599.26956,479.68548,318.16269,97.69988000000001,35.25956,16.0604,,,,,1546.1375699999999,9,-0.23309339015393676,0.38759135773409864,9,-0.1150439989754346,0.31024760623338327,9,-0.09388962503563855,0.20577903038731543,9,0.29585852656062284,0.06318964230330423,9,0.3036191225491212,0.022804930611704886,9,0.23190067722168078,0.010387432730193602,,,,,,,,,,,,
9,2017-10-01,866.99297,441.55274000000003,307.40357,117.5104,33.438810000000004,18.4678,,,,,1785.3662900000002,10,0.4467495562431038,0.4856106978473308,10,-0.0794952976271034,0.24731773108587146,10,-0.03381641008881336,0.1721795531380846,10,0.20276913339095193,0.06581865058066039,10,-0.05163847762138826,0.01872938353731323,10,0.14989664018330795,0.010343983810739475,,,,,,,,,,,,
10,2017-11-01,724.31168,445.90247,320.27478,103.54132,40.69147,16.05477,,,,,1650.77649,11,-0.16457029634277195,0.4387702904588858,11,0.009850986317059125,0.27011680424404394,11,0.041870723882614695,0.1940146239906773,11,-0.11887526550841461,0.06272279780286912,11,0.21689348394874094,0.024649896728296636,11,-0.13066147564950883,0.009725586775227215,,,,,,,,,,,,
11,2017-12-01,530.36517,330.9502,236.61708,106.76165,23.34483,14.42152,,,,,1242.4604500000003,12,-0.2677666470876184,0.42686684312567047,12,-0.2577968899791024,0.2663667885766504,12,-0.26120601815728367,0.19044234365769946,12,0.03110188280388935,0.08592760437565637,12,-0.426296715257522,0.01878919365199914,12,-0.10172989086732491,0.011607226612323955,,,,,,,,,,,,
12,2018-01-01,470.33785,342.16945,203.9529,88.16418,45.21128,27.1479,,,,,1176.98356,13,-0.11318111255307363,0.39961293087220356,13,0.033900115485653096,0.29071727221066707,13,-0.13804658564800135,0.17328440849250265,13,-0.17419616500868992,0.07490689164766244,13,0.936672059723716,0.03841283900346068,13,0.8824576050236037,0.023065657773503653,,,,,,,,,,,,
13,2018-02-01,588.56272,337.54792,330.66791,108.81107,14.84096,8.30148,,,,,1388.73206,14,0.2513615903972007,0.4238130140093403,14,-0.013506553551171816,0.24306194817738994,14,0.6212954559606655,0.23810778156874984,14,0.23418683188569325,0.07835281774945124,14,-0.6717420962202353,0.010686697907730308,14,-0.6942128120407104,0.005977740587338352,,,,,,,,,,,,
14,2018-03-01,862.19361,510.33171,336.37682,136.13584,79.1925,38.77789,,,,,1963.00837,15,0.46491373085947413,0.4392205469811624,15,0.511879291094432,0.259974291398462,15,0.017264783873342904,0.17135781239689774,15,0.25112123242607576,0.06935061616675633,15,4.3360766419423,0.040342415860407155,15,3.6712020025344883,0.019754317196314347,,,,,,,,,,,,
15,2018-04-01,748.4439100000001,543.06908,308.07279,106.7199,41.37629,11.4265,,,,,1759.1084700000001,16,-0.13193057647458087,0.42546774275949,16,0.0641491981754377,0.30871835890824856,16,-0.08414381823337296,0.17513007029066263,16,-0.2160778528269999,0.060667037775106604,16,-0.4775226189348739,0.02352117035739132,16,-0.7053346636446697,0.006495619909100887,,,,,,,,,,,,
16,2018-05-01,865.28861,388.43687,293.12078,108.10004,29.97017,27.27788,,,,,1712.19435,17,0.1561168424765456,0.505368219443079,17,-0.2847376433215457,0.22686494088711368,17,-0.04853401691204203,0.17119597433550696,17,0.012932358444863718,0.06313537946203363,17,-0.27566802146833363,0.017503953333335084,17,1.387247188552925,0.015931532538931693,,,,,,,,,,,,
17,2018-06-01,468.1526,420.33781,284.12869,62.791149999999995,38.98583,17.94222,,,,,1292.3383,18,-0.45896363988889205,0.36225236070152844,18,0.08212644695648998,0.32525369711630464,18,-0.030677081304164168,0.21985627911824637,18,-0.4191385128072109,0.048587239115330715,18,0.3008211164634702,0.030166892059145817,18,-0.3422428722466702,0.013883531889444118,,,,,,,,,,,,
18,2018-07-01,515.20419,325.03223,216.88684,62.582029999999996,42.90894,17.69927,,,,,1180.3135000000002,19,0.10050481402858819,0.43649775250388984,19,-0.22673568195066718,0.2753778805376707,19,-0.23665983889201755,0.18375358750027002,19,-0.0033304056383741763,0.05302153199128874,19,0.1006291260183508,0.03635385005763299,19,-0.013540687830157052,0.014995397409247624,,,,,,,,,,,,
19,2018-08-01,615.70617,375.61778,193.21464,66.88983999999999,34.93072,26.57708,,,,,1312.93623,20,0.19507213246848787,0.4689535987593244,20,0.15563241220724466,0.28608988876786495,20,-0.10914539582023512,0.14716224260183605,20,0.06883461594326673,0.050946754664542994,20,-0.18593374713987343,0.02660503930187074,20,0.501591873563147,0.020242475904560877,,,,,,,,,,,,
20,2018-09-01,478.04388,282.43485,195.09678,69.20411,37.41268,18.26436,,,,,1080.45666,21,-0.22358439253580978,0.4424461412454989,21,-0.24807912447595,0.26140322000514116,21,0.009741187313756311,0.18056881615223694,21,0.03459822896870448,0.06405079681770853,21,0.07105378875671617,0.03462672903511003,21,-0.3127777769416354,0.016904296744304395,,,,,,,,,,,,
21,2018-10-01,513.15472,161.58557,199.61372,71.40683,29.46494,21.841520000000003,,,,,997.0672999999999,22,0.07344689780360747,0.5146640753337313,22,-0.42788374026788834,0.1620608458426026,22,0.02315230420512325,0.20020084902995014,22,0.03182932343180195,0.07161686076757307,22,-0.2124343939006776,0.029551605994901246,22,0.19585465901898577,0.021905763031241726,,,,,,,,,,,,
22,2018-11-01,566.66809,371.52958,198.40079,68.40947,41.88155,24.52012,,,,,1271.4096,23,0.1042831097802238,0.4457006538254863,23,1.2992744958599955,0.29221863670055664,23,-0.006076385931788657,0.1560478936135137,23,-0.04197581659905643,0.05380600398172233,23,0.42140286048435865,0.03294103646849921,23,0.12263798490214946,0.01928577541022185,,,,,,,,,,,,
23,2018-12-01,407.75925,326.01506,127.50979,58.39967,35.36128,14.12772,,,,,969.17277,24,-0.28042666034009434,0.4207291647288027,24,-0.12250577733272275,0.33638487387548044,24,-0.35731208529966035,0.1315655927889926,24,-0.146321846960662,0.06025723359933028,24,-0.15568358859688805,0.03648604365968722,24,-0.4238315310039265,0.014577091347706767,,,,,,,,,,,,
24,2019-01-01,578.74461,326.67378,270.81835,62.98634,24.175449999999998,18.39432,,,,,1281.79285,25,0.419329199766774,0.4515118101961639,25,0.002020520156338841,0.2548569216937043,25,1.123902407807275,0.21128090237045713,25,0.07853931366392991,0.049139250542706646,25,-0.31632989529790784,0.018860652873824345,25,0.3020020215576187,0.014350462323143713,,,,,,,,,,,,
25,2019-02-01,479.99914,265.84135,198.8713,80.42684,59.00435,27.02355,,,,,1111.16653,26,-0.17062011169313518,0.4319776802492422,26,-0.18621766950503355,0.23924528216306154,26,-0.2656653435780848,0.17897524325179232,26,0.27689337084834587,0.07238054587551337,26,1.440672252222813,0.053101266468132374,26,0.4691247080620539,0.024319981992258172,,,,,,,,,,,,
