,Fecha,ventas_20263,ventas_20267,ventas_20321,ventas_20367,ventas_20386,ventas_20536,ventas_20539,ventas_20599,ventas_20496,ventas_20818,ventas_20481,ventas_20811,ventas_20719,ventas_20920,ventas_20904,ventas_20912,totales_ventas,edad_ventas_20263,diff_ventas_20263,fraccion_ventas_20263,edad_ventas_20267,diff_ventas_20267,fraccion_ventas_20267,edad_ventas_20321,diff_ventas_20321,fraccion_ventas_20321,edad_ventas_20367,diff_ventas_20367,fraccion_ventas_20367,edad_ventas_20386,diff_ventas_20386,fraccion_ventas_20386,edad_ventas_20536,diff_ventas_20536,fraccion_ventas_20536,edad_ventas_20539,diff_ventas_20539,fraccion_ventas_20539,edad_ventas_20599,diff_ventas_20599,fraccion_ventas_20599,edad_ventas_20496,diff_ventas_20496,fraccion_ventas_20496,edad_ventas_20818,diff_ventas_20818,fraccion_ventas_20818,edad_ventas_20481,diff_ventas_20481,fraccion_ventas_20481,edad_ventas_20811,diff_ventas_20811,fraccion_ventas_20811,edad_ventas_20719,diff_ventas_20719,fraccion_ventas_20719,edad_ventas_20920,diff_ventas_20920,fraccion_ventas_20920,edad_ventas_20904,diff_ventas_20904,fraccion_ventas_20904,edad_ventas_20912,diff_ventas_20912,fraccion_ventas_20912
0,2017-01-01,29.06544,21.57314,16.78129,14.91849,14.4519,11.67965,10.28009,8.17792,,,,,,,,,126.92792,1,,0.22899169859554933,1,,0.1699637085363094,1,,0.13221117938433088,1,,0.11753513332606412,1,,0.11385910995784064,1,,0.09201797366568365,1,,0.08099155804333671,1,,0.06442963849088522,,,,,,,,,,,,,,,,,,,,,,,,
1,2017-02-01,30.449379999999998,26.90383,16.66393,20.41795,14.18578,10.11894,8.8619,9.26091,,,,,,,,,136.86262,2,0.047614624103402496,0.2224813466233512,2,0.24709847523355435,0.19657544185548984,2,-0.006993502883270471,0.12175661988642335,2,0.36863382286008844,0.14918573091761653,2,-0.01841418775385941,0.10364977668847783,2,-0.13362643572367325,0.07393501600363928,2,-0.13795501790353967,0.06475033139070406,2,0.13242853928627335,0.06766573663429797,,,,,,,,,,,,,,,,,,,,,,,,
2,2017-03-01,22.16338,33.21249,21.66333,24.17416,19.08453,11.33961,11.75926,9.05553,,,,,,,,,152.45229,3,-0.2721237673804852,0.14537912155993196,3,0.23448929018656464,0.21785497613712462,3,0.30001326217764945,0.14209907899710786,3,0.18396606907157667,0.15856869057198156,3,0.3453282089529093,0.12518362302068406,3,0.12063220060599233,0.07438136875477568,3,0.3269456888477639,0.07713403321130827,3,-0.02217708626906013,0.05939910774708598,,,,,,,,,,,,,,,,,,,,,,,,
3,2017-04-01,24.23167,17.80026,10.13914,13.54304,11.50303,7.16559,6.02759,5.90865,,,,,,,,,96.31897000000001,4,0.09332015243162374,0.25157733725765546,4,-0.4640492176286692,0.1848053400072696,4,-0.5319676153204517,0.10526628347458448,4,-0.43977205412721687,0.1406061547377427,4,-0.3972589317106578,0.11942642243786453,4,-0.36809202432887905,0.07439437942494609,4,-0.4874175755957432,0.06257946902879048,4,-0.3475092015597099,0.061344613631146586,,,,,,,,,,,,,,,,,,,,,,,,
4,2017-05-01,24.07554,22.81119,15.69729,15.34408,15.16994,8.54946,7.262989999999999,7.3435,,,,,,,,,116.25399,5,-0.006443220793284202,0.20709431134363646,5,0.2815088094218847,0.19621855559538215,5,0.5481875188625467,0.13502581717840395,5,0.1329863900571807,0.13198755586797495,5,0.31877774812375514,0.13048962878607437,5,0.1931271535212034,0.0735412178111048,5,0.20495753692603502,0.062475189023619745,5,0.24283888874785273,0.0631677243938036,,,,,,,,,,,,,,,,,,,,,,,,
5,2017-06-01,21.959030000000002,21.54368,14.79472,15.00433,14.27473,7.13613,6.4147799999999995,5.6687899999999996,,,,,,,,,106.79619,6,-0.08791121611394793,0.20561623031683063,6,-0.0555652730085542,0.20172704662965973,6,-0.05749845992524829,0.1385322828464199,6,-0.022142089978675845,0.14049499331390006,6,-0.05901209892722058,0.1336632889244457,6,-0.16531219515618534,0.06682008037927195,6,-0.1167852358326254,0.060065625936655605,6,-0.22805338054061416,0.053080451652816454,,,,,,,,,,,,,,,,,,,,,,,,
6,2017-07-01,17.77409,18.44922,14.32415,14.99818,10.02597,6.96513,4.7519,4.39801,,,,,,,,,91.68664999999999,7,-0.19057945637853768,0.1938569028315464,7,-0.14363655605727518,0.2012203521450506,7,-0.031806617495971565,0.15622939653700949,7,-0.0004098816808214614,0.16358084846594353,7,-0.29764205697761015,0.109350379799022,7,-0.02396256794649192,0.0759666756283494,7,-0.2592263491499318,0.05182761067178265,7,-0.2241712958144506,0.047967833921296076,,,,,,,,,,,,,,,,,,,,,,,,
7,2017-08-01,17.72992,16.33358,11.26297,12.28925,7.89787,6.54556,5.93614,5.64034,,,,,,,,,83.63563,8,-0.002485077998367351,0.211990033434315,8,-0.1146736826814358,0.1952945174203865,8,-0.2137076196493335,0.13466712691708066,8,-0.18061724822611813,0.14693797368418218,8,-0.2122587639899181,0.09443188267966654,8,-0.060238645940563953,0.07826281693579638,8,0.24921399861108187,0.0709762095413163,8,0.28247548322991534,0.06743943938725636,,,,,,,,,,,,,,,,,,,,,,,,
8,2017-09-01,24.12901,23.55857,18.10325,18.21647,13.57556,9.03203,8.70074,7.7789399999999995,17.01292,8.96603,,,,,,,149.07352,9,0.36092041024437793,0.16185979911120366,9,0.442339646299219,0.15803323085146173,9,0.6073247109776552,0.1214384016691898,9,0.4823093353947558,0.12219789269080117,9,0.718888763679321,0.09106620679514375,9,0.37987124096334013,0.06058775562554638,9,0.46572351730248945,0.058365429353247976,9,0.3791615399071686,0.0521819032649125,1.0,,0.11412435957774393,1.0,,0.060145021060749086,,,,,,,,,,,,,,,,,,
9,2017-10-01,29.58228,27.3671,30.243859999999998,17.34752,16.08841,10.597620000000001,13.19116,9.63637,19.92089,9.50485,,,,,,,183.48005999999998,10,0.2260047138278777,0.16122885505923643,10,0.16166218917362138,0.1491557175204761,10,0.6706315164404181,0.16483458747506405,10,-0.04770133840420244,0.09454716768677753,10,0.18510101977376994,0.08768478710983636,10,0.17333755534470105,0.05775897391792875,10,0.5160963320361257,0.071894242894841,10,0.23877674850300942,0.05251998500545509,2.0,0.1709271541863477,0.10857250646201011,2.0,0.060095716833425655,0.05180317686837469,,,,,,,,,,,,,,,,,,
