,Fecha,ventas_21034,ventas_21040,ventas_21164,ventas_21176,ventas_21227,totales_ventas,edad_ventas_21034,diff_ventas_21034,fraccion_ventas_21034,edad_ventas_21040,diff_ventas_21040,fraccion_ventas_21040,edad_ventas_21164,diff_ventas_21164,fraccion_ventas_21164,edad_ventas_21176,diff_ventas_21176,fraccion_ventas_21176,edad_ventas_21227,diff_ventas_21227,fraccion_ventas_21227
0,2017-01-01,,,,,,0.0,,,,,,,,,,,,,,,
1,2017-02-01,,,,,,0.0,,,,,,,,,,,,,,,
2,2017-03-01,,,,,,0.0,,,,,,,,,,,,,,,
3,2017-04-01,,,,,,0.0,,,,,,,,,,,,,,,
4,2017-05-01,,,,,,0.0,,,,,,,,,,,,,,,
5,2017-06-01,,,,,,0.0,,,,,,,,,,,,,,,
6,2017-07-01,,,,,,0.0,,,,,,,,,,,,,,,
7,2017-08-01,,,,,,0.0,,,,,,,,,,,,,,,
8,2017-09-01,,,,,,0.0,,,,,,,,,,,,,,,
9,2017-10-01,,,,,,0.0,,,,,,,,,,,,,,,
10,2017-11-01,,,,,,0.0,,,,,,,,,,,,,,,
11,2017-12-01,,,,,,0.0,,,,,,,,,,,,,,,
12,2018-01-01,,,,,,0.0,,,,,,,,,,,,,,,
13,2018-02-01,,,,,,0.0,,,,,,,,,,,,,,,
14,2018-03-01,,,,,,0.0,,,,,,,,,,,,,,,
15,2018-04-01,,,,,,0.0,,,,,,,,,,,,,,,
16,2018-05-01,2.36314,2.2035,0.3039,0.1683,,5.0388399999999995,1.0,,0.46898492510180917,1.0,,0.43730303006247473,1.0,,0.06031150026593423,1.0,,0.03340054456978194,,,
17,2018-06-01,3.813,4.88787,0.88174,0.8563000000000001,,10.43891,2.0,0.6135311492336468,0.36526802127808367,2.0,1.2182300884955755,0.46823566828337443,2.0,1.9014149391247117,0.08446667324462037,2.0,4.087938205585265,0.08202963719392159,,,
18,2018-07-01,2.17199,2.25923,0.85469,0.6020099999999999,,5.887919999999999,3.0,-0.43037241017571465,0.36888918327694675,3.0,-0.5377884436370035,0.38370596067881363,3.0,-0.030677977635130558,0.14515992065109581,3.0,-0.2969636809529372,0.10224493539314393,,,
19,2018-08-01,3.03525,1.6671,0.5925699999999999,0.47913,,5.77405,4.0,0.39745118531853274,0.5256708895835679,4.0,-0.26209372219738586,0.28872282020418943,4.0,-0.30668429489054516,0.1026264060754583,4.0,-0.20411621069417443,0.08297988413678441,,,
20,2018-09-01,0.54022,0.56432,0.42225,0.41569,,1.9424800000000002,5.0,-0.8220179556873404,0.2781083975124583,5.0,-0.6614960110371304,0.2905152176598987,5.0,-0.287425958114653,0.21737675548782998,5.0,-0.13240665372654603,0.213999629339813,,,
21,2018-10-01,0.79266,0.75369,0.28752,0.29325999999999997,,2.1271299999999997,6.0,0.46729110362444926,0.3726429508304618,6.0,0.33557201587751617,0.35432249086797707,6.0,-0.3190763765541741,0.13516804332598387,6.0,-0.2945223604128077,0.13786651497557742,,,
22,2018-11-01,0.59779,0.51796,0.35796,0.24329,,1.717,7.0,-0.2458431105391971,0.34815958066394875,7.0,-0.3127678488503231,0.30166569598136284,7.0,0.244991652754591,0.20847990681421083,7.0,-0.17039487144513388,0.14169481654047758,,,
23,2018-12-01,0.95236,0.57923,0.18962,0.36574,,2.0869500000000003,8.0,0.5931347128590306,0.4563405927310189,8.0,0.11829098772105964,0.2775485756726323,8.0,-0.47027600849256895,0.09085986727041855,8.0,0.5033088084179375,0.17525096432593015,,,
24,2019-01-01,0.6720200000000001,0.64607,0.77893,0.42431,,2.5213300000000003,9.0,-0.29436347599647184,0.26653393248801227,9.0,0.11539457555720527,0.2562417454280082,9.0,3.107847273494357,0.3089361567109422,9.0,0.16014108383004322,0.16828816537303723,,,
25,2019-02-01,0.9634900000000001,0.74254,0.24778,0.34237,,2.29618,10.0,0.4337222106484926,0.4196056058322954,10.0,0.14931818533595423,0.32338057120957414,10.0,-0.6818969612160272,0.10790965865045422,10.0,-0.19311352548844007,0.14910416430767623,,,
26,2019-03-01,1.357,1.0229,0.45009,0.35263,,3.18262,11.0,0.40842146778897537,0.42637826696243974,11.0,0.3775688851779028,0.32140186387316105,11.0,0.8164904350633626,0.14142121899567023,11.0,0.02996757893507022,0.1107986501687289,,,
27,2019-04-01,0.50677,0.79452,0.29649,0.24284,,1.84062,12.0,-0.626551215917465,0.27532570546880947,12.0,-0.22326718154267272,0.43165889754539233,12.0,-0.34126508031726993,0.16108159207223652,12.0,-0.3113461702067323,0.13193380491356174,,,
28,2019-05-01,1.15472,1.18811,0.35259999999999997,0.25189,,2.94732,13.0,1.278587919569035,0.39178643649145667,13.0,0.4953808588833509,0.4031153726096929,13.0,0.18924752942763667,0.11963410827463593,13.0,0.03726733651787186,0.08546408262421454,,,
29,2019-06-01,0.66831,0.57548,0.47219,0.26252000000000003,0.61353,2.5920300000000003,14.0,-0.42123631702923653,0.25783266397379656,14.0,-0.515634074286051,0.22201903527351147,14.0,0.3391661939875214,0.18216995945262976,14.0,0.04220096073682968,0.10127969197887371,1.0,,0.2366986493211884
30,2019-07-01,0.74816,1.30135,0.27689,0.50332,0.18184,3.0115600000000002,15.0,0.11948048061528346,0.24842938543479126,15.0,1.2613296726211163,0.4321182377239703,15.0,-0.4136046930261123,0.09194238202127801,15.0,0.917263446594545,0.16712932832153435,2.0,-0.7036167750558245,0.060380666498426064
31,2019-08-01,1.31991,0.44183,0.57784,0.24939,0.6196,3.20857,16.0,0.7642081907613343,0.4113701742520811,16.0,-0.6604833442194644,0.13770308891499952,16.0,1.0868937123045253,0.180092689266558,16.0,-0.5045100532464436,0.07772621448184082,3.0,2.4073911130664323,0.19310783308452054
32,2019-09-01,0.7091500000000001,0.68132,0.3825,0.28423,0.19249,2.2496899999999997,17.0,-0.46272851936874476,0.3152212082553597,17.0,0.5420410565149493,0.30285061497361865,17.0,-0.33805205593243803,0.17002342544972865,17.0,0.13970087012310028,0.12634185154399052,4.0,-0.6893318269851517,0.08556289977730266
33,2019-10-01,1.18622,1.55009,0.20641,0.31124,0.21953,3.47349,18.0,0.6727349643939927,0.3415066690849837,18.0,1.2751276933012385,0.4462629804605742,18.0,-0.4603660130718954,0.05942438296929026,18.0,0.0950286739612287,0.08960440364014291,5.0,0.14047482986129153,0.06320156384500891
34,2019-11-01,0.96528,0.63864,0.5336000000000001,0.32883,0.13189,2.59824,19.0,-0.18625550066598104,0.3715130242009976,19.0,-0.5879981162384119,0.24579715499722887,19.0,1.5851460685044332,0.20536978878009732,19.0,0.056515871995887396,0.12655874745981896,6.0,-0.39921650799435154,0.05076128456185726
35,2019-12-01,0.55135,0.64416,0.15114,0.44148000000000004,0.42182000000000003,2.20995,20.0,-0.4288185811370794,0.24948528247245413,20.0,0.008643367155204763,0.2914817077309441,20.0,-0.7167541229385308,0.06839068757211701,20.0,0.3425782319131467,0.19976922554808935,7.0,2.1982712866782927,0.1908730966763954
