,Fecha,ventas_20001,ventas_20045,ventas_20102,ventas_20919,ventas_20135,ventas_20150,ventas_20378,ventas_20611,ventas_20682,ventas_20261,totales_ventas,edad_ventas_20001,diff_ventas_20001,fraccion_ventas_20001,edad_ventas_20045,diff_ventas_20045,fraccion_ventas_20045,edad_ventas_20102,diff_ventas_20102,fraccion_ventas_20102,edad_ventas_20919,diff_ventas_20919,fraccion_ventas_20919,edad_ventas_20135,diff_ventas_20135,fraccion_ventas_20135,edad_ventas_20150,diff_ventas_20150,fraccion_ventas_20150,edad_ventas_20378,diff_ventas_20378,fraccion_ventas_20378,edad_ventas_20611,diff_ventas_20611,fraccion_ventas_20611,edad_ventas_20682,diff_ventas_20682,fraccion_ventas_20682,edad_ventas_20261,diff_ventas_20261,fraccion_ventas_20261
0,2017-01-01,934.77222,114.16856,116.86614,1.68889,,,,,,,1167.49581,1,,0.8006643038830263,1,,0.09778926744071142,1,,0.10009983676087027,1,,0.0014465919153919707,,,,,,,,,,,,,,,,,,
1,2017-02-01,798.0162,157.94664,68.9265,1.68198,,,,,,,1026.57132,2,-0.14629876356402624,0.7773607000826791,2,0.3834512759029281,0.15385841872145814,2,-0.41020983494449287,0.06714243682552909,2,-0.004091444676681117,0.0016384443703336656,,,,,,,,,,,,,,,,,,
2,2017-03-01,1303.35771,157.6153,159.98158999999998,2.41094,,,,,,,1623.36554,3,0.6332471822000606,0.8028738308686779,3,-0.0020977970788109927,0.0970916876799048,3,1.321046186880227,0.09854933227176917,3,0.4333939761471599,0.0014851491796481033,,,,,,,,,,,,,,,,,,
3,2017-04-01,1069.9613,190.20933,77.07501,1.79681,,,,,,,1339.04245,4,-0.17907318014791201,0.7990495745672589,4,0.20679483527297163,0.1420487677593791,4,-0.5182257533507448,0.057559795807817754,4,-0.25472637228632816,0.0013418618655442927,,,,,,,,,,,,,,,,,,
4,2017-05-01,1502.2013200000001,184.94423,125.65265000000001,2.4469,,,,,,,1815.2451,5,0.40397724665368756,0.8275473763845995,5,-0.02768055594328622,0.10188388884784759,5,0.6302644657457716,0.0692207625295339,5,0.36180230519643136,0.001347972238018987,,,,,,,,,,,,,,,,,,
5,2017-06-01,1520.06539,190.27205,101.58766,2.15087,,,,,,,1814.07597,6,0.011891928040643616,0.8379281877594134,6,0.028807711384129166,0.10488648388854409,6,-0.19151995600570307,0.05599967238417253,6,-0.12098165025133845,0.0011856559678699672,,,,,,,,,,,,,,,,,,
6,2017-07-01,1030.67391,152.54712,86.84649999999999,1.4579199999999999,,,,,,,1271.5254499999999,7,-0.3219542285611805,0.8105806376113038,7,-0.19826837415164233,0.11997173945672894,7,-0.14510778179160744,0.0683010316466729,7,-0.32217195832384105,0.0011465912852943684,,,,,,,,,,,,,,,,,,
7,2017-08-01,1267.39462,161.09853999999999,76.86229,1.06782,,,,,,,1506.42327,8,0.22967565949156515,0.8413270328730384,8,0.05605756437748532,0.1069410856883537,8,-0.11496387304036422,0.051023036838776396,8,-0.26757298068481117,0.0007088445998314935,,,,,,,,,,,,,,,,,,
8,2017-09-01,1316.94604,211.82531,70.72858,2.20758,,,,,,,1601.70751,9,0.039097073017400064,0.8222138135570083,9,0.31488038314934463,0.1322496827151669,9,-0.07980129137448295,0.04415823710535015,9,1.0673709052087432,0.0013782666224746616,,,,,,,,,,,,,,,,,,
9,2017-10-01,1439.75563,219.67831,123.78344,1.4731100000000001,,,,,,,1784.6904900000002,10,0.09325331962727954,0.8067256692783744,10,0.037073001333032436,0.12309042449147582,10,0.7501191173355949,0.06935849139869625,10,-0.3327036845776823,0.000825414831453492,,,,,,,,,,,,,,,,,,
