,Fecha,ventas_20325,ventas_20266,ventas_20503,totales_ventas,edad_ventas_20325,diff_ventas_20325,fraccion_ventas_20325,edad_ventas_20266,diff_ventas_20266,fraccion_ventas_20266,edad_ventas_20503,diff_ventas_20503,fraccion_ventas_20503
0,2017-01-01,11.81983,,,11.81983,1,,1.0,,,,,,
1,2017-02-01,24.67917,,,24.67917,2,1.0879462733389567,1.0,,,,,,
2,2017-03-01,23.49986,,,23.49986,3,-0.04778564271002621,1.0,,,,,,
3,2017-04-01,21.83997,,,21.83997,4,-0.07063403781979981,1.0,,,,,,
4,2017-05-01,34.33241,,,34.33241,5,0.5719989542110178,1.0,,,,,,
5,2017-06-01,23.43869,,,23.43869,6,-0.31730134878384597,1.0,,,,,,
6,2017-07-01,34.43736,,,34.43736,7,0.4692527611398076,1.0,,,,,,
7,2017-08-01,27.50967,,,27.50967,8,-0.20116785955717856,1.0,,,,,,
8,2017-09-01,54.05836,,,54.05836,9,0.9650675562447678,1.0,,,,,,
9,2017-10-01,39.61776,,,39.61776,10,-0.2671298204385039,1.0,,,,,,
10,2017-11-01,38.87525,,,38.87525,11,-0.018741847090799575,1.0,,,,,,
11,2017-12-01,18.63388,,,18.63388,12,-0.5206749795821248,1.0,,,,,,
12,2018-01-01,9.70571,,,9.70571,13,-0.47913639027405996,1.0,,,,,,
13,2018-02-01,36.7611,,,36.7611,14,2.787574530868942,1.0,,,,,,
14,2018-03-01,41.94156,,,41.94156,15,0.14092233366248572,1.0,,,,,,
15,2018-04-01,33.65109,,,33.65109,16,-0.1976671826226778,1.0,,,,,,
16,2018-05-01,11.68003,17.69586,,29.37589,17,-0.6529078255711777,0.3976059959374848,1.0,,0.6023940040625152,,,
17,2018-06-01,31.1439,20.07096,,51.21486,18,1.6664229458314748,0.6081028045375892,2.0,0.13421783400185128,0.3918971954624107,,,
18,2018-07-01,14.37949,33.44796,,47.82745,19,-0.5382887178548608,0.3006534950117558,3.0,0.6664853101196955,0.6993465049882442,,,
19,2018-08-01,22.58257,41.05101,3.5763800000000003,67.20996,20,0.5704708581458731,0.33600034875783297,4.0,0.22730982696702567,0.6107875975525057,1.0,,0.05321205368966148
20,2018-09-01,18.415480000000002,31.52058,20.34537,70.28143,21,-0.1845268275488573,0.26202483358690914,5.0,-0.23216067034647866,0.44849087447423874,2.0,4.68881662463161,0.2894842919388521
21,2018-10-01,15.7248,35.95956,8.97496,60.65932000000001,22,-0.14610968598157648,0.25923139263677863,6.0,0.14082799237831298,0.5928117888561889,3.0,-0.5588696592885752,0.14795681850703235
22,2018-11-01,15.02592,37.38735,18.55722,70.97049,23,-0.044444444444444495,0.21172067432534283,7.0,0.03970543577285135,0.5268013508149655,4.0,1.0676660397372246,0.2614779748596917
23,2018-12-01,4.76112,29.36934,10.13516,44.26562,24,-0.6831395348837209,0.10755796484947008,8.0,-0.21445783132530113,0.6634796937216739,5.0,-0.45384276308628124,0.2289623414288561
24,2019-01-01,7.644010000000001,26.49465,18.40706,52.54572,25,0.6055066875021005,0.1454735038362782,9.0,-0.0978806469604016,0.5042208956314614,6.0,0.8161587976904163,0.3503056005322603
25,2019-02-01,5.41632,29.12091,3.1668000000000003,37.70403,26,-0.29142949839155113,0.14365360944174932,10.0,0.09912416280267898,0.7723553689088407,7.0,-0.8279573163775203,0.08399102164940989
26,2019-03-01,10.727820000000001,29.89623,22.25639,62.88043999999999,27,0.980647376816732,0.17060663061518022,11.0,0.02662416799475019,0.47544562347210045,8.0,6.02803776683087,0.3539477459127195
27,2019-04-01,14.03875,32.888310000000004,17.683600000000002,64.61066000000001,28,0.3086302715742806,0.21728225651928024,12.0,0.10008218427540881,0.5090229692747296,9.0,-0.2054596455220275,0.27369477420599014
28,2019-05-01,3.15373,30.02454,14.905850000000001,48.08412,29,-0.775355355711869,0.06558776577381473,13.0,-0.08707562048642832,0.6244169592788638,10.0,-0.15708057182926558,0.3099952749473215
29,2019-06-01,13.99509,20.30847,19.02133,53.324889999999996,30,3.4376309956781337,0.262449486534337,14.0,-0.323604291689398,0.3808441048823542,11.0,0.2760983103949119,0.3567064085833089
30,2019-07-01,8.71852,56.83041,16.05927,81.6082,31,-0.3770300869805053,0.10683387208638348,15.0,1.7983599946229332,0.6963811234655342,12.0,-0.15572307509516936,0.19678500444808245
31,2019-08-01,6.88397,35.75754,15.451880000000001,58.09339,32,-0.2104198877791185,0.11849833518064619,16.0,-0.37080270932411014,0.6155182198869785,13.0,-0.03782176898451801,0.2659834449323753
32,2019-09-01,9.662040000000001,53.7537,22.25636,85.6721,33,0.40355637807834743,0.11277930621520893,17.0,0.5032829439609102,0.6274353027414993,14.0,0.44036583250711236,0.2597853910432918
33,2019-10-01,6.84903,49.01715,16.73497,72.60115,34,-0.2911403802923607,0.09433776186740843,18.0,-0.08811579481970545,0.6751566607415997,15.0,-0.2480814472806874,0.23050557739099173
34,2019-11-01,4.81355,10.8654,16.92603,32.60498,35,-0.2971924491497336,0.14763235554814022,19.0,-0.7783347257031468,0.33324357199421684,16.0,0.01141681162260824,0.519124072457643
35,2019-12-01,5.26778,49.55769,0.83948,55.664950000000005,36,0.09436486584745145,0.09463369678765542,20.0,3.56105527638191,0.8902853590993973,17.0,-0.9504030183096687,0.015080944112947194
