,Fecha,ventas_20234,ventas_20265,ventas_20302,ventas_20305,ventas_20350,ventas_20398,ventas_20416,ventas_20418,ventas_20422,ventas_20428,ventas_20429,ventas_20449,ventas_20490,ventas_20509,ventas_20561,ventas_20586,ventas_20597,ventas_20601,ventas_20636,ventas_20663,ventas_20670,ventas_20678,ventas_20685,ventas_20729,ventas_20765,ventas_20773,ventas_20991,ventas_21182,ventas_20907,ventas_20987,ventas_21064,ventas_21099,totales_ventas,edad_ventas_20234,diff_ventas_20234,fraccion_ventas_20234,edad_ventas_20265,diff_ventas_20265,fraccion_ventas_20265,edad_ventas_20302,diff_ventas_20302,fraccion_ventas_20302,edad_ventas_20305,diff_ventas_20305,fraccion_ventas_20305,edad_ventas_20350,diff_ventas_20350,fraccion_ventas_20350,edad_ventas_20398,diff_ventas_20398,fraccion_ventas_20398,edad_ventas_20416,diff_ventas_20416,fraccion_ventas_20416,edad_ventas_20418,diff_ventas_20418,fraccion_ventas_20418,edad_ventas_20422,diff_ventas_20422,fraccion_ventas_20422,edad_ventas_20428,diff_ventas_20428,fraccion_ventas_20428,edad_ventas_20429,diff_ventas_20429,fraccion_ventas_20429,edad_ventas_20449,diff_ventas_20449,fraccion_ventas_20449,edad_ventas_20490,diff_ventas_20490,fraccion_ventas_20490,edad_ventas_20509,diff_ventas_20509,fraccion_ventas_20509,edad_ventas_20561,diff_ventas_20561,fraccion_ventas_20561,edad_ventas_20586,diff_ventas_20586,fraccion_ventas_20586,edad_ventas_20597,diff_ventas_20597,fraccion_ventas_20597,edad_ventas_20601,diff_ventas_20601,fraccion_ventas_20601,edad_ventas_20636,diff_ventas_20636,fraccion_ventas_20636,edad_ventas_20663,diff_ventas_20663,fraccion_ventas_20663,edad_ventas_20670,diff_ventas_20670,fraccion_ventas_20670,edad_ventas_20678,diff_ventas_20678,fraccion_ventas_20678,edad_ventas_20685,diff_ventas_20685,fraccion_ventas_20685,edad_ventas_20729,diff_ventas_20729,fraccion_ventas_20729,edad_ventas_20765,diff_ventas_20765,fraccion_ventas_20765,edad_ventas_20773,diff_ventas_20773,fraccion_ventas_20773,edad_ventas_20991,diff_ventas_20991,fraccion_ventas_20991,edad_ventas_21182,diff_ventas_21182,fraccion_ventas_21182,edad_ventas_20907,diff_ventas_20907,fraccion_ventas_20907,edad_ventas_20987,diff_ventas_20987,fraccion_ventas_20987,edad_ventas_21064,diff_ventas_21064,fraccion_ventas_21064,edad_ventas_21099,diff_ventas_21099,fraccion_ventas_21099
0,2017-01-01,12.30532,6.59738,7.60693,7.46518,7.04462,6.91224,3.98626,3.49372,2.81569,2.7908,3.10702,3.37108,2.61275,2.50725,1.92326,1.83923,2.36424,1.79215,1.8559999999999999,1.26977,0.98171,2.01319,0.99449,0.98968,1.39426,1.49203,0.34104,0.08384,,,,,91.95113,1,,0.13382456528810466,1,,0.07174876480582675,1,,0.08272796647523527,1,,0.08118638672520935,1,,0.07661265282982384,1,,0.07517297503576084,1,,0.04335194140626657,1,,0.03799540038279029,1,,0.030621592143565825,1,,0.030350904877406073,1,,0.033789905572666694,1,,0.03666164842128639,1,,0.028414550207267707,1,,0.027267201610246657,1,,0.020916110546982943,1,,0.020002255545962293,1,,0.025711918929109408,1,,0.019490244437452807,1,,0.020184635033848954,1,,0.013809183204165082,1,,0.010676432143900787,1,,0.021894130066699557,1,,0.010815419016601536,1,,0.010763108620851097,1,,0.015163054548649918,1,,0.016226336750837102,1,,0.003708926687469746,1,,0.0009117886860117977,,,,,,,,,,,,
1,2017-02-01,48.11917,29.572960000000002,31.45976,29.93496,27.96479,26.72447,17.52219,11.6565,15.72097,11.70678,14.92443,13.47576,8.61782,9.89567,6.18859,10.91233,6.0293399999999995,10.01331,5.78651,3.64915,0.91076,5.50029,5.85742,1.43914,4.72971,4.0706,0.51106,0.21227000000000001,,,,,363.10671,2,2.9104362990966504,0.13252074025291352,2,3.4825309441020527,0.08144426744413509,2,3.1356710262878713,0.08664053605619129,2,3.0099448372309845,0.08244121955223575,2,2.9696662133656604,0.07701534901406806,2,2.866253197226948,0.07359949365848953,2,3.395646545885115,0.048256310107846805,2,2.3364150532956276,0.03210213328197652,2,4.5833454677183925,0.0432957297869819,2,3.1947756915579766,0.032240604972571286,2,3.8034547572915525,0.041102049587571646,2,2.9974607544169816,0.03711239596756556,2,2.298371447708353,0.02373357407798936,2,2.946822215574833,0.027252787479471255,2,2.2177604692033315,0.017043447090250685,2,4.933097002549981,0.030052680656879077,2,1.5502233275809558,0.01660487078302684,2,4.5873169098568765,0.02757676937449049,2,2.117731681034483,0.01593611420730837,2,1.8738669207809289,0.010049800511810977,2,-0.07227185217630457,0.002508243375618148,2,1.732126624908727,0.015147861079185233,2,4.88987320133938,0.01613140115201947,2,0.45414679492361176,0.0039634078918563635,2,2.392272603388177,0.013025675014378004,2,1.7282293251476177,0.011210478594570724,2,0.4985338963171474,0.0014074650396848902,2,1.5318463740458017,0.0005845939889130663,,,,,,,,,,,,
2,2017-03-01,44.56141,26.26085,28.5977,26.02165,24.48051,22.27589,16.20712,20.151329999999998,15.78431,19.23312,15.32451,13.473840000000001,11.87121,20.85388,11.85435,10.18693,8.73755,6.42094,8.24175,5.43589,4.99075,7.16994,6.09275,2.24075,4.37322,4.65079,1.33269,0.48965,,,,,387.31528000000003,3,-0.0739364373907529,0.11505203202930697,3,-0.11199791972125889,0.06780225660087565,3,-0.09097526490984037,0.0738357133754186,3,-0.13072708298257285,0.06718467187764965,3,-0.1245952499553904,0.06320563960192843,3,-0.16646092513714958,0.057513584282035034,3,-0.07505169159791092,0.04184477307479322,3,0.7287633509200874,0.05202823394935515,3,0.0040290134769037905,0.040753130111468874,3,0.6429043682378929,0.04965752964871409,3,0.026807053937738388,0.039565983557374756,3,-0.00014247804947538153,0.034787783224044244,3,0.3775189084942595,0.030649991397189387,3,1.1073742353979061,0.0538421308862382,3,0.9155171048655673,0.030606460968955314,3,-0.06647526238667639,0.026301389400387197,3,0.4491718828263129,0.02255927006029816,3,-0.3587594911173229,0.016578070454643563,3,0.42430411422429065,0.02127917597260815,3,0.48963183207048205,0.014034793566626133,3,4.479764153015065,0.012885497313713004,3,0.30355672155468183,0.018511895528624638,3,0.04017639165366311,0.015730724592120403,3,0.5570062676320578,0.005785338497360599,3,-0.07537248583951235,0.01129111146867224,3,0.14253181349186853,0.012007762771455852,3,1.6076977262943686,0.0034408402374417036,3,1.3067319922739904,0.0012642155507007107,,,,,,,,,,,,
3,2017-04-01,39.33254,29.03448,26.93399,27.82632,23.04191,20.83165,19.21103,18.36121,16.157709999999998,18.58646,17.05835,17.689529999999998,16.116600000000002,10.36303,10.95079,10.5497,7.33423,11.05667,9.31042,7.48207,3.1736500000000003,8.77374,7.44689,2.89818,4.50618,4.76816,1.86237,0.76076,,,,,391.41862000000003,4,-0.11734076637162065,0.10048714596152834,4,0.10561843961638702,0.07417756467487417,4,-0.058176356839885666,0.0688112129157269,4,0.06935263520952738,0.07109094605667966,4,-0.058765115596039356,0.05886769004499581,4,-0.06483422211188872,0.05322089684951625,4,0.18534508290183582,0.04908052151428054,4,-0.08883383875902971,0.0469093933242113,4,0.023656403099026717,0.04127987064079884,4,-0.033622210021047066,0.04748486415899172,4,0.11314162736687833,0.043580834248508664,4,0.31287962451684126,0.04519337889444298,4,0.3576206637739542,0.04117484242318365,4,-0.5030646575121752,0.026475567258399713,4,-0.07622180887184878,0.02797718207682608,4,0.03561131763936724,0.026952473543542712,4,-0.16060795074134063,0.01873756031330344,4,0.7219706148943925,0.028247685304291347,4,0.12966542299875644,0.023786349254412066,4,0.3764204205751037,0.019115263346439676,4,-0.3640935731102539,0.008108071097895138,4,0.22368388019983426,0.022415234104090395,4,0.22225431865742074,0.019025385149025357,4,0.2933973000111571,0.007404297731160566,4,0.030403226912892503,0.01151243137079171,4,0.025236572711302856,0.012181740357676392,4,0.3974517704792564,0.004758000526392945,4,0.5536812008577556,0.0019435968580135505,,,,,,,,,,,,
4,2017-05-01,51.18765,42.0608,36.94887,34.29703,30.87401,25.75892,28.66315,29.44689,26.50228,26.287,27.88807,23.89577,25.618109999999998,15.89298,17.84109,15.5693,15.97331,13.43349,16.84431,10.328240000000001,4.34877,14.13213,10.36978,3.73441,7.74855,8.449539999999999,2.7361299999999997,0.66887,,,,,567.49945,5,0.30140718092449653,0.09019858961977847,5,0.44865001887411116,0.07411601896706684,5,0.37183053829009355,0.06510820406962509,5,0.23253919310925772,0.060435353725893474,5,0.33990671780247367,0.05440359457617095,5,0.23652807146817464,0.0453902113913943,5,0.49201526414773183,0.05050780225425769,5,0.6037554169904925,0.0518888432402886,5,0.6402250071328178,0.04670009812344311,5,0.41430912610577814,0.046320749738171546,5,0.6348632781013402,0.04914202119491041,5,0.3508425605428749,0.04210712450910745,5,0.5895480436320313,0.045142087802904476,5,0.5336228882865339,0.028005278243000937,5,0.6292057468000027,0.03143807452148192,5,0.4758049991942899,0.027434916456747227,5,1.1779123370824205,0.028146829040979687,5,0.21496707417332708,0.023671370959037933,5,0.809189059140189,0.02968163229056874,5,0.38039873992090434,0.018199559488559856,5,0.37027397476092183,0.007663038263737524,5,0.6107304296685336,0.024902455852600387,5,0.3924980763781929,0.01827275779738641,5,0.2885362537868594,0.006580464527322449,5,0.7195385004593693,0.01365384583192107,5,0.7720756014898826,0.014889071698659793,5,0.46916563303747355,0.004821379122041439,5,-0.12078710762921292,0.0011786266929421692,,,,,,,,,,,,
5,2017-06-01,58.00753,40.56445,37.03881,39.25158,32.15055,28.59287,32.9885,37.10846,26.05616,29.96175,30.31079,31.3321,13.99004,24.66823,17.34885,18.01292,16.38844,18.65687,16.84427,13.6471,4.17955,12.86232,12.317219999999999,3.29926,9.21508,9.91141,3.09192,1.09385,,,,,618.89088,6,0.13323291848717425,0.09372820294265767,6,-0.03557588062994521,0.06554378374423614,6,0.0024341745769220703,0.05984707675769919,6,0.14446003050409897,0.06342245663726696,6,0.041346750875574774,0.05194865692640357,6,0.11001819952078742,0.04620017990893645,6,0.15090281424058416,0.053302611277774845,6,0.26018265426331955,0.059959616790604506,6,-0.016833268684807515,0.042101379810282544,6,0.13979343401681438,0.04841200762240994,6,0.08687298905947963,0.04897598426397881,6,0.3111985928890344,0.05062621055265833,6,-0.45390038531335836,0.02260501883627692,6,0.5521462935207873,0.039858771226358995,6,-0.027590242524419887,0.028032162955770164,6,0.15695117956491306,0.029105163094340636,6,0.025988977863698855,0.026480338504907358,6,0.3888326860704106,0.030145653463175933,6,-2.3746891382600824e-06,0.027216865758306216,6,0.32133838872837955,0.022050898536426968,6,-0.038912152171763546,0.006753290660867388,6,-0.08985269736409159,0.02078285593738269,6,0.1877995483028568,0.01990208677820555,6,-0.11652443090073135,0.005330923603204493,6,0.18926508830684458,0.01488966843395721,6,0.17301178525694905,0.01601479407807722,6,0.1300340261610378,0.004995904932384849,6,0.6353701018135064,0.001767435965448384,,,,,,,,,,,,
6,2017-07-01,24.28705,19.13296,16.24522,16.15529,13.96086,11.91297,13.4549,18.89214,14.39637,19.31695,14.22966,14.93009,16.81226,16.75013,9.77974,6.64462,8.4359,8.898719999999999,9.50914,6.05212,1.74239,8.31678,6.59697,1.89986,6.467779999999999,5.98981,2.6997,0.39955,,,,,313.90993000000003,7,-0.5813121158580619,0.07736948620898994,7,-0.5283318274992019,0.060950477100230625,7,-0.5614000557793298,0.05175121411418874,7,-0.5884168229661073,0.05146473066334665,7,-0.5657660599896425,0.04447409484625096,7,-0.5833587184497395,0.037950280833741065,7,-0.5921336223229307,0.042862294926445936,7,-0.4908939902113965,0.06018331436664014,7,-0.44748688985637175,0.04586146733236504,7,-0.35527964821814484,0.06153660064210137,7,-0.5305414342549304,0.04533039142788506,7,-0.5234890096737851,0.04756170026223764,7,0.2017306598122663,0.05355759214115972,7,-0.3209837106269887,0.05335966912547174,7,-0.4362888606449418,0.031154605399071,7,-0.6311192188717876,0.021167281965243978,7,-0.48525301981152563,0.026873632191246704,7,-0.5230325343961769,0.02834800415520464,7,-0.43546737258426754,0.030292574688542028,7,-0.5565270277201749,0.019279797870682205,7,-0.5831154071610579,0.005550604913963696,7,-0.3533996977217174,0.02649416028349278,7,-0.46441080048907135,0.02101548683088808,7,-0.42415571976746297,0.006052245623450013,7,-0.2981308898023675,0.020603935657594517,7,-0.39566519798898436,0.019081301442104747,7,-0.1268532174183032,0.008600237654157674,7,-0.6347305389221556,0.0012728173333032184,,,,,,,,,,,,
7,2017-08-01,14.31681,8.05531,6.8062499999999995,7.89504,6.11591,4.98278,6.193379999999999,9.86774,6.09498,10.57769,6.09938,5.18591,9.28747,4.49573,6.85972,2.98019,3.58599,4.08134,3.9504099999999998,3.56358,1.71434,3.7796,2.43641,1.03197,1.74062,2.08314,1.25013,0.33266,,,,,145.36448000000001,8,-0.4105167156982837,0.09848905317172392,8,-0.5789825515759193,0.05541456895109451,8,-0.5810306046947965,0.04682196090819435,8,-0.5113031087649929,0.054312030008981556,8,-0.5619245519258842,0.042072932809995946,8,-0.581734865444973,0.03427783733687899,8,-0.5396933459185873,0.042605869054118305,8,-0.47768013576016277,0.06788274549601112,8,-0.5766307756747013,0.04192894990578165,8,-0.452414071579623,0.07276667587570224,8,-0.5713615082862135,0.041959218648186955,8,-0.6526538018190111,0.03567522134705809,8,-0.4475775416273599,0.06389091750611979,8,-0.7316002920574347,0.0309272939304017,8,-0.2985784898167027,0.04718979492101509,8,-0.55148827171456,0.02050150077928253,8,-0.5749131687194017,0.02466895626772097,8,-0.5413565097002715,0.028076597529190072,8,-0.5845670586404239,0.027175896064843347,8,-0.4111848410143884,0.02451479205924308,8,-0.016098577241604996,0.011793389967067606,8,-0.5455452711265657,0.026000849726150427,8,-0.6306774170566185,0.016760696973566032,8,-0.4568178707904793,0.007099189568180617,8,-0.730878292087857,0.011974176910342884,8,-0.6522193525337198,0.014330460921402532,8,-0.5369374374930548,0.00859996885071236,8,-0.16741334000750846,0.0022884545110332315,,,,,,,,,,,,
8,2017-09-01,10.30204,7.51298,6.59188,5.2697199999999995,5.58315,3.95975,3.38869,4.0445,2.3674,5.96119,2.52519,3.26212,4.93185,3.44631,1.86823,2.1132,2.40664,1.93037,1.51502,2.15421,0.73873,3.7290200000000002,1.1968699999999999,0.76189,1.8192599999999999,1.03752,0.7017,0.13512,,,,,91.25455000000001,9,-0.2804235021628422,0.11289343928604106,9,-0.06732577641332246,0.08232992217922283,9,-0.031496051423324116,0.07223617890833936,9,-0.3325277642671855,0.05774747670116174,9,-0.08711050358818238,0.061182154752831494,9,-0.20531309831058162,0.04339235687425996,9,-0.4528528848544736,0.03713447713018145,9,-0.5901290467726146,0.04432107768872894,9,-0.611581990424907,0.0259428160020514,9,-0.43643744522669886,0.06532485229503625,9,-0.5859923467631136,0.027671935262406088,9,-0.37096478727937815,0.035747477796997516,9,-0.46897809629533127,0.05404497638747875,9,-0.23342593972502798,0.037765897700443425,9,-0.7276521490673089,0.020472732592511825,9,-0.29091769316721416,0.023157201476529114,9,-0.32887710227858974,0.026372821957918808,9,-0.5270254377238848,0.02115368493954548,9,-0.616490440232786,0.016602131071820528,9,-0.3954927348340714,0.023606603725512862,9,-0.5690878122192797,0.008095267578438554,9,-0.013382368504603562,0.04086393500378885,9,-0.508756736345689,0.013115729571840524,9,-0.26171303429363263,0.008349063142604942,9,0.04517930392618712,0.019936101816292993,9,-0.501944180419943,0.011369515273484992,9,-0.4386983753689616,0.007689479593072345,9,-0.5938195154211507,0.0014806932914577956,,,,,,,,,,,,
9,2017-10-01,20.24318,9.1384,11.78515,8.12662,9.55722,10.06179,5.83424,4.16094,4.18889,5.959009999999999,4.9782399999999996,3.08186,3.56061,4.23471,1.7902799999999999,3.34113,1.1616900000000001,2.96913,1.18635,2.29479,1.22022,1.7956,1.6291499999999999,1.11148,1.58333,0.62933,0.6526,0.10079,,,,,126.37673000000001,10,0.9649681034047625,0.16018122956655073,10,0.21634823997934255,0.07231078063184575,10,0.7878283585259441,0.09325411410787413,10,0.5421350659997118,0.06430471812334439,10,0.7117971037854973,0.07562484011099194,10,1.541016478313025,0.07961742640437049,10,0.7216800592559368,0.04616546099903044,10,0.028789714426999596,0.03292489052375386,10,0.7694052547098081,0.03314605465737244,10,-0.00036569879503940635,0.04715274718692277,10,0.9714318526526716,0.039392062130425426,10,-0.05525854352384342,0.024386293267755856,10,-0.2780376532132972,0.028174569796195866,10,0.22876641973589137,0.0335086214052223,10,-0.041723984734213765,0.014166215568324958,10,0.5810760931289042,0.02643785766572691,10,-0.5172979756008376,0.009192277723913256,10,0.5381144547418371,0.023494277783576135,10,-0.2169410304814458,0.009387408583842927,10,0.06525826172935784,0.01815832709075476,10,0.6517807588699526,0.009655416784403268,10,-0.5184793860049021,0.014208311925779375,10,0.36117539916615843,0.012891218185499813,10,0.4588457651366996,0.008794973568314357,10,-0.12968459703395885,0.012528651437649951,10,-0.39342856041329327,0.0049797933527794234,10,-0.06997292290152492,0.005163925352396757,10,-0.2540704558910597,0.0007975360653816569,,,,,,,,,,,,
