,Fecha,ventas_20027,ventas_20068,ventas_20246,totales_ventas,edad_ventas_20027,diff_ventas_20027,fraccion_ventas_20027,edad_ventas_20068,diff_ventas_20068,fraccion_ventas_20068,edad_ventas_20246,diff_ventas_20246,fraccion_ventas_20246
0,2017-01-01,223.33358,141.59337,25.89262,390.81957000000006,1,,0.5714493263477056,1,,0.36229856657382836,1,,0.06625210707846589
1,2017-02-01,166.28501,125.2376,27.88482,319.40743,2,-0.25544107608000555,0.5206047022763372,2,-0.11551225880138309,0.3920935715239937,2,0.07694084260302744,0.0873017261996692
2,2017-03-01,280.69386,183.10022,26.29099,490.08507000000003,3,0.6880286443137597,0.5727451766690219,3,0.46202274716219416,0.37360905526054894,3,-0.05715762196062232,0.053645768070429076
3,2017-04-01,180.59669,164.21449,12.66674,357.47792000000004,4,-0.35660619722853926,0.5051967685165002,4,-0.10314422342037598,0.45936960246383884,4,-0.5182098505990075,0.03543362901966085
4,2017-05-01,281.63401,133.63468,49.51626,464.78495,5,0.55946385285356,0.6059447708020667,5,-0.18621870700935103,0.2875193785857309,5,2.9091557890980626,0.1065358506122025
5,2017-06-01,294.63241,160.11066,37.17589,491.91895999999997,6,0.04615351675743993,0.598945017284961,6,0.1981220742998748,0.3254817826090704,6,-0.24921853952620815,0.07557320010596869
6,2017-07-01,239.27662,123.43475,24.34313,387.05449999999996,7,-0.1878808580495268,0.6181987807918524,7,-0.22906600972102673,0.31890793157036024,7,-0.3451903908689208,0.06289328763778744
7,2017-08-01,269.94895,150.46865,28.29431,448.71191,8,0.12818774354134566,0.6016086134196884,8,0.21901368941890353,0.33533464712358535,8,0.1623119130530873,0.06305673945672625
8,2017-09-01,252.90404,156.46484,36.8549,446.22378,9,-0.06314123466677686,0.5667650433152622,9,0.039850095019793245,0.3506420926289496,9,0.30255517805523446,0.08259286405578833
9,2017-10-01,131.19731,187.38344999999998,30.34169,348.9224499999999,10,-0.48123679637541583,0.37600707549772167,10,0.19760739856954426,0.5370346620001093,10,-0.17672575424163411,0.0869582625021692
10,2017-11-01,239.77144,136.30409,37.060719999999996,413.13625,11,0.8275636901396838,0.5803689218750473,11,-0.2725926969537597,0.3299252728367457,11,0.22144547650443983,0.08970580528820697
11,2017-12-01,359.60688,146.94794,14.422369999999999,520.97719,12,0.49979030029598176,0.6902545579778647,12,0.07808899938365742,0.2820621378836183,12,-0.6108448513682411,0.027683304138517082
12,2018-01-01,125.19603000000001,108.69249,31.12032,265.00884,13,-0.6518530735563235,0.47242208976877903,13,-0.2603333534311538,0.41014665774922826,13,1.1577812800531397,0.11743125248199267
13,2018-02-01,290.13933000000003,137.28338,38.74954,466.1722500000001,14,1.3174802747339514,0.6223865320168671,14,0.2630438404714069,0.2944906737799171,14,0.24515236347184102,0.08312279420321565
14,2018-03-01,265.65696,155.70939,16.32132,437.68767,15,-0.08438142460727403,0.6069555489191643,15,0.1342187961863994,0.35575457266136834,15,-0.5787996451054646,0.037289878419467466
15,2018-04-01,222.62052,135.02102,27.74859,385.39012999999994,16,-0.16200004697787712,0.5776497701173614,16,-0.13286526907593704,0.350348930835359,16,0.700143738374102,0.07200129904727971
16,2018-05-01,261.62113,110.45652,17.57257,389.65022,17,0.17518874720084202,0.671425592933067,17,-0.18193093193933801,0.2834760878615698,17,-0.36672205686847514,0.04509831920536321
17,2018-06-01,191.64279,110.0776,34.81304,336.53343,18,-0.26747969477847605,0.5694613756499614,18,-0.003430490115024389,0.32709261602926043,18,0.9811012276519601,0.10344600832077812
18,2018-07-01,256.99365,150.40785,23.50761,430.90911,19,0.34100348883461784,0.5963987394000558,19,0.3663801718060713,0.3490477377004167,19,-0.32474699135726154,0.054553522899527467
19,2018-08-01,243.69061,118.97672,28.60668,391.27401,20,-0.051764080552184885,0.6228131789279845,20,-0.20897266997699918,0.30407519272746997,20,0.21691145973580475,0.07311162834454556
20,2018-09-01,233.05315,125.74341,21.87992,380.67647999999997,21,-0.043651497281737714,0.6122079042025397,21,0.05687406746462667,0.33031567907741505,21,-0.23514647627756882,0.057476416720045324
21,2018-10-01,220.78382,108.23423,17.41754,346.43559,22,-0.05264605949329583,0.6373012079965572,22,-0.1392453091577523,0.3124223755417277,22,-0.20394864332227905,0.05027641646171515
22,2018-11-01,202.24299,102.41439,14.35586,319.01324,23,-0.08397730413397142,0.6339642517658515,23,-0.05377078951825129,0.32103492005535567,23,-0.17578142493141966,0.04500082817879283
23,2018-12-01,230.09487000000001,92.37923,19.70968,342.18378,24,0.13771493390203549,0.672430674534018,24,-0.09798583968522383,0.2699696344461447,24,0.3729362086283928,0.05759969101983735
24,2019-01-01,245.85801,107.58639,19.16153,372.60592999999994,25,0.06850713360102288,0.659833862547491,25,0.16461665679612167,0.2887404126928415,25,-0.02781120748789426,0.05142572475966768
25,2019-02-01,241.8596,120.62121,21.63634,384.11715000000004,26,-0.016263086160991893,0.6296506157040892,26,0.12115677456972031,0.314021933152425,26,0.12915513531539505,0.05632745114348578
26,2019-03-01,255.81045,144.7075,30.47804,430.99599000000006,27,0.05768160536112688,0.5935332484183901,27,0.1996853621349015,0.3357513836729664,27,0.4086504464248574,0.07071536790864341
27,2019-04-01,258.15217,133.97495,26.46405,418.59117,28,0.009154121733494504,0.616716711917263,28,-0.07416719935041378,0.32006157702753263,28,-0.13170105426726914,0.06322171105520454
28,2019-05-01,222.47177,94.2129,19.75392,336.43859,29,-0.13821460420030565,0.6612552085657,29,-0.2967871979052801,0.2800300048814258,29,-0.2535564284378241,0.058714786552874335
29,2019-06-01,210.70695,101.82645,18.6743,331.20770000000005,30,-0.05288230502234053,0.6361776915210606,30,0.08081218177128598,0.30743986326404843,30,-0.054653456124151664,0.056382445214890824
30,2019-07-01,213.67774,129.60987,22.97052,366.25813,31,0.014099155248557267,0.5834075000601352,31,0.27285071805999334,0.3538757487786005,31,0.2300605645191521,0.06271675116126432
31,2019-08-01,217.37718,87.97446,15.76763,321.11927,32,0.017313174502875263,0.676935955914449,32,-0.32123641509709105,0.2739619456658581,32,-0.31357104671552927,0.049102098419693097
32,2019-09-01,245.26006999999998,122.63414,28.99411,396.88831999999996,33,0.12826962793426602,0.6179573891214536,33,0.393974342098832,0.3089890375206809,33,0.8388375424841906,0.07305357335786551
33,2019-10-01,212.75597,102.56383,24.13323,339.45303,34,-0.13252911491055186,0.6267611457172734,34,-0.163660054206765,0.3021443938797659,34,-0.16765060213953795,0.07109446040296061
34,2019-11-01,280.99034,105.79265,12.29638,399.07937,35,0.3207165937576277,0.7040963806272422,35,0.031481078660966534,0.265091753552683,35,-0.4904793100633443,0.03081186582007484
35,2019-12-01,155.25876,92.92737,24.60939,272.79552,36,-0.44745872758472766,0.5691396984818519,36,-0.12160844822395506,0.3406484461328397,36,1.001352430552732,0.09021185538530838
