,Fecha,ventas_20146,ventas_20289,totales_ventas,edad_ventas_20146,diff_ventas_20146,fraccion_ventas_20146,edad_ventas_20289,diff_ventas_20289,fraccion_ventas_20289
0,2017-01-01,79.76514,24.45625,104.22139,1,,0.7653432755022745,1,,0.23465672449772548
1,2017-02-01,55.14873,24.16505,79.31378000000001,2,-0.30861113012526525,0.6953234355997154,2,-0.011906976744186042,0.3046765644002845
2,2017-03-01,77.97426,17.75865,95.73291,3,0.413890401465274,0.8144979610459976,3,-0.2651101487478818,0.18550203895400233
3,2017-04-01,66.12333,20.61605,86.73938,4,-0.15198515510118346,0.7623219119159025,4,0.16090187035613643,0.23767808808409746
4,2017-05-01,53.98302,21.73535,75.71837000000001,5,-0.18360100739028107,0.7129448243537202,5,0.05429265062900017,0.28705517564627975
5,2017-06-01,55.56096,20.77985,76.34081,6,0.02923030241731563,0.7278015520139228,6,-0.04396064475612312,0.2721984479860772
6,2017-07-01,53.781,19.4831,73.2641,7,-0.03203616352201263,0.7340703018258601,7,-0.062404204072695396,0.26592969817413986
7,2017-08-01,85.11048,28.19635,113.30682999999999,8,0.5825380710659898,0.7511504822789589,8,0.44722092480149456,0.2488495177210412
8,2017-09-01,100.69878,31.54515,132.24393,9,0.18315370798049788,0.7614623975557895,9,0.1187671453929321,0.23853760244421046
9,2017-10-01,134.34603,40.5951,174.94113000000002,10,0.334137613186575,0.7679499383592641,10,0.28688879273041984,0.23205006164073594
10,2017-11-01,119.82789,32.0411,151.86899,11,-0.10806526995996842,0.7890214453918473,11,-0.21071508630351943,0.21097855460815274
11,2017-12-01,61.68162,24.8521,86.53372,12,-0.4852482172555988,0.7128044420140496,12,-0.22436807725078103,0.2871955579859504
12,2018-01-01,77.44463999999999,23.7419,101.18654,13,0.25555457201026804,0.7653650376818892,13,-0.04467228121567187,0.2346349623181107
13,2018-02-01,17.49657,13.4771,30.97367,14,-0.7740764241398759,0.5648852719099803,14,-0.43234955921809126,0.4351147280900197
14,2018-03-01,128.52294,39.42575,167.94869,15,6.345607739116868,0.7652512204769207,15,1.925388251181634,0.23474877952307935
15,2018-04-01,44.61366,16.93965,61.55331,16,-0.6528739538638004,0.7247970905220207,16,-0.5703404500865551,0.2752029094779793
16,2018-05-01,61.10013,21.0665,82.16663,17,0.3695386121649736,0.7436124616526198,17,0.24362073596561917,0.2563875383473802
17,2018-06-01,32.052929999999996,1.5834000000000001,33.636329999999994,18,-0.47540324382288557,0.9529258988718449,18,-0.9248380129589633,0.047074101128155195
18,2018-07-01,60.6606,28.04165,88.70225,19,0.8925134145302788,0.683867658373942,19,16.709770114942526,0.31613234162605797
19,2018-08-01,65.59371,23.1686,88.76231,20,0.08132313231323131,0.738981556473688,20,-0.17377900373194868,0.26101844352631204
20,2018-09-01,69.62046,24.07405,93.69451,21,0.061389270404128574,0.7430580511067297,21,0.03908091123330707,0.25694194889327027
21,2018-10-01,83.43426,23.7055,107.13976,22,0.19841581052466475,0.7787422708432425,22,-0.015309015309015269,0.2212577291567575
22,2018-11-01,91.43316,27.8005,119.23366,23,0.09587068909102815,0.7668401691267382,23,0.17274472168905944,0.23315983087326178
23,2018-12-01,57.91695,12.07115,69.9881,24,-0.3665651498865401,0.8275256793654922,24,-0.5657937806873977,0.17247432063450785
24,2019-01-01,63.90657,16.4983,80.40487,25,0.10341739335375917,0.7948096924974818,25,0.36675461741424814,0.20519030750251818
25,2019-02-01,34.12773,15.3153,49.44303,26,-0.4659746251441753,0.6902434984263707,26,-0.07170435741864312,0.3097565015736293
26,2019-03-01,44.7993,15.7703,60.5696,27,0.312694984401248,0.7396334134615384,27,0.029708853238265005,0.26036658653846156
27,2019-04-01,36.47826,14.3598,50.83806,28,-0.18574040219378435,0.7175383954462464,28,-0.08944027697634165,0.28246160455375363
28,2019-05-01,41.78811,19.4376,61.22571000000001,29,0.14556204161053746,0.6825255272662416,29,0.3536121673003802,0.3174744727337584
29,2019-06-01,43.91478,15.4882,59.40298,30,0.05089174887306454,0.7392689727013695,30,-0.20318352059925088,0.2607310272986305
30,2019-07-01,42.66171,15.62015,58.28186,31,-0.028534129056322292,0.7319895075414545,31,0.008519388954171548,0.2680104924585454
31,2019-08-01,42.800940000000004,17.472,60.272940000000006,32,0.0032635822614706456,0.7101186701693994,32,0.11855519953393537,0.2898813298306006
32,2019-09-01,61.85907,20.13375,81.99282,33,0.44527363184079594,0.754444962375974,33,0.15234374999999986,0.2455550376240261
33,2019-10-01,63.51891,28.23275,91.75166,34,0.026832605145858085,0.6922916707991986,34,0.40225988700564974,0.3077083292008014
34,2019-11-01,61.848150000000004,20.1838,82.03195000000001,35,-0.02630334808956883,0.7539519662765544,35,-0.2850926672038678,0.24604803372344555
35,2019-12-01,30.472260000000002,10.01,40.482260000000004,36,-0.5073052306334143,0.75273119633143,36,-0.5040577096483319,0.24726880366856985
