,Fecha,ventas_20517,ventas_20568,ventas_20644,ventas_20676,totales_ventas,edad_ventas_20517,diff_ventas_20517,fraccion_ventas_20517,edad_ventas_20568,diff_ventas_20568,fraccion_ventas_20568,edad_ventas_20644,diff_ventas_20644,fraccion_ventas_20644,edad_ventas_20676,diff_ventas_20676,fraccion_ventas_20676
0,2017-01-01,7.15806,6.87141,7.44471,4.38165,25.85583,1,,0.2768451061133988,1,,0.26575863161229013,1,,0.2879315806145074,1,,0.16946468165980358
1,2017-02-01,5.30712,5.23341,4.62735,3.70188,18.86976,2,-0.25858123569794045,0.28125,2,-0.23837902264600713,0.27734375,2,-0.37843784378437845,0.24522569444444445,2,-0.15514018691588777,0.19618055555555555
2,2017-03-01,10.50777,7.7805,13.24323,8.042580000000001,39.57408,3,0.9799382716049383,0.26552152317880795,3,0.486697965571205,0.19660596026490065,3,1.8619469026548674,0.3346440397350993,3,1.172566371681416,0.20322847682119208
3,2017-04-01,3.71826,0.9008999999999999,7.76412,6.83865,19.22193,4,-0.6461418550272798,0.19343843204090327,4,-0.8842105263157894,0.04686834256497656,4,-0.4137291280148423,0.40391989774179804,4,-0.14969450101832998,0.3557733276523221
4,2017-05-01,18.48483,11.45781,10.8927,7.0434,47.87873999999999,5,3.9713656387665193,0.3860759493670886,5,11.718181818181819,0.23930892918234695,5,0.4029535864978902,0.2275059869996579,5,0.029940119760479007,0.14710913445090662
5,2017-06-01,10.024560000000001,6.09336,6.32268,4.13595,26.576550000000005,6,-0.45768719539211333,0.3771956856702619,6,-0.4681915654038599,0.22927580893682584,6,-0.4195488721804511,0.23790446841294294,6,-0.41279069767441856,0.15562403697996915
6,2017-07-01,6.53562,6.42915,3.33333,4.0131,20.3112,7,-0.3480392156862746,0.3217741935483871,7,0.05510752688172048,0.3165322580645161,7,-0.47279792746113986,0.16411290322580646,7,-0.02970297029702984,0.1975806451612903
7,2017-08-01,7.54299,5.09418,8.62407,5.46273,26.72397,8,0.15413533834586465,0.2822555930125651,8,-0.20764331210191087,0.19062212687710695,8,1.5872235872235871,0.32270916334661354,8,0.36122448979591837,0.20441311676371435
8,2017-09-01,7.05159,6.09336,4.79934,3.56265,21.50694,9,-0.0651465798045602,0.3278750952018279,9,0.19614147909967847,0.2833206397562833,9,-0.44349477682811017,0.22315308453922314,9,-0.3478260869565217,0.16565118050266567
9,2017-10-01,7.80507,5.16789,6.87141,5.28255,25.126920000000002,10,0.10685249709639949,0.310625814863103,10,-0.1518817204301075,0.20567144719687092,10,0.43174061433447103,0.2734680573663624,10,0.482758620689655,0.2102346805736636
