,Fecha,ventas_21084,ventas_21109,totales_ventas,edad_ventas_21084,diff_ventas_21084,fraccion_ventas_21084,edad_ventas_21109,diff_ventas_21109,fraccion_ventas_21109
0,2017-01-01,,,0.0,,,,,,
1,2017-02-01,,,0.0,,,,,,
2,2017-03-01,,,0.0,,,,,,
3,2017-04-01,,,0.0,,,,,,
4,2017-05-01,,,0.0,,,,,,
5,2017-06-01,,,0.0,,,,,,
6,2017-07-01,,,0.0,,,,,,
7,2017-08-01,,,0.0,,,,,,
8,2017-09-01,,,0.0,,,,,,
9,2017-10-01,,,0.0,,,,,,
10,2017-11-01,,,0.0,,,,,,
11,2017-12-01,,,0.0,,,,,,
12,2018-01-01,,,0.0,,,,,,
13,2018-02-01,,,0.0,,,,,,
14,2018-03-01,,,0.0,,,,,,
15,2018-04-01,,,0.0,,,,,,
16,2018-05-01,,,0.0,,,,,,
17,2018-06-01,,,0.0,,,,,,
18,2018-07-01,,,0.0,,,,,,
19,2018-08-01,0.66345,,0.66345,1.0,,1.0,,,
20,2018-09-01,0.90093,,0.90093,2.0,0.35794709473208236,1.0,,,
21,2018-10-01,0.71691,,0.71691,3.0,-0.2042556025440378,1.0,,,
22,2018-11-01,1.06142,,1.06142,4.0,0.48054846493981107,1.0,,,
23,2018-12-01,0.99646,,0.99646,5.0,-0.06120103257899796,1.0,,,
24,2019-01-01,0.06391,,0.06391,6.0,-0.9358629548602051,1.0,,,
25,2019-02-01,0.01583,,0.01583,7.0,-0.7523079330308247,1.0,,,
26,2019-03-01,0.79059,,0.79059,8.0,48.942514213518635,1.0,,,
27,2019-04-01,1.2121300000000002,,1.2121300000000002,9.0,0.5331967264954023,1.0,,,
28,2019-05-01,0.9959,,0.9959,10.0,-0.17838845668368913,1.0,,,
29,2019-06-01,0.63337,,0.63337,11.0,-0.3640224922180942,1.0,,,
30,2019-07-01,0.6181,0.82719,1.44529,12.0,-0.024109130524022304,0.4276650360827239,1.0,,0.5723349639172761
31,2019-08-01,0.47287,1.34538,1.81825,13.0,-0.23496198026209347,0.26006874742197167,2.0,0.6264461610996265,0.7399312525780284
32,2019-09-01,1.24816,1.27108,2.51924,14.0,1.6395415230401589,0.4954510090344707,3.0,-0.055226032793708864,0.5045489909655293
33,2019-10-01,1.04723,1.93394,2.98117,15.0,-0.16098096397897693,0.3512815438233982,4.0,0.5214935330585014,0.6487184561766017
34,2019-11-01,0.81577,1.00794,1.8237100000000002,16.0,-0.2210211701345455,0.44731344347511387,5.0,-0.4788152683123571,0.5526865565248861
35,2019-12-01,0.47288,0.9539,1.42678,17.0,-0.42032680780121845,0.3314316152455179,6.0,-0.0536143024386373,0.6685683847544821
