,Fecha,ventas_20340,totales_ventas,edad_ventas_20340,diff_ventas_20340,fraccion_ventas_20340
0,2017-01-01,,0.0,,,
1,2017-02-01,,0.0,,,
2,2017-03-01,,0.0,,,
3,2017-04-01,,0.0,,,
4,2017-05-01,,0.0,,,
5,2017-06-01,,0.0,,,
6,2017-07-01,,0.0,,,
7,2017-08-01,,0.0,,,
8,2017-09-01,,0.0,,,
9,2017-10-01,0.53117,0.53117,1.0,,1.0
10,2017-11-01,10.87765,10.87765,2.0,19.478660315906392,1.0
11,2017-12-01,9.19479,9.19479,3.0,-0.15470804815378322,1.0
12,2018-01-01,8.78238,8.78238,4.0,-0.04485257412077922,1.0
13,2018-02-01,21.556939999999997,21.556939999999997,5.0,1.4545669852591208,1.0
14,2018-03-01,20.035420000000002,20.035420000000002,6.0,-0.07058144616072576,1.0
15,2018-04-01,25.69123,25.69123,7.0,0.28229056341219694,1.0
16,2018-05-01,27.52208,27.52208,8.0,0.07126361797391553,1.0
17,2018-06-01,38.866780000000006,38.866780000000006,9.0,0.41220358345008834,1.0
18,2018-07-01,34.897729999999996,34.897729999999996,10.0,-0.10211934201907154,1.0
19,2018-08-01,23.63865,23.63865,11.0,-0.32263072698424794,1.0
20,2018-09-01,26.75349,26.75349,12.0,0.13176894619616608,1.0
21,2018-10-01,19.70474,19.70474,13.0,-0.26347029864141086,1.0
22,2018-11-01,16.17162,16.17162,14.0,-0.17930305094104262,1.0
23,2018-12-01,20.95964,20.95964,15.0,0.2960754704847133,1.0
24,2019-01-01,24.08041,24.08041,16.0,0.14889425581737092,1.0
25,2019-02-01,14.62687,14.62687,17.0,-0.39258218610065193,1.0
26,2019-03-01,16.96154,16.96154,18.0,0.15961514664449736,1.0
27,2019-04-01,12.35634,12.35634,19.0,-0.27150836539606665,1.0
28,2019-05-01,13.67653,13.67653,20.0,0.10684312668638127,1.0
29,2019-06-01,25.11113,25.11113,21.0,0.836074647589703,1.0
30,2019-07-01,26.510550000000002,26.510550000000002,22.0,0.05572907312414865,1.0
31,2019-08-01,18.27348,18.27348,23.0,-0.3107091327792144,1.0
32,2019-09-01,28.3268,28.3268,24.0,0.5501590282748551,1.0
33,2019-10-01,16.554570000000002,16.554570000000002,25.0,-0.4155862998997415,1.0
34,2019-11-01,40.26902,40.26902,26.0,1.4325017200688386,1.0
35,2019-12-01,8.06882,8.06882,27.0,-0.7996271078859132,1.0
