,Fecha,ventas_20326,ventas_20697,ventas_20807,ventas_20913,ventas_20777,ventas_20908,ventas_20967,ventas_21035,ventas_21214,totales_ventas,edad_ventas_20326,diff_ventas_20326,fraccion_ventas_20326,edad_ventas_20697,diff_ventas_20697,fraccion_ventas_20697,edad_ventas_20807,diff_ventas_20807,fraccion_ventas_20807,edad_ventas_20913,diff_ventas_20913,fraccion_ventas_20913,edad_ventas_20777,diff_ventas_20777,fraccion_ventas_20777,edad_ventas_20908,diff_ventas_20908,fraccion_ventas_20908,edad_ventas_20967,diff_ventas_20967,fraccion_ventas_20967,edad_ventas_21035,diff_ventas_21035,fraccion_ventas_21035,edad_ventas_21214,diff_ventas_21214,fraccion_ventas_21214
0,2017-01-01,20.71942,5.77956,2.93603,0.79711,,,,,,30.23212,1,,0.6853445937631897,1,,0.19117283207396638,1,,0.09711624590005598,1,,0.026366328262788057,,,,,,,,,,,,,,,
1,2017-02-01,19.51304,4.81745,0.70264,1.45327,,,,,,26.4864,2,-0.05822460281224085,0.7367192219403166,2,-0.1664676895819059,0.18188391023317627,2,-0.7606836442406923,0.02652833152108252,2,0.8231737150456023,0.054868536305424674,,,,,,,,,,,,,,,
2,2017-03-01,23.27692,6.52798,0.38154,1.98976,,,,,,32.1762,3,0.1928904978414435,0.7234204163325688,3,0.3550695907585964,0.20288225458568757,3,-0.4569907776386201,0.011857832808100396,3,0.36916058268594265,0.06183949627364325,,,,,,,,,,,,,,,
3,2017-04-01,14.37947,4.81858,1.87072,0.80396,,,,,,21.872729999999997,4,-0.3822434411425567,0.6574154209373956,4,-0.26185741990631106,0.2203008037862672,4,3.903077003721759,0.08552750388268864,4,-0.5959512705049855,0.03675627139364863,,,,,,,,,,,,,,,
4,2017-05-01,16.542189999999998,3.17065,4.54883,2.09247,,,,,,26.35414,5,0.15040331806387847,0.6276884770286565,5,-0.3419949445687318,0.12030937074782179,5,1.4315931833732465,0.172604000737645,5,1.602704114632569,0.0793981514858766,,,,,,,,,,,,,,,
5,2017-06-01,16.955560000000002,3.6499200000000003,1.69309,0.69026,,,,,,22.988830000000004,6,0.024988831587595357,0.7375564567661773,6,0.15115827984798072,0.1587692805592977,6,-0.6277965982461424,0.07364837618965384,6,-0.6701219133368699,0.030025886484871124,,,,,,,,,,,,,,,
6,2017-07-01,15.36712,3.4357699999999998,0.72336,1.16712,,,,,,20.693369999999998,7,-0.09368254425097147,0.7426107975646307,7,-0.05867251884972835,0.1660324055482505,7,-0.572757502554501,0.03495612362800259,7,0.6908411323269492,0.05640067325911633,,,,,,,,,,,,,,,
7,2017-08-01,10.59237,3.09243,2.9630900000000002,1.48792,3.1526,,,,,21.28841,8,-0.3107120917907844,0.49756510702302337,8,-0.09993101982961607,0.14526354950886422,8,3.096286772837868,0.13918794311082885,8,0.2748646240318048,0.06989343027497122,1.0,,0.1480899700823124,,,,,,,,,,,,
8,2017-09-01,17.41312,4.20633,1.51285,1.4647,3.17447,,,,,27.77147,9,0.64393048958826,0.6270147024986433,9,0.3602021711081579,0.15146227405319201,9,-0.4894350154737116,0.05447497017622762,9,-0.015605677724608863,0.05274117646635197,2.0,0.006937131256740415,0.114306876805585,,,,,,,,,,,,
9,2017-10-01,22.971429999999998,5.90792,2.64613,1.4899,4.73559,,,,,37.75097,10,0.3192024174875036,0.6084990663816054,10,0.40453079049908097,0.1564971708011741,10,0.7491026869815248,0.07009435784034158,10,0.017204888373045752,0.03946653556186768,3.0,0.4917734298953842,0.12544286941501107,,,,,,,,,,,,
