,Fecha,ventas_20845,ventas_20953,totales_ventas,edad_ventas_20845,diff_ventas_20845,fraccion_ventas_20845,edad_ventas_20953,diff_ventas_20953,fraccion_ventas_20953
0,2017-01-01,,,0.0,,,,,,
1,2017-02-01,,,0.0,,,,,,
2,2017-03-01,,,0.0,,,,,,
3,2017-04-01,,,0.0,,,,,,
4,2017-05-01,,,0.0,,,,,,
5,2017-06-01,,,0.0,,,,,,
6,2017-07-01,,,0.0,,,,,,
7,2017-08-01,,,0.0,,,,,,
8,2017-09-01,,,0.0,,,,,,
9,2017-10-01,,,0.0,,,,,,
10,2017-11-01,,,0.0,,,,,,
11,2017-12-01,,,0.0,,,,,,
12,2018-01-01,,,0.0,,,,,,
13,2018-02-01,,,0.0,,,,,,
14,2018-03-01,,,0.0,,,,,,
15,2018-04-01,,,0.0,,,,,,
16,2018-05-01,,,0.0,,,,,,
17,2018-06-01,,,0.0,,,,,,
18,2018-07-01,,,0.0,,,,,,
19,2018-08-01,,,0.0,,,,,,
20,2018-09-01,,,0.0,,,,,,
21,2018-10-01,,,0.0,,,,,,
22,2018-11-01,,,0.0,,,,,,
23,2018-12-01,,,0.0,,,,,,
24,2019-01-01,,,0.0,,,,,,
25,2019-02-01,,,0.0,,,,,,
26,2019-03-01,,,0.0,,,,,,
27,2019-04-01,,,0.0,,,,,,
28,2019-05-01,,,0.0,,,,,,
29,2019-06-01,,,0.0,,,,,,
30,2019-07-01,16.086650000000002,13.79306,29.879710000000003,1.0,,0.5383803925807847,1.0,,0.4616196074192152
31,2019-08-01,14.70941,5.16104,19.870449999999998,2.0,-0.08561384750709451,0.7402655702311725,2.0,-0.6258234213437772,0.2597344297688276
32,2019-09-01,3.34221,1.30844,4.650650000000001,3.0,-0.7727842245202221,0.7186543816455764,3.0,-0.7464774541565266,0.28134561835442357
33,2019-10-01,1.08346,1.07218,2.15564,4.0,-0.6758252772865858,0.5026163923475163,4.0,-0.1805661704013941,0.4973836076524837
34,2019-11-01,1.15693,0.25441,1.41134,5.0,0.06781053292230439,0.8197386880553234,5.0,-0.7627170810871309,0.1802613119446767
35,2019-12-01,2.22201,2.3988,4.6208100000000005,6.0,0.920608852739578,0.4808702370363637,6.0,8.428874651153649,0.5191297629636362
