,Fecha,ventas_20084,ventas_20116,ventas_20121,ventas_20227,totales_ventas,edad_ventas_20084,diff_ventas_20084,fraccion_ventas_20084,edad_ventas_20116,diff_ventas_20116,fraccion_ventas_20116,edad_ventas_20121,diff_ventas_20121,fraccion_ventas_20121,edad_ventas_20227,diff_ventas_20227,fraccion_ventas_20227
0,2017-01-01,1.37455,63.35257,60.452729999999995,16.41197,141.59181999999998,1,,0.009707834817011322,1,,0.44743100272318,1,,0.42695072356581054,1,,0.11591043889399827
1,2017-02-01,91.5183,52.84768,62.57591,18.20737,225.14925999999997,2,65.58055363573533,0.40647835129460347,2,-0.16581631968521565,0.23472286784331428,2,0.03512132537273346,0.2779307824507174,2,0.10939576418918635,0.080867998411365
2,2017-03-01,77.05949,64.11866,19.20573,16.85866,177.24254000000002,3,-0.15798818378400822,0.4347685944920446,3,0.21327293837685987,0.3617566076405811,3,-0.6930810914295934,0.10835846744240969,3,-0.07407494877074505,0.09511633042496456
3,2017-04-01,56.74595,45.83148,87.95073000000001,17.03906,207.56722000000002,4,-0.26360854451541266,0.27338589397690055,4,-0.2852083933132727,0.22080307285514542,4,3.57940052265652,0.4237216743568662,4,0.01070073184938772,0.0820893588110878
4,2017-05-01,59.21623,43.35992,41.26767,12.54629,156.39011000000002,5,0.043532269703829125,0.37864434010564985,5,-0.05392712607142507,0.27725487244685737,5,-0.530786498304221,0.2638764689148182,5,-0.26367475670606233,0.08022431853267448
5,2017-06-01,53.601440000000004,45.564930000000004,49.732910000000004,17.62323,166.52251,6,-0.09481843069036984,0.3218870529876111,6,0.050853645486430815,0.2736262502889249,6,0.20513006913159867,0.2986557793297735,6,0.4046566753996598,0.1058309173936905
6,2017-07-01,68.05360999999999,50.5133,51.78692,18.93759,189.29142,7,0.26962279371598946,0.35951766857684303,7,0.10860040825257487,0.2668546730749867,7,0.04130082072414419,0.2735830287500617,7,0.07458110686860471,0.10004462959810857
7,2017-08-01,86.16275,68.84434,80.35693,25.76267,261.12669,8,0.26610109294716344,0.3299653130057291,8,0.3628953166789737,0.26364344449048854,8,0.5516839001045052,0.30773158423598906,8,0.3603985512412086,0.09865965826779331
8,2017-09-01,114.95708,57.52171,83.98093,31.10585,287.56557,9,0.3341853643250709,0.39975954005898556,9,-0.16446711523416455,0.200029892312908,9,0.04509878612834008,0.29204097695005704,9,0.20740008702514143,0.10816959067804954
9,2017-10-01,126.71851000000001,129.31654,83.48295,29.26318,368.78118,10,0.1023114887747671,0.34361436231642845,10,1.2481344869615316,0.3506592717122929,10,-0.005929679511765329,0.22637529930350567,10,-0.05923869625809942,0.079351066667773
