,Fecha,ventas_20076,ventas_20137,ventas_20253,ventas_20281,ventas_20357,ventas_20366,ventas_20653,totales_ventas,edad_ventas_20076,diff_ventas_20076,fraccion_ventas_20076,edad_ventas_20137,diff_ventas_20137,fraccion_ventas_20137,edad_ventas_20253,diff_ventas_20253,fraccion_ventas_20253,edad_ventas_20281,diff_ventas_20281,fraccion_ventas_20281,edad_ventas_20357,diff_ventas_20357,fraccion_ventas_20357,edad_ventas_20366,diff_ventas_20366,fraccion_ventas_20366,edad_ventas_20653,diff_ventas_20653,fraccion_ventas_20653
0,2017-01-01,89.02047,60.76891,26.79747,24.4942,21.67236,12.6164,4.79922,240.16903,1,,0.37065757395947346,1,,0.2530255878536879,1,,0.11157754186707587,1,,0.1019873378345243,1,,0.09023794616649783,1,,0.052531335951184054,1,,0.019982676367556632
1,2017-02-01,95.75849,68.60079,20.89787,22.16818,9.87669,19.13319,4.19581,240.63102000000003,2,0.07569068103100322,0.39794740511842563,2,0.1288797182638294,0.2850870598478949,2,-0.22015511165792886,0.08684611817711614,2,-0.09496207265393439,0.09212519649378537,2,-0.5442725203900267,0.04104495754537382,2,0.5165332424463396,0.07951256658430819,2,-0.12573084792945524,0.017436696233095798
2,2017-03-01,138.81065,74.46724999999999,29.74396,35.32223,6.49065,26.16197,5.58895,316.58566,3,0.4495910493158363,0.43846158414124003,3,0.08551592481660909,0.23521990857071665,3,0.4233010349858622,0.0939523287315035,3,0.5933752793418313,0.1115724256114443,3,-0.34283145466750503,0.020502034109820384,3,0.36736059172568725,0.08263788700979065,3,0.332031240690117,0.01765383182548445
3,2017-04-01,98.09122,82.81527,30.600450000000002,22.08179,28.44437,19.30387,2.58333,283.92030000000005,4,-0.2933451431860596,0.3454885754910797,4,0.11210324001490596,0.2916849200286136,4,0.02879542602935187,0.10777830961717072,4,-0.37484722793549546,0.07777460787411114,4,3.3823607805073457,0.1001843475087903,4,-0.26214004526417545,0.06799045365900218,4,-0.5377790103686738,0.009098785821232224
4,2017-05-01,100.55459,70.27836,24.68834,13.77721,15.95925,23.79794,5.58339,254.63908000000004,5,0.025113052931750646,0.39489064286597325,5,-0.15138403823352858,0.2759920433265781,5,-0.19320336792432796,0.09695424598612278,5,-0.3760827360463079,0.054104853033556354,5,-0.43893114876511585,0.06267400117845226,5,0.2328066859132392,0.09345753212743306,5,1.1613150468581248,0.02192668148188408
5,2017-06-01,130.93104,81.43557,25.13529,33.31089,17.60809,16.895590000000002,5.09534,310.41181,6,0.3020891438173035,0.42179786909525124,6,0.15875740412838307,0.26234688042313853,6,0.01810368781376152,0.08097401319878905,6,1.417825524906712,0.10731192862797327,6,0.10331563200025062,0.056724935819935464,6,-0.2900398101684431,0.054429597894487335,6,-0.08741105314155011,0.01641477494042511
6,2017-07-01,92.60665,59.36936,29.97073,23.6798,10.4667,15.69461,3.35665,235.14450000000002,7,-0.29270667979113274,0.39382868831718365,7,-0.27096525510903896,0.25248032592724895,7,0.1923765351424232,0.12745664899668074,7,-0.289127369457856,0.10070318463753138,7,-0.4055743695085612,0.04451177892742547,7,-0.07108245406049751,0.06674453368035399,7,-0.341231399671072,0.014274839513575693
7,2017-08-01,127.30156000000001,75.291,22.09415,20.12599,13.9354,16.4784,3.46085,278.68735000000004,8,0.37464814891803133,0.4567898758232119,8,0.268179411063215,0.27016296218683766,8,-0.2628090807264288,0.07927934296264254,8,-0.15007770335898102,0.07221709202086136,8,0.3314034031738753,0.0500037048685561,8,0.049940074968412705,0.0591286256803547,8,0.03104285522768238,0.012418396457535657
8,2017-09-01,105.49312,75.48974,25.349249999999998,20.27408,23.05102,20.25826,6.46096,276.37642999999997,9,-0.1713132187853786,0.38170085632845036,9,0.0026396249219694363,0.27314102002113566,9,0.14732859150499109,0.09172001389554095,9,0.007358147350763854,0.07335676200752721,9,0.6541340758069378,0.08340443503087439,9,0.2293827070589377,0.07329952123630804,9,0.8668708554256901,0.02337739148016349
9,2017-10-01,121.61212,95.77894,24.26008,24.82118,20.35438,22.198800000000002,5.39702,314.42251999999996,10,0.15279669422991754,0.3867792930353717,10,0.26876764974948925,0.3046185750308216,10,-0.04296655719597224,0.07715757764424762,10,0.22428144704963168,0.07894211903142308,10,-0.11698571256282811,0.06473575747691356,10,0.09579006291754584,0.07060181312712589,10,-0.16467212302815676,0.017164864654096664
10,2017-11-01,166.86075,53.74112,28.64232,23.34661,20.95543,16.73758,4.65659,314.94039999999995,11,0.3720733591355861,0.5298169113902187,11,-0.4389046276770238,0.17063901614400695,11,0.1806358429156047,0.09094520741067201,11,-0.05940773162275122,0.07413024813583777,11,0.029529270849812217,0.06653776397057984,11,-0.24601419896570986,0.05314523001812407,11,-0.1371923765337169,0.014785622930560832
11,2017-12-01,102.2358,74.0106,6.34054,8.99559,15.13753,12.06019,3.29086,222.07111,12,-0.3872986906747093,0.4603741567284461,12,0.3771689164647107,0.3332743282095541,12,-0.7786303623449496,0.028551845397629613,12,-0.6146939534262147,0.04050770043883691,12,-0.2776320982198886,0.06816523770246387,12,-0.2794543775145511,0.054307784565043156,12,-0.29328972488451843,0.014818946958026193
12,2018-01-01,56.84465,56.06396,22.02482,0.24063,18.19811,18.99419,5.89055,178.25691000000003,13,-0.4439848859205875,0.3188917052359989,13,-0.24248742747660465,0.31451212746815815,13,2.4736505092626175,0.12355661275627404,13,-0.973250225944046,0.0013499055941225502,13,0.2021849007070506,0.10208922616239671,13,0.5749494825537573,0.10655513999429249,13,0.7899728338489028,0.033045282788756965
13,2018-02-01,98.11614,64.42178,20.52001,26.37595,15.341650000000001,19.18374,5.63283,249.59210000000002,14,0.7260400055238267,0.39310595167074597,14,0.1490765190329045,0.25810824941975324,14,-0.0683233733578753,0.08221418065716021,14,108.61206000914267,0.10567622132271012,14,-0.15696465182373326,0.06146688937670704,14,0.009979367374971007,0.07686036537214118,14,-0.04375143237897988,0.022568142180782163
14,2018-03-01,134.9825,80.82994000000001,12.53618,3.07872,20.57493,9.89203,5.66024,267.55454,15,0.37574205426344726,0.5045046142741588,15,0.25469895429775474,0.30210640417464046,15,-0.38907534645450953,0.046854671200869925,15,-0.8832754839162191,0.011506887530295693,15,0.34111585129370026,0.07689994720328798,15,-0.4843534159658127,0.03697201325755863,15,0.004866115256451857,0.021155462359188526
15,2018-04-01,105.85304000000001,69.35508,34.34677,26.78934,19.852520000000002,28.9432,4.85395,289.9939,16,-0.21580175207897306,0.36501816072682913,16,-0.1419629904463619,0.2391604788928319,16,1.7398114896244308,0.11843962924737382,16,7.701453850951044,0.09237897762677078,16,-0.03511117656293346,0.06845840550439165,16,1.9259110617335369,0.09980623730361225,16,-0.1424480234053679,0.016738110698190548
