,Fecha,ventas_20189,ventas_20244,ventas_20275,ventas_20309,ventas_20342,ventas_20365,ventas_20400,ventas_20406,ventas_20628,ventas_20789,ventas_20894,ventas_20298,ventas_20377,ventas_20914,ventas_20334,ventas_20615,ventas_20621,ventas_20968,ventas_20686,totales_ventas,edad_ventas_20189,diff_ventas_20189,fraccion_ventas_20189,edad_ventas_20244,diff_ventas_20244,fraccion_ventas_20244,edad_ventas_20275,diff_ventas_20275,fraccion_ventas_20275,edad_ventas_20309,diff_ventas_20309,fraccion_ventas_20309,edad_ventas_20342,diff_ventas_20342,fraccion_ventas_20342,edad_ventas_20365,diff_ventas_20365,fraccion_ventas_20365,edad_ventas_20400,diff_ventas_20400,fraccion_ventas_20400,edad_ventas_20406,diff_ventas_20406,fraccion_ventas_20406,edad_ventas_20628,diff_ventas_20628,fraccion_ventas_20628,edad_ventas_20789,diff_ventas_20789,fraccion_ventas_20789,edad_ventas_20894,diff_ventas_20894,fraccion_ventas_20894,edad_ventas_20298,diff_ventas_20298,fraccion_ventas_20298,edad_ventas_20377,diff_ventas_20377,fraccion_ventas_20377,edad_ventas_20914,diff_ventas_20914,fraccion_ventas_20914,edad_ventas_20334,diff_ventas_20334,fraccion_ventas_20334,edad_ventas_20615,diff_ventas_20615,fraccion_ventas_20615,edad_ventas_20621,diff_ventas_20621,fraccion_ventas_20621,edad_ventas_20968,diff_ventas_20968,fraccion_ventas_20968,edad_ventas_20686,diff_ventas_20686,fraccion_ventas_20686
0,2017-01-01,37.00757,32.35873,24.82609,23.6267,23.18008,19.38207,18.52642,16.29007,2.6935700000000002,4.01339,1.66721,,,,,,,,,203.57190000000003,1,,0.18179115093979079,1,,0.15895479680643546,1,,0.12195244039083979,1,,0.11606071368396127,1,,0.11386679595759532,1,,0.09520994793485739,1,,0.09100676468608879,1,,0.08002121117894954,1,,0.013231541288360524,1,,0.01971485259016593,1,,0.008189784542955093,,,,,,,,,,,,,,,,,,,,,,,,
1,2017-02-01,34.39359,27.09436,19.28314,21.15862,14.20116,15.25414,18.25684,8.11977,4.25921,2.16962,2.14568,,,,,,,,,166.33613000000003,2,-0.07063365684372137,0.20677161359952284,2,-0.16268778162801814,0.1628892051293967,2,-0.22327116352192394,0.11592875221997768,2,-0.10446147790423549,0.12720399350399697,2,-0.38735500481447865,0.08537627994591432,2,-0.21297673571501907,0.09170671459051018,2,-0.014551111331817006,0.1097587156801111,2,-0.5015509448394021,0.048815431740536465,2,0.5812509049328586,0.025606042415439144,2,-0.4594046429576991,0.013043588305198636,2,0.2869884417679836,0.012899662869395841,,,,,,,,,,,,,,,,,,,,,,,,
2,2017-03-01,45.55089,35.08514,28.20817,25.77834,21.59653,15.86732,16.64652,12.43226,4.10128,4.36866,1.96905,,,,,,,,,211.60416,3,0.32440056417489416,0.2152646242871596,3,0.29492410966710414,0.16580553047728364,3,0.46284111405092737,0.13330631118027167,3,0.21833749081934462,0.12182340838667821,3,0.5207581634176365,0.1020609897272341,3,0.04019761192699162,0.07498586039140251,3,-0.08820365408252477,0.07866820765716515,3,0.53110987133872,0.05875243662506446,3,-0.037079646225473814,0.019381849581785158,3,1.0135599782450384,0.020645435326035178,3,-0.08231889191305324,0.009305346359920334,,,,,,,,,,,,,,,,,,,,,,,,
3,2017-04-01,34.48328,24.83044,18.62284,18.14677,8.70093,16.84191,18.37815,7.47966,10.17417,2.20806,1.08637,,,,,,,,,160.95258,4,-0.24297242051692078,0.2142449658153973,4,-0.29228043553481625,0.1542717737112384,4,-0.3398068715552976,0.11570389241352949,4,-0.29604582762117343,0.11274606471048801,4,-0.5971144438481553,0.054058965690391536,4,0.06142121038713527,0.10463895639324326,4,0.10402354365957586,0.11418363098000665,4,-0.3983668295225486,0.04647120288472542,4,1.4807304061171147,0.06321222064287506,4,-0.494568128442131,0.013718699010602999,4,-0.44827708793580656,0.0067496277475017795,,,,,,,,,,,,,,,,,,,,,,,,
4,2017-05-01,43.43083,32.95613,23.05623,22.63181,16.23944,21.00565,19.08114,15.80997,8.04474,3.58344,1.71573,,,,,,,,,207.55511,5,0.2594750267375957,0.2092496301343773,5,0.3272471208726065,0.15878255177624873,5,0.23806197121384276,0.11108485837809533,5,0.24715362568655477,0.10904000388137879,5,0.8664027868285343,0.07824158123594258,5,0.24722492876401791,0.10120516907533618,5,0.03825140180050765,0.0919328847167386,5,1.113728431506245,0.0761723958518776,5,-0.2092976626103162,0.03875953716581586,5,0.6228906823184152,0.01726500494254273,5,0.5793238031241656,0.00826638284164625,,,,,,,,,,,,,,,,,,,,,,,,
5,2017-06-01,46.71437,33.18071,18.77114,16.84413,16.83757,14.64318,12.66015,12.83675,7.62502,4.03153,1.4933800000000002,,,,,,,,,185.63792999999998,6,0.07560389704732795,0.2516423771801377,6,0.00681451371869197,0.17873884932890602,6,-0.1858538885151649,0.10111694307300238,6,-0.2557320868282299,0.09073646748808285,6,0.036831935091357904,0.09070112988223905,6,-0.3028932691918603,0.07888032364937489,6,-0.33650976828428497,0.06819807783894165,6,-0.1880598128902205,0.06914939204504167,6,-0.05217322126010275,0.04107468769986824,6,0.1250446498336794,0.021717167391383865,6,-0.12959498289357874,0.008044584423021741,,,,,,,,,,,,,,,,,,,,,,,,
6,2017-07-01,34.29906,28.02866,18.90128,20.586,2.94806,16.69154,15.11948,7.07533,4.99015,2.19679,1.04453,11.01181,11.02977,2.11688,,,,,,176.03933999999998,7,-0.2657706825544261,0.19483747212412864,7,-0.1552724459482633,0.1592181611223946,7,0.006932983292437264,0.10736963680959041,7,0.2221468250363776,0.11693977039450387,7,-0.8249117895278237,0.016746597663908534,7,0.13988491570820005,0.09481710167738644,7,0.19425757198769364,0.08588693868086532,7,-0.44882232652345805,0.04019175486570218,7,-0.3455558149355674,0.028346788848447175,7,-0.45509769243934683,0.01247897202977471,7,-0.30055980393469856,0.005933503272620768,1.0,,0.06255312022869434,1.0,,0.06265514287885879,1.0,,0.012025039403124327,,,,,,,,,,,,,,,
7,2017-08-01,38.85822,31.464940000000002,18.31743,18.37365,17.5115,17.10258,16.63766,9.22322,6.01883,3.15824,1.75619,21.36723,17.81656,5.10652,,,,,,222.71277000000003,8,0.13292375942664336,0.1744768384857321,8,0.12259879708840893,0.14128035855330612,8,-0.03088944240813311,0.082246877895686,8,-0.10746866802681421,0.08249931065919569,8,4.94000800526448,0.07862818104233538,8,0.024625648681907114,0.07679209413990944,8,0.10041218348779198,0.07470456229339699,8,0.3035745329193125,0.04141307209281263,8,0.20614209993687574,0.02702507808600288,8,0.4376613149185858,0.014180776432352755,8,0.6813207854250237,0.007885448149201321,2.0,0.9403921789424262,0.09594074915416838,2.0,0.61531564121464,0.07999792737524658,2.0,1.4122860058198856,0.02292872564065365,,,,,,,,,,,,,,,
8,2017-09-01,30.05445,24.71815,26.41612,19.04745,10.4951,12.68708,20.19059,10.15814,4.30893,3.51789,1.02835,13.67717,11.56917,3.79731,,,,,,191.6659,9,-0.22656132988078206,0.15680645331276977,9,-0.21442246513103155,0.12896477672867215,9,0.4421302551722593,0.137823786077753,9,0.03667208203051652,0.09937839751359007,9,-0.40067384290323504,0.0547572625073109,9,-0.25817742118440606,0.0661937256444678,9,0.21354745799589606,0.10534263006617245,9,0.10136590041222046,0.05299920330116103,9,-0.28409175869728837,0.022481463838898836,9,0.11387671614570133,0.018354282112780625,9,-0.4144426286449643,0.005365325809129324,3.0,-0.35989971559252176,0.07135943326382002,3.0,-0.3506507429043541,0.060361128401035344,3.0,-0.2563800788012188,0.019812131422438733,,,,,,,,,,,,,,,
9,2017-10-01,42.61789,29.78045,14.84533,20.55902,18.54739,20.42866,11.52598,16.14694,6.4655,2.7849500000000003,2.94493,26.59442,19.10201,2.33513,0.60894,,,,,235.28754,10,0.4180226222739063,0.18113109601978925,10,0.2048009256356158,0.12657045077695145,10,-0.4380200423075001,0.06309441630440779,10,0.07935812930339751,0.08737827765975198,10,0.7672428085487512,0.0788286111538248,10,0.6101939926287215,0.08682423217141035,10,-0.42914100083256607,0.048986784425558615,10,0.58955674956242,0.06862641345138804,10,0.5004885203519202,0.02747914317944758,10,-0.20834648041865997,0.011836368385678222,10,1.8637428890941796,0.012516302393233402,4.0,0.9444387983771496,0.11302944473812765,4.0,0.6511132605018338,0.08118581204937583,4.0,-0.38505679020148476,0.009924579941632268,1.0,,0.002588067349422753,,,,,,,,,,,,
