,Fecha,ventas_20062,ventas_20117,ventas_20138,totales_ventas,edad_ventas_20062,diff_ventas_20062,fraccion_ventas_20062,edad_ventas_20117,diff_ventas_20117,fraccion_ventas_20117,edad_ventas_20138,diff_ventas_20138,fraccion_ventas_20138
0,2017-01-01,157.42856,90.44291,100.32231,348.19378,1,,0.45212915635655526,1,,0.2597487812677182,1,,0.2881220623757265
1,2017-02-01,115.08077,83.60193,72.62872,271.31142,2,-0.26899687070757683,0.42416485822823086,2,-0.07563865426267247,0.30814010704009437,2,-0.27604617557151545,0.2676950347316748
2,2017-03-01,196.97247,86.01536999999999,51.42872,334.41656,3,0.7116019470498849,0.5890033376337582,3,0.02886823306591121,0.2572102589656445,3,-0.2918955476566295,0.15378640340059715
3,2017-04-01,160.8317,79.30472,102.19758999999999,342.33401000000003,4,-0.18348132609597664,0.4698092953136616,4,-0.07801687070578185,0.23165889944735552,4,0.9871696203988742,0.29853180523898276
4,2017-05-01,151.03915,96.46783,92.72609,340.23307,5,-0.060886939577210246,0.443928481143823,5,0.21641977930191295,0.28353454883148194,5,-0.09267831071163217,0.2725369700246951
5,2017-06-01,142.00184,90.4516,85.98929,318.44273,6,-0.059834221789516286,0.44592583413664366,6,-0.06236514286679826,0.28404353900621315,6,-0.07265269138383816,0.2700306268571432
6,2017-07-01,136.07237,75.42402,56.65484,268.15123,7,-0.0417562899184967,0.5074463764346708,7,-0.16613946021960918,0.2812741899412507,7,-0.341140739736309,0.21127943362407847
7,2017-08-01,121.82625,72.33361,64.62445,258.78431,8,-0.10469517066543343,0.4707636641494996,8,-0.04097381709434217,0.27951312040517445,8,0.14066953503001678,0.24972321544532586
8,2017-09-01,143.00011,86.31924000000001,77.12563,306.44498,9,0.17380375740039608,0.46664203799324766,9,0.19334898396471592,0.281679406202053,9,0.19344350319422457,0.25167855580469944
9,2017-10-01,181.11149,130.96779,86.24991,398.32919000000004,10,0.2665129418431916,0.45467792606411794,10,0.5172491092368283,0.328792850958274,10,0.11830412276697122,0.21652922297760802
10,2017-11-01,195.04516999999998,126.08872,116.60865,437.74253999999996,11,0.076934268499475,0.44557051731823916,11,-0.03725396908659765,0.288043104058381,11,0.351985758593835,0.2663863786233799
11,2017-12-01,167.99393,111.19156,83.28948,362.47497,12,-0.1386921808932771,0.4634635323923194,12,-0.11814823720948234,0.30675651893977673,12,-0.2857349776367362,0.22977994866790388
12,2018-01-01,136.62798,75.63243,75.63244,287.89285,13,-0.1867088293011539,0.47457927489341956,13,-0.3198006215579671,0.2627103451857175,13,-0.09193285874758728,0.26271037992086294
