,Fecha,ventas_20463,ventas_20538,ventas_20549,ventas_20570,ventas_20661,ventas_20693,ventas_20708,ventas_20714,ventas_20786,ventas_20922,totales_ventas,edad_ventas_20463,diff_ventas_20463,fraccion_ventas_20463,edad_ventas_20538,diff_ventas_20538,fraccion_ventas_20538,edad_ventas_20549,diff_ventas_20549,fraccion_ventas_20549,edad_ventas_20570,diff_ventas_20570,fraccion_ventas_20570,edad_ventas_20661,diff_ventas_20661,fraccion_ventas_20661,edad_ventas_20693,diff_ventas_20693,fraccion_ventas_20693,edad_ventas_20708,diff_ventas_20708,fraccion_ventas_20708,edad_ventas_20714,diff_ventas_20714,fraccion_ventas_20714,edad_ventas_20786,diff_ventas_20786,fraccion_ventas_20786,edad_ventas_20922,diff_ventas_20922,fraccion_ventas_20922
0,2017-01-01,1.6731,5.02592,5.3475399999999995,2.43042,4.77966,4.7526,3.04752,0.51978,0.29628,1.91861,29.791430000000002,1,,0.05616044614172599,1,,0.1687035499806488,1,,0.17949927210610567,1,,0.08158117955398582,1,,0.16043741438393522,1,,0.15952909947592311,1,,0.10229519026109186,1,,0.017447299441483675,1,,0.009945141941826894,1,,0.06440140671327291
1,2017-02-01,0.61581,2.0715,0.01452,4.26127,3.9863,0.03659,0.78093,0.02293,1.4851999999999999,0.01529,13.29034,2,-0.6319347319347319,0.04633515771605542,2,-0.5878366547816122,0.15586508697294424,2,-0.9972847327930225,0.0010925228398972486,2,0.7533060129524938,0.3206291185929028,2,-0.1659867019829862,0.2999396554188982,2,-0.9923010562639397,0.002753127459493135,2,-0.7437490155930068,0.05875921910199438,2,-0.955885182192466,0.0017253132726476523,2,4.012825705413798,0.11175033896800231,2,-0.99203068888414,0.001150459657164527
2,2017-03-01,6.55527,6.6588,9.48453,6.09779,7.4691,4.06538,3.92425,4.48356,2.67412,2.10921,53.52201,3,9.644955424562772,0.12247802352714332,3,2.2144822592324407,0.12441236792115991,3,652.2045454545455,0.1772080308643117,3,0.43097949672280805,0.11393051195199881,3,0.8736923964578682,0.1395519338679545,3,110.10631320032796,0.07595716229640853,3,4.025098280255592,0.07332030317994409,3,194.53249018752726,0.0837703965153775,3,0.8005117155938595,0.04996299653170723,3,136.9470241988228,0.03940827334399437
3,2017-04-01,10.21743,9.9218,2.1223099999999997,7.87627,7.30363,6.9386,5.54083,5.71109,4.79352,1.7769199999999998,62.20239999999999,4,0.5586589110746011,0.16426102529805928,4,0.4900282333153119,0.15950831479171224,4,-0.7762345630199915,0.034119423044769975,4,0.2916597652592169,0.12662324926369403,4,-0.0221539409031878,0.11741717361387986,4,0.7067531202495215,0.11154875053052617,4,0.41194623176403133,0.08907743109590628,4,0.2737846711095649,0.09181462451609586,4,0.7925597953719355,0.07706326443995731,4,-0.15754239739049228,0.02856674340539915
4,2017-05-01,13.093,7.53577,11.59838,8.78701,7.2286,7.61854,6.542160000000001,4.9060500000000005,4.6679200000000005,3.21186,75.18929,5,0.28143770008700814,0.17413384273212315,5,-0.24048358160817584,0.10022398136755914,5,4.464979197195509,0.1542557457318722,5,0.11563087603649959,0.11686518119801372,5,-0.010272973849989653,0.09613869209298292,5,0.0979938316086819,0.10132480304043302,5,0.18071841222343968,0.08700920037946895,5,-0.1409608323454892,0.06524931941769899,5,-0.026202039419883402,0.0620822460220066,5,0.8075433896855235,0.04271698801784137
5,2017-06-01,9.64829,5.65904,15.73497,6.72306,4.97547,4.95222,2.47556,3.73048,2.30043,2.08214,58.28166,6,-0.2630955472389827,0.16554590243311532,6,-0.2490428980714645,0.09709812658047146,6,0.3566523945585504,0.26998150018376277,6,-0.2348864972271569,0.1153546415802158,6,-0.3116965940846084,0.08536939407697035,6,-0.34997781727207583,0.08497046926940652,6,-0.6215989825990194,0.042475797703771655,6,-0.23961639200578885,0.06400778563959915,6,-0.5071830708324051,0.03947090731458232,6,-0.35173388628396013,0.03572547521810463
6,2017-07-01,9.74169,7.036449999999999,12.272689999999999,4.96276,5.05404,2.47988,3.45935,5.0541,0.2277,0.96621,51.25487,7,0.009680471876363669,0.19006369541079707,7,0.24339994062597178,0.13728354008116692,7,-0.2200372800202353,0.23944436889606782,7,-0.26183017851990015,0.09682514071345807,7,0.015791472966373035,0.09860604465487864,7,-0.4992387252585708,0.048383304844983516,7,0.3974009920987574,0.06749309870457189,7,0.3548122493620124,0.09860721527534848,7,-0.9010185052359776,0.004442504682969638,7,-0.5359533941041428,0.01885108673575799
7,2017-08-01,3.2696899999999998,6.84433,3.82728,4.78185,3.76889,4.26258,2.82592,3.7382,0.15766,0.03249,33.50889,8,-0.6643611118809981,0.0975767923079517,8,-0.027303540848012734,0.20425415464373783,8,-0.6881466084452552,0.11421685409454028,8,-0.03645350571053202,0.14270392125791095,8,-0.2542817231363424,0.11247433143861225,8,0.7188654289723695,0.127207436593692,8,-0.1831066529839421,0.08433344106593803,8,-0.26036287370649575,0.1115584550846059,8,-0.3075977162933685,0.004705020070793153,8,-0.9663737696773993,0.0009695934422178711
8,2017-09-01,10.21183,8.06039,4.02872,5.52918,3.30045,5.6803799999999995,3.6144000000000003,3.1561,5.37756,5.916580000000001,54.87559000000001,9,2.1231798733213245,0.18609057324030592,9,0.1776740747450809,0.14688479886958844,9,0.05263267908279505,0.07341552045271858,9,0.1562847015276514,0.10075846109353903,9,-0.12429123694244187,0.060144228062058186,9,0.3326154582435989,0.10351378454427548,9,0.27901709885630177,0.0658653510604624,9,-0.15571665507463486,0.057513732426384835,9,33.10858810097679,0.0979954839665505,9,181.10464758387198,0.10781806628411648
9,2017-10-01,9.93155,6.21431,5.66936,6.61812,3.35621,3.59207,4.02603,3.0254,3.90315,2.14945,48.48565000000001,10,-0.027446598699743453,0.20483483257417398,10,-0.2290311014727575,0.12816802497233717,10,0.40723604519549644,0.11692861702379981,10,0.19694421234251733,0.13649646854275438,10,0.016894665878895244,0.06922068694551892,10,-0.3676356159271034,0.07408521902872292,10,0.11388612217795488,0.0830354960694556,10,-0.041411869078926536,0.06239784348564987,10,-0.27417825184656236,0.08050113796556299,10,-0.6367073545866024,0.04433167339202423
