,Fecha,ventas_20081,ventas_20093,ventas_20101,ventas_20106,ventas_20123,ventas_20125,ventas_20133,ventas_20134,ventas_20139,ventas_20140,ventas_20706,ventas_20802,ventas_20870,ventas_21065,totales_ventas,edad_ventas_20081,diff_ventas_20081,fraccion_ventas_20081,edad_ventas_20093,diff_ventas_20093,fraccion_ventas_20093,edad_ventas_20101,diff_ventas_20101,fraccion_ventas_20101,edad_ventas_20106,diff_ventas_20106,fraccion_ventas_20106,edad_ventas_20123,diff_ventas_20123,fraccion_ventas_20123,edad_ventas_20125,diff_ventas_20125,fraccion_ventas_20125,edad_ventas_20133,diff_ventas_20133,fraccion_ventas_20133,edad_ventas_20134,diff_ventas_20134,fraccion_ventas_20134,edad_ventas_20139,diff_ventas_20139,fraccion_ventas_20139,edad_ventas_20140,diff_ventas_20140,fraccion_ventas_20140,edad_ventas_20706,diff_ventas_20706,fraccion_ventas_20706,edad_ventas_20802,diff_ventas_20802,fraccion_ventas_20802,edad_ventas_20870,diff_ventas_20870,fraccion_ventas_20870,edad_ventas_21065,diff_ventas_21065,fraccion_ventas_21065
0,2017-01-01,72.78453,98.02611,88.67313,68.50116,63.83286,42.9156,35.6265,71.35947,39.85254,20.27025,4.74727,3.32681,1.73123,,611.6474599999999,1,,0.11899751860328173,1,,0.16026570273013152,1,,0.14497424709325207,1,,0.11199451396397528,1,,0.1043621762117675,1,,0.07016394705538384,1,,0.058246788108954145,1,,0.11666764707892356,1,,0.06515606228463698,1,,0.03314041392406012,1,,0.007761448073372202,1,,0.005439097221134542,1,,0.0028304376511266807,,,
1,2017-02-01,107.21529,96.79761,91.54782,94.47984,74.55357,71.79354000000001,58.82058,68.59125,33.89841,48.00159,3.7903700000000002,3.11961,1.8372300000000001,,754.44671,2,0.47305052323618757,0.14211115056754636,2,-0.012532375302865703,0.12830277966219775,2,0.03241895261845388,0.1213443160220024,2,0.3792443806791009,0.12523063424850775,2,0.167949704901206,0.09881886820077722,2,0.6729007633587789,0.09516051836186018,2,0.6510344827586206,0.0779651885551996,2,-0.03879260874555261,0.09091596409771606,2,-0.1494040279490341,0.04493148362990409,2,1.368080808080808,0.06362489141214493,2,-0.20156848041084666,0.005024039404983289,2,-0.062281885650217424,0.004134964018863572,2,0.061228144151845854,0.002435201818296749,,,
2,2017-03-01,118.09161,88.48476000000001,103.10391,120.63051,97.79679,93.56256,80.63055,82.75176,90.31932,87.08427,3.4550400000000003,4.77687,6.15295,,976.8409000000001,3,0.10144373997402803,0.12089134474201478,3,-0.08587866993823501,0.09058257081577972,3,0.12623009482912861,0.1055483139577796,3,0.27678571428571436,0.12349043738852457,3,0.31176535208173145,0.10011537190959141,3,0.3032169746748802,0.09578075610879928,3,0.3707880813143971,0.08254215195125428,3,0.20644776119402988,0.08471365193656408,3,1.6644116936458084,0.09246062485712872,3,0.8141955297730763,0.0891488777752856,3,-0.0884689357503357,0.003536952639882298,3,0.531239481858309,0.0048901207965391285,3,2.349036320983219,0.006298825120856425,,,
3,2017-04-01,92.49786,98.17353,47.796839999999996,47.98521,60.8517,83.89836,71.69526,59.12361,74.529,78.35373,5.43529,1.61775,1.94327,,723.90141,4,-0.21672792842776892,0.12777687503053764,4,0.1094964827841539,0.13561726589260267,4,-0.5364206847247598,0.06602672593219565,4,-0.6022133206599225,0.06628694092473172,4,-0.37777405577422324,0.08406075628447801,4,-0.10329131652661072,0.1158974949364997,4,-0.1108176739461655,0.09904008889829348,4,-0.28553048297703887,0.08167356657034278,4,-0.1748277112803773,0.10295462748166216,4,-0.10025392645537483,0.10823812319967714,4,0.5731482124664258,0.00750832906928583,4,-0.661336816785887,0.0022347656430176037,4,-0.6841726326396281,0.0026844401366755174,,,
4,2017-05-01,138.4929,93.21039,121.53141,75.30705,105.57729,96.86313,91.75257,81.44136,76.59288,23.48073,5.23306,3.90879,1.89891,,915.29047,5,0.4972551797414555,0.15131032665509997,5,-0.05055476766497034,0.1018369501869718,5,1.5426662097326935,0.1327790619299248,5,0.5693804403481822,0.0822766678647927,5,0.7349932705248992,0.11534839863458865,5,0.15452948067161268,0.10582774886752618,5,0.2797578249942883,0.1002442099063918,5,0.377476104723646,0.08897870421397483,5,0.02769230769230766,0.08368150058418065,5,-0.7003240305215845,0.02565385609226326,5,-0.03720684636882303,0.005717376255430694,5,1.4161891515994438,0.004270545939367204,5,-0.02282750209698084,0.002074652869487432,,,
5,2017-06-01,173.94741,132.53058,88.84512,98.82054000000001,77.02695,68.12442,66.90411,71.40861,62.17848,69.90165,4.20224,4.18002,2.36007,,920.4301999999999,6,0.25600236546422234,0.1889849007561899,6,0.42184342324927493,0.1439876483844185,6,-0.26895343351977896,0.09652564637709628,6,0.3122349102773247,0.10736342636302026,6,-0.2704212241098441,0.08368581343810753,6,-0.2966940052422423,0.07401367317152349,6,-0.2708203159867893,0.07268786921593838,6,-0.1231898632341111,0.07758177643454116,6,-0.1881950384944396,0.06755371564296783,6,1.9769794209975584,0.07594454201959042,6,-0.19698226276786437,0.004565517298324197,6,0.0693897600024559,0.004541376412899099,6,0.24285511161666418,0.002564094485383031,,,
6,2017-07-01,82.24398,64.97946,95.70833999999999,87.45282,47.26449,62.69445,53.136720000000004,57.690360000000005,62.37504,83.80008000000001,3.0431500000000002,3.25524,1.74848,,705.3926099999999,7,-0.5271905456942417,0.11659319765201397,7,-0.5097021381782226,0.0921181468005456,7,0.07724926253687314,0.13568095078285553,7,-0.11503397977788833,0.12397751090701109,7,-0.3863902179691653,0.06700451540029603,7,-0.07970666025486892,0.08887880183491008,7,-0.20577794099644997,0.07532928364531635,7,-0.19210918683335232,0.08178475246572262,7,0.0031612223393045,0.08842599017304704,7,0.19882835383714123,0.11879920318416722,7,-0.27582670194943637,0.0043141223155144775,7,-0.2212381758938952,0.0046147917540559445,7,-0.25914061871046196,0.0024787330845442235,,,
7,2017-08-01,111.19563000000001,86.51916,84.47985,83.85741,71.19567,56.42091,48.18996,44.29152,45.06138,45.7002,3.22321,2.95441,1.94577,,685.0350800000001,8,0.3520215096594306,0.162321074126598,8,0.33148474918074106,0.12629887508826554,8,-0.11731986992983051,0.12332193265197454,8,-0.041112567896609865,0.12241330765133954,8,0.5063247270836944,0.10392996224368538,8,-0.10006531678641417,0.08236207407071765,8,-0.09309494451294706,0.07034670399653109,8,-0.23225440090857477,0.06465584215044869,8,-0.2775735294117647,0.06577966780912883,8,-0.4546520719311963,0.06671220399399107,8,0.05916895322281177,0.004705175098478167,8,-0.09241407699585896,0.004312786434236331,8,0.11283514824304537,0.0028403946846050567,,,
8,2017-09-01,138.89421,117.14976,103.94748,102.30129000000001,81.79353,87.82137,83.41515,71.24481,81.44136,71.97372,5.08022,4.19238,2.56227,,951.81755,9,0.24909773882300928,0.145925245862508,9,0.35403256342294587,0.12308005877807149,9,0.23044110518662142,0.10920945931286936,9,0.21994335384314884,0.10747993667483859,9,0.14885540089727362,0.0859340427164849,9,0.5565394106546669,0.09226702113235882,9,0.7309653297076818,0.0876377515837988,9,0.6085428994082841,0.07485133048870553,9,0.8073427844420211,0.08556404533620966,9,0.5749103942652329,0.0756171390199729,9,0.5761368325365086,0.005337388452230157,9,0.4190244414282377,0.004404604642980159,9,0.31684114772043964,0.0026919759989716516,,,
9,2017-10-01,157.96053,128.55843,129.95073,110.6469,100.14732000000001,91.67067,85.6674,82.82547,81.5724,93.04659,3.28731,4.73243,2.6387300000000002,,1072.7049099999997,10,0.1372722448257564,0.1472544112807315,10,0.09738534675615201,0.11984510260142281,10,0.2501575795776867,0.12114303643860456,10,0.08157873669041703,0.10314756553132588,10,0.22439170922198862,0.09335961741799059,10,0.04383101743914949,0.08545749082103113,10,0.027000490918016734,0.07986110551130042,10,0.16254741924359115,0.07721179350246474,10,0.0016090104585679648,0.07604365304900117,10,0.2927856167501137,0.08674015484836367,10,-0.35291975544366183,0.0030645054099733737,10,0.12881704425648435,0.004411679256693252,10,0.029840727167706926,0.002459884331097171,,,
10,2017-11-01,141.64605,130.54041,121.16286,99.20547,92.48967,94.38156,80.03268,82.01466,77.53473,74.53719,6.2367799999999995,3.47228,1.9507,,1005.2050399999999,11,-0.1032820034219941,0.1409125943101121,11,0.01541695865452014,0.12986446028961415,11,-0.06762462973466943,0.12053546806729103,11,-0.10340488527017021,0.09869177536157202,11,-0.07646385345109588,0.09201075036392577,11,0.029572053962297777,0.09389284399131147,11,-0.06577437858508606,0.07961826375243801,11,-0.00978938000593283,0.08158998088588972,11,-0.04949799196787155,0.07713324835697202,11,-0.19892615086700116,0.07415122988241285,11,0.8972290413742541,0.0062044854052860695,11,-0.266279691405895,0.0034543002291353418,11,-0.26074285735941155,0.0019405991040395104,,,
11,2017-12-01,124.75827,115.66736999999999,97.3791,105.37254,85.24971000000001,61.38405,67.82139,58.69773,64.2096,56.60928,3.68681,2.46857,1.51417,,844.8185900000001,12,-0.11922520959814979,0.14767462680952603,12,-0.11393437480394014,0.1369138550798225,12,-0.1962957955928079,0.11526628456412161,12,0.06216461652769747,0.12472800817510418,12,-0.07827857965111126,0.10090889453557124,12,-0.34961818812912177,0.07265944514786304,12,-0.15257879656160464,0.08027923485916662,12,-0.28430197723187545,0.06947968557368037,12,-0.1718601457695152,0.07600400933412224,12,-0.24052301944841223,0.06700761639253226,12,-0.40886002071581806,0.004364025654312365,12,-0.2890636699805315,0.002922011931579299,12,-0.22378120674629623,0.0017923019425981142,,,
12,2018-01-01,99.74601,90.94176,84.26691,73.52982,72.57978,75.21696,67.88691,67.32999,54.65187,59.9508,4.26386,3.59803,2.68804,,756.65074,13,-0.20048578743517362,0.13182569543247918,13,-0.21376478085392614,0.12018987782923465,13,-0.13465096719932715,0.11136830448351903,13,-0.3021918234105394,0.09717801901574827,13,-0.14862138533961003,0.09592243311623537,13,0.22535023348899264,0.09940776638902117,13,0.0009660669001329296,0.08972027173329665,13,0.14706292730570664,0.08898423861978909,13,-0.14885204081632641,0.07222866127111698,13,0.059027777777777825,0.07923179986581391,13,0.1565174229211704,0.005635175880486154,13,0.4575361444074909,0.004755205816622871,13,0.7752564111031126,0.003552550546636616,,,
13,2018-02-01,92.72718,92.20302,83.74275,71.51508,58.132619999999996,60.40125,78.58305,68.86152,58.68954,61.80993,4.06662,3.85698,2.17756,1.30247,738.0695699999999,14,-0.07036702520732402,0.12563474199322433,14,0.013868876080691565,0.12492456503795436,14,-0.006220235202643539,0.11346186511930036,14,-0.027400311873468523,0.09689476833464358,14,-0.19905213270142186,0.07876306294540772,14,-0.19697299651567948,0.08183679757993546,14,0.15755820967547352,0.1064710607158618,14,0.02274662449823628,0.09329949749858947,14,0.07387981417653226,0.07951762596038205,14,0.03101092896174864,0.08374539814722345,14,-0.046258554455352624,0.0055098058032659455,14,0.07196993910556611,0.0052257675384178226,14,-0.18990788827547203,0.0029503451822299087,1.0,,0.0017646981435638922
14,2018-03-01,161.04816,155.85569999999998,147.81312,141.56414999999998,114.13584,143.49699,113.34141,121.06457999999999,78.69771,110.95812,5.50435,3.93344,2.61161,1.82351,1301.8486899999998,15,0.7367956191485602,0.12370727968393933,15,0.6903535263812399,0.1197187516469368,15,0.7650855745721271,0.11354093692716319,15,0.9795006871278056,0.10874086296465069,15,0.9633699633699635,0.08767212416982192,15,1.3757288135593222,0.11022555163457592,15,0.44231370505471596,0.08706189196226792,15,0.7580875356803044,0.0929943555882827,15,0.3409154339938599,0.060450734869964044,15,0.7951503908837948,0.08523119533960587,15,0.35354422099925714,0.004228102729818778,15,0.019823799967850487,0.003021426399407446,15,0.19932860633002075,0.002006077987450293,2.0,0.4000399241441261,0.0014007080961152254
15,2018-04-01,104.53716,72.42417,86.59287,79.37748,51.66252,49.0581,50.10642,63.80829,43.84926,48.86154,3.70165,2.69296,1.40075,2.7674,660.8405699999998,16,-0.3508950366151342,0.1581881693492275,16,-0.5353126642143983,0.10959401297048095,16,-0.4141733156028368,0.13103443391800237,16,-0.43928261498409016,0.12011593053374435,16,-0.5473593570608496,0.0781769799635637,16,-0.6581245362707608,0.0742359083674297,16,-0.5579160343955488,0.07582225165140816,16,-0.47294006223785684,0.09655625410528293,16,-0.4428140285149339,0.0663537651751617,16,-0.559639799232359,0.07393846900168373,16,-0.3275046099902804,0.005601426679963067,16,-0.315367718841523,0.004075052474456888,16,-0.4636450312259488,0.0021196489192544586,3.0,0.517622606950332,0.004187696890340737
16,2018-05-01,85.36437,70.57323,60.55686,81.4905,83.22678,61.57242,45.4545,46.50282,56.43729,45.06138,3.59067,2.9741400000000002,1.50681,2.2435899999999998,646.5553600000001,17,-0.18340645565653407,0.13202948313660254,17,-0.02555693769082902,0.10915264858371909,17,-0.3006715218008134,0.09366075010189381,17,0.026619892695006083,0.12603793122989498,17,0.6109701965757769,0.1287233625284616,17,0.2550918196994991,0.09523147406897994,17,-0.09284079764628958,0.07030256465587108,17,-0.27121037094082917,0.07192395713802449,17,0.2870750840493088,0.08728918433218154,17,-0.0777740529668119,0.06969454247506354,17,-0.02998122458903464,0.005553538369862094,17,0.1044129879389224,0.004599977332180805,17,0.07571658040335538,0.0023305196944001824,4.0,-0.1892787453927875,0.0034700663528641996
17,2018-06-01,106.57647,107.39547,111.92454,74.7747,97.05969,77.62482,90.31932,74.67642,42.52248,78.20631,2.76203,2.59439,1.70163,1.60776,869.7460299999999,18,0.24848891873740775,0.12253746073437094,18,0.5217593129859581,0.12347911493197619,18,0.8482553421693264,0.1286864626447332,18,-0.08241206030150756,0.08597302824135915,18,0.16620743948041722,0.11159543895819796,18,0.26070763500931093,0.08924998484902542,18,0.987027027027027,0.10384562491190677,18,0.6058471292708699,0.08586002973764652,18,-0.24655347554781593,0.04889068593966449,18,0.7355507088331517,0.08991855932932515,18,-0.2307758719124842,0.0031756741677797604,18,-0.12768396914738378,0.002982928246306569,18,0.12929300973579946,0.0019564676828705964,5.0,-0.28339848189731626,0.0018485396248373795
18,2018-07-01,86.33898,84.86478,80.33570999999999,81.40041,60.49134,56.81403,58.370129999999996,55.98684,86.05233,47.10069,2.26143,2.20223,1.45012,0.91592,704.58494,19,-0.18988703604088214,0.12253878148460001,19,-0.20979180965454136,0.12044648584172123,19,-0.28223327967217915,0.11401848867221033,19,0.08860898138006569,0.11552959108095612,19,-0.3767614547295587,0.08585386454612556,19,-0.26809453471196454,0.0806347493036113,19,-0.3537359448676098,0.08284328359331665,19,-0.25027418293485404,0.07946073897066265,19,1.0236902927580893,0.1221319462207069,19,-0.3977379830348728,0.06684884578997673,19,-0.18124350568241487,0.003209591734958173,19,-0.15115691935291148,0.0031255706373741116,19,-0.14780533958616146,0.002058119493726335,6.0,-0.43031298203712004,0.0012999426300539436
