,Fecha,ventas_20783,totales_ventas,edad_ventas_20783,diff_ventas_20783,fraccion_ventas_20783
0,2017-01-01,,0.0,,,
1,2017-02-01,,0.0,,,
2,2017-03-01,,0.0,,,
3,2017-04-01,,0.0,,,
4,2017-05-01,,0.0,,,
5,2017-06-01,,0.0,,,
6,2017-07-01,,0.0,,,
7,2017-08-01,,0.0,,,
8,2017-09-01,,0.0,,,
9,2017-10-01,,0.0,,,
10,2017-11-01,,0.0,,,
11,2017-12-01,,0.0,,,
12,2018-01-01,,0.0,,,
13,2018-02-01,,0.0,,,
14,2018-03-01,,0.0,,,
15,2018-04-01,,0.0,,,
16,2018-05-01,,0.0,,,
17,2018-06-01,,0.0,,,
18,2018-07-01,,0.0,,,
19,2018-08-01,3.68756,3.68756,1.0,,1.0
20,2018-09-01,3.00031,3.00031,2.0,-0.1863698488973739,1.0
21,2018-10-01,2.61159,2.61159,3.0,-0.12955994547230112,1.0
22,2018-11-01,4.39191,4.39191,4.0,0.6816996542336278,1.0
23,2018-12-01,1.98233,1.98233,5.0,-0.548640568681963,1.0
24,2019-01-01,2.62011,2.62011,6.0,0.32173250669666503,1.0
25,2019-02-01,2.33021,2.33021,7.0,-0.11064420959425361,1.0
26,2019-03-01,3.31601,3.31601,8.0,0.4230519996051857,1.0
27,2019-04-01,4.52933,4.52933,9.0,0.36589756966957276,1.0
28,2019-05-01,4.83643,4.83643,10.0,0.06780252266891575,1.0
29,2019-06-01,3.70474,3.70474,11.0,-0.23399284182754632,1.0
30,2019-07-01,4.87945,4.87945,12.0,0.31708298018214504,1.0
31,2019-08-01,3.42122,3.42122,13.0,-0.29885130496264956,1.0
32,2019-09-01,3.28383,3.28383,14.0,-0.040158189183975276,1.0
33,2019-10-01,4.59595,4.59595,15.0,0.3995700142821036,1.0
34,2019-11-01,3.32885,3.32885,16.0,-0.27569925695449254,1.0
35,2019-12-01,3.65745,3.65745,17.0,0.09871276867386629,1.0
