,Fecha,ventas_20142,ventas_20240,ventas_20259,ventas_20285,ventas_20565,totales_ventas,edad_ventas_20142,diff_ventas_20142,fraccion_ventas_20142,edad_ventas_20240,diff_ventas_20240,fraccion_ventas_20240,edad_ventas_20259,diff_ventas_20259,fraccion_ventas_20259,edad_ventas_20285,diff_ventas_20285,fraccion_ventas_20285,edad_ventas_20565,diff_ventas_20565,fraccion_ventas_20565
0,2017-01-01,35.61193,18.86412,19.60279,16.01754,3.48569,93.58207,1,,0.3805422342121733,1,,0.20157835790552614,1,,0.2094716434462285,1,,0.1711603515502489,1,,0.0372474128858231
1,2017-02-01,65.38943,40.1101,19.11314,9.8512,1.51048,135.97435000000002,2,0.8361664195116637,0.48089533062669537,2,1.1262640398810018,0.2949828405136704,2,-0.02497858723171536,0.14056430495898675,2,-0.3849742220091225,0.07244895820424954,2,-0.5666625546161592,0.011108565696397886
2,2017-03-01,73.18238,34.57451,35.10566,21.12155,12.05047,176.03457,3,0.11917751844602392,0.41572731992358086,3,-0.13800987781132448,0.19640750109481334,3,0.8367290774828207,0.19942480616165337,3,1.1440585918466784,0.11998523926294703,3,6.977907684974314,0.06845513355700532
3,2017-04-01,46.475590000000004,27.1052,21.04679,21.31238,5.57708,121.51704000000001,4,-0.36493470149508656,0.3824615049872841,4,-0.21603516579121432,0.22305678281827798,4,-0.4004730291354727,0.17320031824343318,4,0.009034848294751183,0.17538593764298405,4,-0.5371898357491451,0.045895456308020666
4,2017-05-01,60.34351,32.72377,29.95185,22.19212,9.12082,154.33207000000002,5,0.2983914781931762,0.390997865835662,5,0.2072875315437629,0.21203480261749874,5,0.42310775182343713,0.1940740508437423,5,0.041278355584875935,0.14379461119130973,5,0.6354113622182219,0.05909866951178714
5,2017-06-01,42.00236,20.59038,21.60285,22.99719,8.40716,115.59994000000002,6,-0.30394569357997236,0.3633424031188943,6,-0.3707821562124413,0.1781175664970068,6,-0.2787473895602442,0.18687596204634704,6,0.03627729121868486,0.19893773301266415,6,-0.07824515778186619,0.07272633532508752
6,2017-07-01,27.453780000000002,8.67265,16.357779999999998,11.32849,4.39862,68.21132,7,-0.34637529891177543,0.4024812890294456,7,-0.5788008769143648,0.12714385236937215,7,-0.2427952793265704,0.23981034233027596,7,-0.5073967732579502,0.16607932524982658,7,-0.47680072699936715,0.06448519102107979
7,2017-08-01,25.02214,13.02147,15.28717,17.154519999999998,4.7887,75.274,8,-0.0885721383357775,0.3324141137710232,8,0.5014407361071874,0.17298761856683584,8,-0.0654495903478344,0.20308698886733798,8,0.514281250193097,0.22789435927411852,8,0.08868235946728752,0.06361691952068443
8,2017-09-01,35.5787,12.34924,15.88468,11.70194,4.11644,79.63099999999999,9,0.4218887753005937,0.44679459004658995,9,-0.051624739756724915,0.1550808102372192,9,0.03908571697704675,0.1994785950195276,9,-0.31785092208933846,0.1469520664062991,9,-0.14038465554325819,0.05169393829036431
9,2017-10-01,39.81128,19.21268,7.35309,7.95071,0.91294,75.2407,10,0.11896387445297324,0.529118947590865,10,0.5557783312981203,0.2553495647967124,10,-0.5370954907495775,0.09772755968511722,10,-0.32056479523908005,0.10567033533712472,10,-0.7782209870664943,0.01213359259018058
