,Fecha,ventas_20801,ventas_20862,ventas_20865,ventas_20882,ventas_20885,ventas_20937,ventas_20976,ventas_21028,ventas_21057,ventas_21080,ventas_21074,ventas_21135,ventas_21163,ventas_21140,ventas_21112,totales_ventas,edad_ventas_20801,diff_ventas_20801,fraccion_ventas_20801,edad_ventas_20862,diff_ventas_20862,fraccion_ventas_20862,edad_ventas_20865,diff_ventas_20865,fraccion_ventas_20865,edad_ventas_20882,diff_ventas_20882,fraccion_ventas_20882,edad_ventas_20885,diff_ventas_20885,fraccion_ventas_20885,edad_ventas_20937,diff_ventas_20937,fraccion_ventas_20937,edad_ventas_20976,diff_ventas_20976,fraccion_ventas_20976,edad_ventas_21028,diff_ventas_21028,fraccion_ventas_21028,edad_ventas_21057,diff_ventas_21057,fraccion_ventas_21057,edad_ventas_21080,diff_ventas_21080,fraccion_ventas_21080,edad_ventas_21074,diff_ventas_21074,fraccion_ventas_21074,edad_ventas_21135,diff_ventas_21135,fraccion_ventas_21135,edad_ventas_21163,diff_ventas_21163,fraccion_ventas_21163,edad_ventas_21140,diff_ventas_21140,fraccion_ventas_21140,edad_ventas_21112,diff_ventas_21112,fraccion_ventas_21112
0,2017-01-01,1.73847,0.02402,0.05676,0.28391,0.30357,0.9281699999999999,0.91287,0.71629,0.64643,0.04696,,,,,,5.65745,1,,0.30728861943101576,1,,0.004245729082890701,1,,0.010032788623849967,1,,0.05018338650805575,1,,0.05365845036191217,1,,0.1640615471634747,1,,0.16135714853865257,1,,0.12661004516168944,1,,0.11426172568913556,1,,0.00830055943932337,,,,,,,,,,,,,,,
1,2017-02-01,1.33444,2.60328,2.31501,0.17035,0.54379,0.89537,0.61584,0.38545,0.46076999999999996,0.85387,,,,,,10.178170000000001,2,-0.23240550599089999,0.13110804791038072,2,107.37968359700248,0.25577092935174,2,39.785940803382665,0.22744854919892277,2,-0.3999859110281427,0.01673680042679578,2,0.7913166650196001,0.05342708954556663,2,-0.03533835396532956,0.08796964483792272,2,-0.32538039370337496,0.06050596521771595,2,-0.4618799648187186,0.037870265479943835,2,-0.2872082050647402,0.04527041698065565,2,17.18292163543441,0.0838922910503558,,,,,,,,,,,,,,,
2,2017-03-01,2.36741,0.48265,0.41713999999999996,1.45884,1.62485,0.9237599999999999,1.09083,1.04061,0.7009799999999999,0.71411,,,,,,10.821179999999998,3,0.774085009442163,0.218775586396308,3,-0.8145992747610706,0.0446023446611183,3,-0.8198107135606326,0.038548476229024936,3,7.563780452010566,0.13481339373340062,3,1.988010077419592,0.15015460421137067,3,0.03170756223684054,0.08536592127660755,3,0.7712879968823069,0.10080508780003661,3,1.6997275911272538,0.09616418911800748,3,0.5213230027996615,0.06477851768476267,3,-0.16367831168679073,0.06599187888936328,,,,,,,,,,,,,,,
3,2017-04-01,1.07886,0.62244,4.14743,1.58553,0.8167949999999999,0.24678,0.26208,0.45427,0.42806,0.41275,,,,,,10.054995000000002,4,-0.5442867944293553,0.10729592605466236,4,0.2896301667875271,0.061903561364277146,4,8.942537277652589,0.4124745959595205,4,0.08684297112774547,0.15768580690492634,4,-0.49731052097116657,0.08123276043399323,4,-0.7328526890101325,0.024543025630544814,4,-0.759742581337147,0.026064657416537743,4,-0.5634579717665601,0.045178540615882945,4,-0.38934063739336355,0.042571875968113355,4,-0.42200781392222486,0.041049249651541345,,,,,,,,,,,,,,,
4,2017-05-01,3.80448,4.31121,3.53371,3.17109,0.00874,1.62708,1.41522,0.11903,0.76001,0.72833,,,,,,19.478900000000003,5,2.5263889661309165,0.19531287701050876,5,5.92630614999036,0.22132717966620288,5,-0.14797597548361272,0.18141219473378883,5,1.0000189211178594,0.1627961537869181,5,-0.9892996406687112,0.0004486906344814131,5,5.593240943350353,0.08353038415926976,5,4.399954212454213,0.07265399996919743,5,-0.7379752129790652,0.006110714670746293,5,0.7754754006447694,0.03901709028743922,5,0.76457904300424,0.0373907150814471,,,,,,,,,,,,,,,
5,2017-06-01,2.66659,1.62268,1.87167,1.12039,1.9939799999999999,1.66198,2.1282,0.00218,0.76437,0.95434,,,,,,14.78638,6,-0.2990921229708134,0.1803409624262328,6,-0.6236137882404243,0.10974153241023157,6,-0.4703385393821225,0.12658067762359684,6,-0.6466861552336893,0.0757717575228014,6,227.1441647597254,0.13485247910577167,6,0.021449467758192547,0.11239938375721442,6,0.5037944630516812,0.14392975156867335,6,-0.9816852894228346,0.00014743297548149042,6,0.005736766621491863,0.051694194251737074,6,0.310312633009762,0.06454182835825943,,,,,,,,,,,,,,,
6,2017-07-01,2.34998,1.8017699999999999,1.25359,2.42855,2.26262,1.5833599999999999,1.1749399999999999,1.70892,0.75676,0.75231,,,,,,16.0728,7,-0.11873216354970201,0.14620850131899854,7,0.1103668006014741,0.11210056741824696,7,-0.33022915364353755,0.07799450002488675,7,1.1675934272887118,0.15109688417699466,7,0.13472552382671854,0.14077323179533124,7,-0.047305021721079754,0.09851177143994823,7,-0.4479184287191054,0.07310113981384699,7,782.9082568807339,0.10632372704195908,7,-0.009955911404162913,0.047083271116420286,7,-0.21169604124316274,0.04680640585336718,,,,,,,,,,,,,,,
7,2017-08-01,2.29535,2.2888,2.06387,1.30816,3.30653,1.42174,1.27649,0.88775,0.79712,0.748,,,,,,16.39381,8,-0.023247006357500898,0.14001321230391228,8,0.27030642090832924,0.13961367125762714,8,0.6463676321604354,0.12589324873229593,8,-0.4613411294805542,0.07979597177227259,8,0.46137221451237936,0.201693810041717,8,-0.10207407033144698,0.0867241965107562,8,0.08642994535891198,0.0778641450645091,8,-0.48051986049668793,0.05415153646406785,8,0.05333262857444905,0.048623230353407786,8,-0.005729021281120862,0.04562697749943424,,,,,,,,,,,,,,,
8,2017-09-01,3.86997,2.13814,2.86975,2.48533,2.11847,1.2885,1.20879,0.9423,0.79384,0.86155,,,,,,18.57664,9,0.6860043130677238,0.2083245409288224,9,-0.06582488640335557,0.1150983170261145,9,0.3904703300110955,0.1544816500723489,9,0.8998669887475537,0.13378791859022943,9,-0.3593071891076144,0.11403946031144489,9,-0.09371615063232379,0.0693613053813822,9,-0.05303605982028835,0.06507043254323709,9,0.06144747958321598,0.050724996554812926,9,-0.004114813327980807,0.04273323916488665,9,0.15180481283422465,0.04637813942672087,,,,,,,,,,,,,,,
9,2017-10-01,3.23225,3.49871,2.85446,1.73186,2.09004,1.83884,1.12356,1.20005,0.51209,0.80039,,,,,,18.88225,10,-0.1647868071328718,0.17117928213004277,10,0.6363334486984015,0.18529094784784653,10,-0.005327990243052463,0.1511716029604523,10,-0.3031669838612981,0.09171894239298813,10,-0.013420062592342462,0.11068808007520291,10,0.42711680248350803,0.0973845807570602,10,-0.07050852505397971,0.05950350196613221,10,0.273532845166083,0.06355439632459056,10,-0.354920386979744,0.02712017900409115,10,-0.07098833497765654,0.0423884865415933,,,,,,,,,,,,,,,
10,2017-11-01,2.33247,3.51185,2.33469,2.13813,1.96774,1.13565,0.96092,0.97402,0.48046,0.57656,,,,,,16.412490000000002,11,-0.27837574445046026,0.14211554736667012,11,0.0037556699469232743,0.21397423547554328,11,-0.18209048296350266,0.1422508102061296,11,0.23458593650756984,0.1302745652853406,11,-0.058515626495186726,0.11989283771079219,11,-0.38240956255030345,0.06919425388834965,11,-0.14475417423190565,0.058548093555578704,11,-0.18835048539644186,0.05934626616680345,11,-0.06176648635981965,0.029274046777789352,11,-0.2796511700545985,0.03512934356700293,,,,,,,,,,,,,,,
11,2017-12-01,2.01579,1.56585,2.05728,1.92408,2.17521,1.0461099999999999,0.90082,0.50665,0.37341,0.71191,,,,,,13.27711,12,-0.13577023498694513,0.1518244557738845,12,-0.5541238948132751,0.11793605686779728,12,-0.11882091412564415,0.1549493828099639,12,-0.10011084452301772,0.14491707909326654,12,0.10543567747771546,0.16383158684382368,12,-0.07884471448069402,0.07879048979785509,12,-0.06254422844773763,0.06784759635191694,12,-0.4798361429950103,0.0381596597452307,12,-0.22280730966157428,0.02812434332471449,12,0.23475440543915654,0.053619349391546806,,,,,,,,,,,,,,,
12,2018-01-01,2.0289099999999998,1.8891,2.11623,1.54622,1.6751,1.35618,0.77198,0.61472,0.47493,0.42806,,,,,,12.90143,13,0.006508614488612305,0.15726241199618957,13,0.20643739821822016,0.14642562878688642,13,0.028654339710685876,0.16403065396626576,13,-0.1963847657062077,0.11984872994699038,13,-0.22991343364548705,0.12983832024822056,13,0.29640286394356247,0.10511857987835457,13,-0.14302524366688124,0.059836777783548026,13,0.2133030691799072,0.047647431331255534,13,0.27187274041937814,0.036812198337703654,13,-0.3987161298478741,0.03317926772458557,,,,,,,,,,,,,,,
13,2018-02-01,1.89348,1.24267,1.39336,0.99584,1.4020899999999998,0.7796299999999999,0.6507999999999999,0.38326,0.4095,0.27629,,,,,,9.426919999999997,14,-0.06675012691543722,0.20085881708978123,14,-0.3421894023609126,0.13182142205513575,14,-0.3415838543069515,0.14780649459208314,14,-0.3559519343948468,0.10563789657703686,14,-0.1629813145483853,0.14873256588578243,14,-0.42512793287026795,0.08270251577397497,14,-0.15697297857457457,0.06903633424278557,14,-0.37652915148360233,0.04065590882281807,14,-0.1377676710252038,0.04343942666321557,14,-0.35455310003270574,0.02930861829738664,,,,,,,,,,,,,,,
14,2018-03-01,2.81947,1.86076,2.69939,2.4918899999999997,2.19922,1.6619599999999999,1.54073,0.72065,0.32537,0.54048,,,,,,16.85992,15,0.4890413418678834,0.16722914462227578,15,0.49738868726210506,0.11036588548462864,15,0.9373241660446692,0.16010692814675279,15,1.5022995661953726,0.14779963368746707,15,0.5685298375995836,0.1304407138349411,15,1.1317291535728486,0.09857460770869612,15,1.3674400737553782,0.09138418213135056,15,0.8803162344100611,0.04274338193775534,15,-0.20544566544566542,0.019298430834784507,15,0.9562054363169133,0.03205709161134809,,,,,,,,,,,,,,,
15,2018-04-01,2.3870899999999997,1.98965,2.0289099999999998,1.74278,1.98082,1.91533,1.02423,0.8309799999999999,1.26342,0.76106,,,,,,15.92427,16,-0.15335506318563427,0.1499026328993417,16,0.06926739611771532,0.12494450295052771,16,-0.24838204186871862,0.12740992208748028,16,-0.3006192087130651,0.10944175149002121,16,-0.09930793645019595,0.12439000343500832,16,0.15245252593323552,0.12027741303055023,16,-0.33523070232941526,0.06431880393889328,16,0.15309789773121477,0.052183239796863526,16,2.8830254786858043,0.07933927269507488,16,0.40811870929544114,0.047792457676238846,,,,,,,,,,,,,,,
16,2018-05-01,2.75834,2.06824,1.7166000000000001,1.8214,2.31279,1.43262,0.9444899999999999,0.7195699999999999,0.65188,0.50007,,,,,,14.925999999999998,17,0.1555240900007961,0.184801018357229,17,0.03949940944387201,0.13856626021707089,17,-0.15392994267858096,0.11500736969047302,17,0.045111832818829634,0.12202867479565858,17,0.16759220928706298,0.15495042208227258,17,-0.25202445531579415,0.09598150877663139,17,-0.07785360709996782,0.06327817231676269,17,-0.13407061541794027,0.04820916521506097,17,-0.4840353959886657,0.04367412568672116,17,-0.3429295981919953,0.033503282862119795,,,,,,,,,,,,,,,
17,2018-06-01,3.08595,1.83022,2.0289099999999998,2.1686199999999998,1.50908,1.4151799999999999,1.05261,0.86155,0.8364199999999999,0.62566,,,,,,15.414200000000001,18,0.11877070991973432,0.20020176201165157,18,-0.1150833558968011,0.1187359707282895,18,0.181935220785273,0.13162603313827506,18,0.1906335785659382,0.14068975360381983,18,-0.34750669105279774,0.09790193457980303,18,-0.012173500300149461,0.09181014908331278,18,0.11447447828987084,0.06828833153845155,18,0.1973122837250026,0.05589326724708386,18,0.283088912069706,0.05426295234264509,18,0.2511448397224388,0.040589845726667614,,,,,,,,,,,,,,,
18,2018-07-01,2.339,2.3346999999999998,1.90003,1.78866,1.58989,1.45448,1.01007,0.96421,0.72724,0.6628,,,,,,14.771080000000003,19,-0.24204863980297803,0.15834996493147416,19,0.27563899421927407,0.1580588555474616,19,-0.0635217924895632,0.12863175881519834,19,-0.17520819691785555,0.12109202576927344,19,0.053549182283245456,0.10763532524365177,19,0.027770318970025097,0.09846808764152654,19,-0.04041382848348393,0.06838159430454643,19,0.11915733271429398,0.06527687887412428,19,-0.13053250759187962,0.04923404382076327,19,0.05936131445193867,0.044871465051979934,,,,,,,,,,,,,,,
