,Fecha,ventas_20460,totales_ventas,edad_ventas_20460,diff_ventas_20460,fraccion_ventas_20460
0,2017-01-01,,0.0,,,
1,2017-02-01,,0.0,,,
2,2017-03-01,,0.0,,,
3,2017-04-01,,0.0,,,
4,2017-05-01,,0.0,,,
5,2017-06-01,,0.0,,,
6,2017-07-01,,0.0,,,
7,2017-08-01,,0.0,,,
8,2017-09-01,,0.0,,,
9,2017-10-01,,0.0,,,
10,2017-11-01,,0.0,,,
11,2017-12-01,,0.0,,,
12,2018-01-01,,0.0,,,
13,2018-02-01,,0.0,,,
14,2018-03-01,,0.0,,,
15,2018-04-01,,0.0,,,
16,2018-05-01,,0.0,,,
17,2018-06-01,,0.0,,,
18,2018-07-01,,0.0,,,
19,2018-08-01,,0.0,,,
20,2018-09-01,,0.0,,,
21,2018-10-01,,0.0,,,
22,2018-11-01,5.85308,5.85308,1.0,,1.0
23,2018-12-01,7.5511800000000004,7.5511800000000004,2.0,0.29012075693481043,1.0
24,2019-01-01,13.719859999999999,13.719859999999999,3.0,0.8169160316665737,1.0
25,2019-02-01,12.02507,12.02507,4.0,-0.12352822842215587,1.0
26,2019-03-01,30.61967,30.61967,5.0,1.5463194808845189,1.0
27,2019-04-01,17.28639,17.28639,6.0,-0.4354481939224034,1.0
28,2019-05-01,21.23721,21.23721,7.0,0.22855090044827173,1.0
29,2019-06-01,23.67023,23.67023,8.0,0.11456401288116466,1.0
30,2019-07-01,26.98984,26.98984,9.0,0.14024409564250118,1.0
31,2019-08-01,15.692070000000001,15.692070000000001,10.0,-0.41859344108746105,1.0
32,2019-09-01,13.00025,13.00025,11.0,-0.1715401473483104,1.0
33,2019-10-01,14.56289,14.56289,12.0,0.12020076536989674,1.0
34,2019-11-01,20.6366,20.6366,13.0,0.4170676287467668,1.0
35,2019-12-01,8.94893,8.94893,14.0,-0.5663563765348943,1.0
