,Fecha,ventas_20231,ventas_20317,ventas_20624,totales_ventas,edad_ventas_20231,diff_ventas_20231,fraccion_ventas_20231,edad_ventas_20317,diff_ventas_20317,fraccion_ventas_20317,edad_ventas_20624,diff_ventas_20624,fraccion_ventas_20624
0,2017-01-01,38.85342,25.76646,,64.61988,1,,0.6012610979778978,1,,0.39873890202210216,,,
1,2017-02-01,28.04753,22.86628,,50.91381,2,-0.27811940364580523,0.5508825601541114,2,-0.11255640084047241,0.4491174398458886,,,
2,2017-03-01,37.29078,22.2487,,59.53948,3,0.3295566490168653,0.6263202164345406,3,-0.02700832842071383,0.37367978356545944,,,
3,2017-04-01,29.16629,20.29498,,49.46127,4,-0.21786859915507262,0.5896793592238938,4,-0.08781277108325433,0.4103206407761062,,,
4,2017-05-01,36.6356,18.62393,,55.25953,5,0.2560939358416856,0.6629734273889046,5,-0.0823380954304955,0.33702657261109537,,,
5,2017-06-01,35.19089,22.48102,,57.671910000000004,6,-0.03943459367391263,0.6101911658552664,6,0.20710397859098478,0.38980883414473355,,,
6,2017-07-01,20.132749999999998,15.85214,,35.98489,7,-0.4278988113116777,0.5594778808549922,7,-0.2948656244245146,0.44052211914500783,,,
7,2017-08-01,27.30715,16.20067,,43.507819999999995,8,0.3563546957072433,0.627637744203226,8,0.021986305949859036,0.372362255796774,,,
8,2017-09-01,33.60031,18.28912,9.5709,61.460330000000006,9,0.2304583231864182,0.5466991472385521,9,0.1289113351484847,0.2975760136660509,1.0,,0.15572483909539697
9,2017-10-01,49.93775,27.026120000000002,19.88049,96.84436,10,0.48622884729337323,0.515649543246504,10,0.47771571294846343,0.2790675677964107,2.0,1.0771808293890859,0.2052828889570854
10,2017-11-01,41.23346,16.86117,20.25069,78.34532,11,-0.1743028069947084,0.5263040600255382,11,-0.3761157724453233,0.2152160460892878,3.0,0.018621271407294134,0.25847989388517395
11,2017-12-01,29.84442,24.2927,12.00994,66.14706,12,-0.2762086907089534,0.4511828643631327,12,0.4407481805829606,0.36725290587367,4.0,-0.40693675129094364,0.18156422976319736
12,2018-01-01,27.71171,19.736819999999998,10.50122,57.949749999999995,13,-0.07146092971483445,0.47820240812082887,13,-0.18754111317391653,0.34058507586314,5.0,-0.1256226092719864,0.18121251601603114
13,2018-02-01,26.827289999999998,17.77691,6.45047,51.05467,14,-0.031915027979146804,0.5254620194391619,14,-0.09930221788515056,0.3481936128467778,6.0,-0.3857408948674535,0.12634436771406024
