,Fecha,ventas_20917,totales_ventas,edad_ventas_20917,diff_ventas_20917,fraccion_ventas_20917
0,2017-01-01,,0.0,,,
1,2017-02-01,,0.0,,,
2,2017-03-01,,0.0,,,
3,2017-04-01,,0.0,,,
4,2017-05-01,,0.0,,,
5,2017-06-01,,0.0,,,
6,2017-07-01,,0.0,,,
7,2017-08-01,,0.0,,,
8,2017-09-01,,0.0,,,
9,2017-10-01,,0.0,,,
10,2017-11-01,,0.0,,,
11,2017-12-01,,0.0,,,
12,2018-01-01,,0.0,,,
13,2018-02-01,,0.0,,,
14,2018-03-01,,0.0,,,
15,2018-04-01,,0.0,,,
16,2018-05-01,,0.0,,,
17,2018-06-01,,0.0,,,
18,2018-07-01,,0.0,,,
19,2018-08-01,,0.0,,,
20,2018-09-01,,0.0,,,
21,2018-10-01,1.20504,1.20504,1.0,,1.0
22,2018-11-01,4.602,4.602,2.0,2.818960366460865,1.0
23,2018-12-01,2.67529,2.67529,3.0,-0.41866797044763154,1.0
24,2019-01-01,1.9728,1.9728,4.0,-0.262584616994793,1.0
25,2019-02-01,1.06374,1.06374,5.0,-0.46079683698296847,1.0
26,2019-03-01,3.31141,3.31141,6.0,2.1129881361986955,1.0
27,2019-04-01,2.23225,2.23225,7.0,-0.32589138765661757,1.0
28,2019-05-01,2.13333,2.13333,8.0,-0.04431403292641958,1.0
29,2019-06-01,2.76951,2.76951,9.0,0.2982098409528765,1.0
30,2019-07-01,2.12082,2.12082,10.0,-0.23422554892381678,1.0
31,2019-08-01,2.06795,2.06795,11.0,-0.024929036881960735,1.0
32,2019-09-01,2.2592,2.2592,12.0,0.09248289368698454,1.0
33,2019-10-01,4.69327,4.69327,13.0,1.0774035056657225,1.0
34,2019-11-01,4.15517,4.15517,14.0,-0.1146535358076565,1.0
35,2019-12-01,2.29184,2.29184,15.0,-0.4484365260627122,1.0
