,Fecha,ventas_20346,ventas_20352,ventas_20433,ventas_20456,ventas_20466,ventas_20572,ventas_20632,ventas_20514,ventas_20743,ventas_20544,totales_ventas,edad_ventas_20346,diff_ventas_20346,fraccion_ventas_20346,edad_ventas_20352,diff_ventas_20352,fraccion_ventas_20352,edad_ventas_20433,diff_ventas_20433,fraccion_ventas_20433,edad_ventas_20456,diff_ventas_20456,fraccion_ventas_20456,edad_ventas_20466,diff_ventas_20466,fraccion_ventas_20466,edad_ventas_20572,diff_ventas_20572,fraccion_ventas_20572,edad_ventas_20632,diff_ventas_20632,fraccion_ventas_20632,edad_ventas_20514,diff_ventas_20514,fraccion_ventas_20514,edad_ventas_20743,diff_ventas_20743,fraccion_ventas_20743,edad_ventas_20544,diff_ventas_20544,fraccion_ventas_20544
0,2017-01-01,19.24733,13.68897,10.27725,13.12554,7.8935,6.7138,9.37065,,,,80.31704,1,,0.23964192405497015,1,,0.17043668441964493,1,,0.12795852536398253,1,,0.1634216101589401,1,,0.09827926925593872,1,,0.08359122796358033,1,,0.11667075878294318,,,,,,,,,
1,2017-02-01,18.19811,16.1524,12.68848,12.0732,7.24906,5.06235,12.325050000000001,0.10236,,,83.85101,2,-0.05451249601892843,0.21702910913058768,2,0.1799572940842153,0.19263214599323253,2,0.23461821012430364,0.15132173124688658,2,-0.08017498708624567,0.14398395439721,2,-0.08164185722429851,0.08645167184032726,2,-0.24597843248234974,0.06037315471811252,2,0.3152822909830163,0.14698749603612407,1.0,,0.0012207366375193334,,,,,,
2,2017-03-01,21.17609,16.64876,15.36444,16.08083,20.02405,13.96659,6.0481300000000005,12.39114,,,121.70003,3,0.16364226834544898,0.17400234001585702,3,0.030729798667690204,0.1368016096627092,3,0.2108968134875099,0.12624844874730104,3,0.33194430639764094,0.1321349715361615,3,1.7622960770086051,0.16453611391878867,3,1.7589143382026133,0.1147624203543746,3,-0.5092815039289902,0.04969702965562129,2.0,120.05451348182882,0.10181706610918666,,,,,,
3,2017-04-01,20.65157,14.23037,14.188089999999999,11.81218,13.73111,10.199300000000001,8.05294,14.44747,,,107.31303,4,-0.024769445161972724,0.19244233435585595,4,-0.1452594667710988,0.13260617093749008,4,-0.07656315492136395,0.1322121833667356,4,-0.2654496067678098,0.11007218787876924,4,-0.31426909141757037,0.12795380020487726,4,-0.26973584819200674,0.09504251254484196,4,0.33147600994026233,0.07504158628267228,3.0,0.16595163963929058,0.13462922442875763,,,,,,
4,2017-05-01,18.13045,10.751900000000001,11.33255,15.46616,15.76124,11.11978,12.90221,9.69843,3.8486,,109.01132000000001,5,-0.12207885405322694,0.166317131101614,5,-0.24443988455676133,0.09863104125333039,5,-0.20126317213944933,0.10395755229823837,5,0.30934002021642076,0.14187664180197065,5,0.14784893573789748,0.1445835166476289,5,0.0902493308364299,0.10200573665193668,5,0.6021738644519891,0.11835660736884938,4.0,-0.3287108400294307,0.08896718249077251,1.0,,0.03530459038565902,,,
5,2017-06-01,1.78512,13.422789999999999,11.557030000000001,6.12078,11.5394,9.736930000000001,6.89222,13.99331,6.5621,,81.60968000000001,6,-0.9015402265249898,0.021873875746112468,6,0.24841097852472568,0.16447546418513095,6,0.019808427935460383,0.1416134703628295,6,-0.6042469494690343,0.07500066168621172,6,-0.2678621732807825,0.1413974420681468,6,-0.1243594747378095,0.11931096899289398,6,-0.4658108959627847,0.08445346189324598,5.0,0.44284281064048503,0.1714663015465812,2.0,0.7050615808345893,0.08040835351884726,,,
6,2017-07-01,28.95122,12.90845,7.02214,16.19853,16.84177,6.15212,7.16835,7.59312,6.70442,,109.54012,7,15.218080577216098,0.2642978663890454,7,-0.038318412192994075,0.1178422116024704,7,-0.3923923360932697,0.06410564458026885,7,1.6464813308107793,0.14787759954982704,7,0.4595013605560081,0.15374978592318503,7,-0.3681663522280637,0.05616316651834962,7,0.04006401420732365,0.06544040667474164,6.0,-0.4573749884766363,0.06931816397498926,3.0,0.021688179089011106,0.06120515478712274,,,
7,2017-08-01,15.27083,10.64801,10.41207,13.65606,15.21914,6.98911,4.058940000000001,14.52739,5.94102,,96.72256999999999,8,-0.4725324183229584,0.15788279819281065,8,-0.1751132010427279,0.11008816246301148,8,0.48274884864158213,0.10764881454245892,8,-0.15695683497206236,0.14118793576307992,8,-0.09634557412908507,0.1573483831126489,8,0.13604903675480975,0.07225934960164934,8,-0.4337692774487852,0.04196476582456402,7.0,0.9132306614408834,0.15019648464675828,4.0,-0.11386518147729406,0.06142330585301859,,,
8,2017-09-01,20.6178,16.91488,11.59737,11.55124,9.56465,7.04331,4.6023700000000005,11.56767,4.34293,,97.80221999999999,9,0.35014272308708816,0.21081116563611746,9,0.5885484705592877,0.17294985737542565,9,0.11383903488931593,0.11857982364817486,9,-0.1541308400812533,0.11810815746309236,9,-0.3715380763959067,0.09779583735420322,9,0.00775492158515173,0.0720158499469644,9,0.13388470881560205,0.04705792976887438,8.0,-0.2037337746147106,0.11827614955979528,5.0,-0.2689925299022727,0.04440522924735247,,,
9,2017-10-01,22.05609,13.27838,11.74113,15.21353,18.29781,13.91484,9.48526,10.81106,7.77509,3.80987,126.38306000000001,10,0.06975962517824415,0.17451777160641624,10,-0.21498822338674586,0.10506455532885497,10,0.012395913901169,0.09290113722519457,10,0.31704734729777934,0.1203763384111763,10,0.9130663432535427,0.1447805584071156,10,0.975610898852954,0.1101005150532041,10,1.060951205574519,0.07505167227316699,9.0,-0.06540729464101243,0.08554200222719721,6.0,0.7902867419000535,0.06152003282718427,1.0,,0.03014541664048963
