,Fecha,ventas_20353,ventas_20640,ventas_20655,ventas_21007,totales_ventas,edad_ventas_20353,diff_ventas_20353,fraccion_ventas_20353,edad_ventas_20640,diff_ventas_20640,fraccion_ventas_20640,edad_ventas_20655,diff_ventas_20655,fraccion_ventas_20655,edad_ventas_21007,diff_ventas_21007,fraccion_ventas_21007
0,2017-01-01,30.101960000000002,6.42244,7.60689,,44.13129,1,,0.6821001606796449,1,,0.14553030287580535,1,,0.1723695364445499,,,
1,2017-02-01,16.28317,6.55879,6.29823,,29.14019,2,-0.45906612061141544,0.5587873654907535,2,0.021230248939655364,0.22507711857746981,2,-0.17203614091961364,0.2161355159317767,,,
2,2017-03-01,21.19577,6.66596,5.81409,,33.67582,3,0.30169801089099985,0.6294062030263851,3,0.016339904159151306,0.1979449943609391,3,-0.07686921563677414,0.1726488026126758,,,
3,2017-04-01,16.97803,4.7178,4.40381,,26.09964,4,-0.19898970407774755,0.6505082062434577,4,-0.2922549790277769,0.18076111394639927,4,-0.24256246463333045,0.16873067981014298,,,
4,2017-05-01,17.14033,5.64316,5.64075,,28.42424,5,0.009559412958982775,0.6030180578266999,5,0.19614226970197962,0.19853336448045752,5,0.2808795111505718,0.19844857769284244,,,
5,2017-06-01,20.02037,4.79261,5.16309,,29.97607,6,0.1680271033288158,0.6678784110125177,6,-0.15072229034796109,0.15988119856939217,6,-0.08468022869299284,0.17224039041809017,,,
6,2017-07-01,14.23766,3.0424800000000003,3.43877,,20.71891,7,-0.2888413151205497,0.6871819029089851,7,-0.36517263036216163,0.1468455628215963,7,-0.33397054864431963,0.1659725342694186,,,
7,2017-08-01,17.53648,4.67246,5.2251,,27.434040000000003,8,0.2316967816340607,0.6392233881703169,8,0.5357405800531144,0.17031614738478182,8,0.5194677166545016,0.19046046444490128,,,
8,2017-09-01,10.922600000000001,1.67876,2.34268,,14.944040000000001,9,-0.37714980429367806,0.7309000778905839,9,-0.6407117449908614,0.11233642308237933,9,-0.551648772272301,0.15676349902703687,,,
9,2017-10-01,16.18249,8.13677,8.96787,,33.28713,10,0.48156025122223645,0.48614855050585626,10,3.846892944792585,0.24444192094662415,10,2.8280388273259685,0.2694095285475197,,,
10,2017-11-01,19.52031,0.048729999999999996,8.02234,,27.591379999999997,11,0.2062612119642896,0.7074785675816143,11,-0.9940111370973985,0.0017661313062267998,11,-0.10543529288448648,0.29075530111215897,,,
11,2017-12-01,11.11082,11.12393,5.35599,,27.590739999999997,12,-0.43080719517261756,0.4027010511497699,12,227.27683152062383,0.4031762105691983,12,-0.33236561900891753,0.194122738281032,,,
12,2018-01-01,21.28659,8.32842,7.55454,,37.16955,13,0.9158432950943315,0.5726889348942885,13,-0.2513059683043673,0.22406566665455996,13,0.4104843362291565,0.20324539845115155,,,
13,2018-02-01,24.93616,6.22768,6.78233,,37.94617,14,0.17144925514138246,0.6571456355147305,14,-0.25223751924134463,0.1641188030307143,14,-0.10221800400818584,0.17873556145455521,,,
14,2018-03-01,20.93604,11.26032,8.56544,,40.7618,15,-0.16041443429942712,0.5136191237874677,15,0.8081083164195976,0.27624687820459354,15,0.2629052257852391,0.2101339980079388,,,
15,2018-04-01,15.52329,5.83802,5.61424,,26.97555,16,-0.2585374311474376,0.5754577756523963,16,-0.4815404890802393,0.2164189423385251,16,-0.34454739044345656,0.2081232820090786,,,
16,2018-05-01,10.72779,4.69515,4.58386,,20.0068,17,-0.30892291518099574,0.5362071895555511,17,-0.19576328960846318,0.23467770957874323,17,-0.18352973866453876,0.22911510086570566,,,
17,2018-06-01,10.83489,5.43863,4.06685,,20.340369999999997,18,0.009983416901337468,0.5326791007243232,18,0.15835063842475744,0.26738107517218224,18,-0.1127892213112966,0.1999398241034947,,,
18,2018-07-01,14.01682,3.82171,3.37985,,21.21838,19,0.2936744166299796,0.6605980286902204,19,-0.29730281339234327,0.18011318488970413,19,-0.16892681067656784,0.1592887864200754,,,
