,Fecha,ventas_20224,totales_ventas,edad_ventas_20224,diff_ventas_20224,fraccion_ventas_20224
0,2017-01-01,31.66254,31.66254,1,,1.0
1,2017-02-01,26.45643,26.45643,2,-0.16442490084497324,1.0
2,2017-03-01,21.30219,21.30219,3,-0.1948199360231143,1.0
3,2017-04-01,19.73244,19.73244,4,-0.07368960656157884,1.0
4,2017-05-01,18.65682,18.65682,5,-0.05451023796347541,1.0
5,2017-06-01,22.98387,22.98387,6,0.23192859233245536,1.0
6,2017-07-01,21.41685,21.41685,7,-0.0681791186601734,1.0
7,2017-08-01,27.3,27.3,8,0.2746972594008923,1.0
8,2017-09-01,36.86592,36.86592,9,0.35040000000000004,1.0
9,2017-10-01,10.898159999999999,10.898159999999999,10,-0.7043838862559243,1.0
10,2017-11-01,53.42337,53.42337,11,3.9020541082164333,1.0
11,2017-12-01,20.29209,20.29209,12,-0.6201645459655577,1.0
12,2018-01-01,30.73707,30.73707,13,0.5147316023140049,1.0
13,2018-02-01,31.67892,31.67892,14,0.030642152944311295,1.0
14,2018-03-01,35.82579,35.82579,15,0.13090313684936217,1.0
15,2018-04-01,24.045840000000002,24.045840000000002,16,-0.3288120094490588,1.0
16,2018-05-01,25.47363,25.47363,17,0.059377838328791926,1.0
17,2018-06-01,12.81462,12.81462,18,-0.4969456649876755,1.0
18,2018-07-01,25.10235,25.10235,19,0.9588836812952707,1.0
19,2018-08-01,30.53778,30.53778,20,0.21653072321914082,1.0
20,2018-09-01,27.63579,27.63579,21,-0.09502950116216703,1.0
21,2018-10-01,32.32593,32.32593,22,0.1697125358095426,1.0
22,2018-11-01,40.42311,40.42311,23,0.25048560087830424,1.0
23,2018-12-01,36.14247,36.14247,24,-0.10589586006618487,1.0
24,2019-01-01,29.95083,29.95083,25,-0.17131203263086342,1.0
25,2019-02-01,26.03601,26.03601,26,-0.1307082307902652,1.0
26,2019-03-01,31.55061,31.55061,27,0.21180664779280686,1.0
27,2019-04-01,31.04829,31.04829,28,-0.01592108678722844,1.0
28,2019-05-01,29.70513,29.70513,29,-0.04326035346874179,1.0
29,2019-06-01,27.85419,27.85419,30,-0.06231044940722365,1.0
30,2019-07-01,34.35978,34.35978,31,0.23355875722826627,1.0
31,2019-08-01,31.225740000000002,31.225740000000002,32,-0.0912124582869855,1.0
32,2019-09-01,42.92106,42.92106,33,0.37454100367197046,1.0
33,2019-10-01,41.67072,41.67072,34,-0.029131153797226684,1.0
34,2019-11-01,30.62787,30.62787,35,-0.2650026205450734,1.0
35,2019-12-01,21.26943,21.26943,36,-0.3055530795971121,1.0
