,Fecha,ventas_20803,ventas_20941,ventas_21048,ventas_21167,ventas_21180,totales_ventas,edad_ventas_20803,diff_ventas_20803,fraccion_ventas_20803,edad_ventas_20941,diff_ventas_20941,fraccion_ventas_20941,edad_ventas_21048,diff_ventas_21048,fraccion_ventas_21048,edad_ventas_21167,diff_ventas_21167,fraccion_ventas_21167,edad_ventas_21180,diff_ventas_21180,fraccion_ventas_21180
0,2017-01-01,3.49561,1.69078,0.81013,,,5.99652,1,,0.5829397717342726,1,,0.28196020358474577,1,,0.13510002468098165,,,,,,
1,2017-02-01,3.74336,1.54566,1.08616,,,6.37518,2,0.0708746112981711,0.5871771463707691,2,-0.08583020854280268,0.24244962495176606,2,0.34072309382444793,0.1703732286774648,,,,,,
2,2017-03-01,4.16126,1.77251,1.26601,,,7.1997800000000005,3,0.11163767310651404,0.5779704379856051,3,0.14676578290180245,0.2461894669003775,3,0.16558333947116452,0.17584009511401738,,,,,,
3,2017-04-01,4.31753,1.57291,0.64663,,,6.53707,4,0.03755352945982689,0.6604686809227986,4,-0.11260867357588955,0.24061391418479533,4,-0.48923784172320917,0.09891740489240593,,,,,,
4,2017-05-01,3.4481100000000002,1.68526,1.1760899999999999,,,6.30946,5,-0.20136976465710707,0.5464984325124497,5,0.07142811731122566,0.26710051256367423,5,0.8187990040672406,0.1864010549238762,,,,,,
5,2017-06-01,3.64836,1.94699,0.94,,,6.535349999999999,6,0.05807529342161346,0.5582501319745691,6,0.1553054128146399,0.29791671448353957,6,-0.2007414398557933,0.1438331535418914,,,,,,
6,2017-07-01,2.80686,0.94452,0.77923,,,4.53061,7,-0.23065158043614115,0.6195324691377099,7,-0.5148819459781508,0.20847523843367669,7,-0.171031914893617,0.17199229242861336,,,,,,
7,2017-08-01,4.06626,1.25874,0.81736,,,6.142359999999999,8,0.44868643252602547,0.6620028783724823,8,0.3326769152585439,0.2049277476409719,8,0.0489329209604353,0.1330693739865459,,,,,,
8,2017-09-01,2.84043,1.33908,0.96993,,,5.14944,9,-0.30146375293267025,0.5515997856077554,9,0.06382573049239722,0.2600438105891126,9,0.18666193598903785,0.18835640380313198,,,,,,
9,2017-10-01,3.97824,1.7407,1.42497,0.47161000000000003,0.8982,8.51372,10,0.40057667325017693,0.46727400008456943,10,0.2999223347372822,0.20445821568010225,10,0.4691472580495501,0.16737336910304781,1.0,,0.055394116790310234,1.0,,0.10550029834197037
