,Fecha,ventas_20928,totales_ventas,edad_ventas_20928,diff_ventas_20928,fraccion_ventas_20928
0,2017-01-01,,0.0,,,
1,2017-02-01,,0.0,,,
2,2017-03-01,,0.0,,,
3,2017-04-01,,0.0,,,
4,2017-05-01,,0.0,,,
5,2017-06-01,,0.0,,,
6,2017-07-01,,0.0,,,
7,2017-08-01,,0.0,,,
8,2017-09-01,,0.0,,,
9,2017-10-01,,0.0,,,
10,2017-11-01,,0.0,,,
11,2017-12-01,,0.0,,,
12,2018-01-01,,0.0,,,
13,2018-02-01,,0.0,,,
14,2018-03-01,,0.0,,,
15,2018-04-01,,0.0,,,
16,2018-05-01,,0.0,,,
17,2018-06-01,,0.0,,,
18,2018-07-01,,0.0,,,
19,2018-08-01,,0.0,,,
20,2018-09-01,,0.0,,,
21,2018-10-01,,0.0,,,
22,2018-11-01,,0.0,,,
23,2018-12-01,,0.0,,,
24,2019-01-01,,0.0,,,
25,2019-02-01,,0.0,,,
26,2019-03-01,,0.0,,,
27,2019-04-01,,0.0,,,
28,2019-05-01,3.65138,3.65138,1.0,,1.0
29,2019-06-01,10.21702,10.21702,2.0,1.7981256401689225,1.0
30,2019-07-01,1.08517,1.08517,3.0,-0.8937880125516051,1.0
31,2019-08-01,5.702319999999999,5.702319999999999,4.0,4.254771141848742,1.0
32,2019-09-01,5.265499999999999,5.265499999999999,5.0,-0.07660390858457611,1.0
33,2019-10-01,6.42914,6.42914,6.0,0.22099325800019012,1.0
34,2019-11-01,1.42302,1.42302,7.0,-0.7786609095462224,1.0
35,2019-12-01,2.92793,2.92793,8.0,1.057546626189372,1.0
