,Fecha,ventas_20552,ventas_20574,ventas_20758,ventas_20700,ventas_20990,ventas_21001,ventas_21037,totales_ventas,edad_ventas_20552,diff_ventas_20552,fraccion_ventas_20552,edad_ventas_20574,diff_ventas_20574,fraccion_ventas_20574,edad_ventas_20758,diff_ventas_20758,fraccion_ventas_20758,edad_ventas_20700,diff_ventas_20700,fraccion_ventas_20700,edad_ventas_20990,diff_ventas_20990,fraccion_ventas_20990,edad_ventas_21001,diff_ventas_21001,fraccion_ventas_21001,edad_ventas_21037,diff_ventas_21037,fraccion_ventas_21037
0,2017-01-01,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,
1,2017-02-01,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,
2,2017-03-01,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,
3,2017-04-01,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,
4,2017-05-01,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,
5,2017-06-01,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,
6,2017-07-01,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,
7,2017-08-01,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,
8,2017-09-01,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,
9,2017-10-01,3.80349,6.8197,1.2996400000000001,,,,,11.922830000000001,1.0,,0.319008993670127,1.0,,0.5719866843693988,1.0,,0.10900432196047415,,,,,,,,,,,,
10,2017-11-01,26.03167,31.6661,2.23183,,,,,59.9296,2.0,5.844153658876452,0.4343708284387014,2.0,3.6433274190946814,0.528388308949167,2.0,0.7172678587916652,0.03724086261213157,,,,,,,,,,,,
11,2017-12-01,15.16082,15.488150000000001,2.03703,,,,,32.686,3.0,-0.4176009453100781,0.4638322217463134,3.0,-0.5108917738527953,0.4738466009912501,3.0,-0.08728263353391605,0.06232117726243652,,,,,,,,,,,,
12,2018-01-01,9.99517,8.06698,2.00988,,,,,20.072029999999998,4.0,-0.34072365478912087,0.4979650787688142,4.0,-0.47915148032528104,0.40190155156204926,4.0,-0.013328227861150906,0.10013336966913661,,,,,,,,,,,,
13,2018-02-01,14.27623,8.08462,1.6301,,,,,23.990949999999998,5.0,0.4283128751186823,0.5950673066302086,5.0,0.0021866919218840384,0.33698623856079063,5.0,-0.18895655462017624,0.0679464548090009,,,,,,,,,,,,
14,2018-03-01,18.40701,9.16375,2.8015,,,,,30.37226,6.0,0.2893466972723191,0.6060467676755039,6.0,0.1334793719432702,0.3017144591808446,6.0,0.7186062204772712,0.09223877314365148,,,,,,,,,,,,
15,2018-04-01,12.69295,8.88066,1.77312,,,,,23.34673,7.0,-0.31042847263080753,0.5436714263624927,7.0,-0.030892374846542038,0.380381321067233,7.0,-0.36708192039978577,0.07594725257027429,,,,,,,,,,,,
16,2018-05-01,9.5175,6.1033100000000005,2.05184,,,,,17.67265,8.0,-0.2501743093607081,0.5385440214116163,8.0,-0.3127413953467422,0.3453534133251097,8.0,0.15719184262768446,0.11610256526327403,,,,,,,,,,,,
17,2018-06-01,9.48212,5.82022,1.52409,,,,,16.826430000000002,9.0,-0.0037173627528237422,0.5635253586173656,9.0,-0.04638302822566779,0.34589749578490503,9.0,-0.25720816437928884,0.09057714559772927,,,,,,,,,,,,
18,2018-07-01,6.28015,2.2201999999999997,1.3760999999999999,,,,,9.876449999999998,10.0,-0.3376850324610952,0.6358711885343419,10.0,-0.6185367563425438,0.22479737152519377,10.0,-0.09710056492726812,0.13933143994046446,,,,,,,,,,,,
19,2018-08-01,5.86443,2.4325099999999997,1.0111,,,,,9.30804,11.0,-0.06619587111772814,0.6300391919244008,11.0,0.09562652013332133,0.26133428734728253,11.0,-0.2652423515732867,0.1086265207283166,,,,,,,,,,,,
20,2018-09-01,7.3239,3.0251,1.67696,,,,,12.02596,12.0,0.24886817644681591,0.6090075137452644,12.0,0.2436125647993227,0.25154748560613877,12.0,0.6585500939570763,0.13944500064859688,,,,,,,,,,,,
21,2018-10-01,6.0944199999999995,2.96325,1.90385,7.58049,1.65826,1.32355,1.3473,22.87112,13.0,-0.16787230846953133,0.26646792986089,13.0,-0.020445605103963566,0.12956295975011278,13.0,0.13529839709951344,0.08324253469003703,1.0,,0.33144375964097955,1.0,,0.07250453847472271,1.0,,0.057869925040837523,1.0,,0.05890835254242031
22,2018-11-01,6.2359100000000005,2.48555,2.19481,5.97065,1.91738,1.35725,1.44403,21.605580000000003,14.0,0.023216319190341495,0.2886249755850109,14.0,-0.1612081329621193,0.11504204006557563,14.0,0.15282716600572518,0.1015853311968482,2.0,-0.2123662190702712,0.2763475916869623,2.0,0.15626017632940553,0.08874466688698011,2.0,0.025461826149371057,0.06281941979803365,2.0,0.07179544273732649,0.06683597478058907
23,2018-12-01,5.53717,1.8841,1.74108,2.76873,0.9132,0.7059099999999999,0.76758,14.31777,15.0,-0.11205100779196633,0.3867341073365475,15.0,-0.24197863651908022,0.13159172133649305,15.0,-0.20672860065335952,0.12160273562153884,3.0,-0.5362766197985144,0.1933771809436805,3.0,-0.5237250831864315,0.0637808820787036,3.0,-0.4798968502486647,0.049303068843821345,3.0,-0.4684459464138556,0.05361030383921519
24,2019-01-01,4.8472599999999995,3.0162999999999998,1.9704100000000002,2.39715,0.91454,0.7465200000000001,0.60782,14.500000000000002,16.0,-0.12459613846062163,0.3342937931034482,16.0,0.600923517859986,0.20802068965517237,16.0,0.1317170951363523,0.13589034482758622,4.0,-0.1342059355733496,0.16532068965517238,4.0,0.0014673674989049582,0.06307172413793102,4.0,0.05752858013061177,0.051484137931034485,4.0,-0.20813465697386593,0.04191862068965517
25,2019-02-01,6.35976,3.37892,2.32554,3.44084,0.96783,0.65689,0.54906,17.67884,17.0,0.3120319520718922,0.35973853488124785,17.0,0.12022013725425196,0.19112792468284118,17.0,0.18023152541856766,0.1315436985684581,5.0,0.4353878564128237,0.19463041692780747,5.0,0.05826973123100132,0.05474510771068689,5.0,-0.12006376252478178,0.037156849657556716,5.0,-0.09667335724392095,0.03105746757140174
26,2019-03-01,6.55432,2.9278399999999998,3.15414,3.44969,1.43983,1.1051,0.86556,19.49648,18.0,0.030592349396832596,0.3361796590974371,18.0,-0.13349827755614224,0.15017274913215103,18.0,0.35630434221729135,0.16177997258992394,6.0,0.002572046360772312,0.17693911926665737,6.0,0.4876889536385522,0.07385076690766744,6.0,0.6823212409992541,0.05668202670430765,6.0,0.5764397333624741,0.04439570630185552
27,2019-04-01,2.90125,3.3435799999999998,1.21825,0.55728,0.81098,0.50849,0.56444,9.90427,19.0,-0.5573530129746488,0.29292921134015937,19.0,0.1419954642330182,0.337589746644629,19.0,-0.6137615958708237,0.12300250296084417,7.0,-0.8384550495841655,0.056266640549985,7.0,-0.43675295000104175,0.08188185499789485,7.0,-0.5398696950502216,0.051340482438382636,7.0,-0.34789038310457965,0.056989561068104974
28,2019-05-01,1.48603,7.01429,3.42298,6.88166,1.03091,0.8235600000000001,0.77735,21.43678,20.0,-0.4877966393795778,0.06932151190617247,20.0,1.0978382452341504,0.32720819078238433,20.0,1.809751693002257,0.15967789938600854,8.0,11.348657766293424,0.3210211608273258,8.0,0.2711904116007792,0.04809071138482552,8.0,0.6196188715608961,0.03841808331288562,8.0,0.37720572602933866,0.036262442400397825
29,2019-06-01,0.00885,0.78727,1.4722899999999999,6.26253,1.08404,1.00559,0.85297,11.47354,21.0,-0.9940445347671312,0.0007713399700528346,21.0,-0.8877619830374849,0.06861613765237233,21.0,-0.5698806303279599,0.1283204660462246,9.0,-0.0899681181575376,0.5458236952152518,9.0,0.05153699158995441,0.09448173798147737,9.0,0.2210282189518674,0.08764426672151751,9.0,0.09727921785553485,0.07434235641310354
30,2019-07-01,0.62802,5.8379199999999996,2.64614,4.3873,1.70591,1.1933399999999998,1.08127,17.479899999999997,22.0,69.96271186440677,0.035928123158599314,22.0,6.415397512924408,0.33397902733997337,22.0,0.7972953697980698,0.1513818728940097,10.0,-0.29943648972539855,0.2509911383932403,10.0,0.5736596435555885,0.09759266357359025,10.0,0.18670631171749905,0.06826926927499585,10.0,0.2676530241391842,0.06185790536559135
31,2019-08-01,5.33374,2.85703,2.03211,1.56563,1.535,0.59948,0.65409,14.57708,23.0,7.4929460845196,0.3658990689493369,23.0,-0.5106082303286101,0.1959946710863904,23.0,-0.23204743513192805,0.1394044623477404,11.0,-0.6431449866660588,0.10740354035238882,11.0,-0.10018699696935952,0.10530229648187428,11.0,-0.49764526455159463,0.04112483432896026,11.0,-0.395072461087425,0.04487112645330889
