,Fecha,ventas_20218,totales_ventas,edad_ventas_20218,diff_ventas_20218,fraccion_ventas_20218
0,2017-01-01,,0.0,,,
1,2017-02-01,,0.0,,,
2,2017-03-01,,0.0,,,
3,2017-04-01,,0.0,,,
4,2017-05-01,,0.0,,,
5,2017-06-01,,0.0,,,
6,2017-07-01,,0.0,,,
7,2017-08-01,,0.0,,,
8,2017-09-01,,0.0,,,
9,2017-10-01,,0.0,,,
10,2017-11-01,,0.0,,,
11,2017-12-01,,0.0,,,
12,2018-01-01,18.86485,18.86485,1.0,,1.0
13,2018-02-01,16.28826,16.28826,2.0,-0.1365815259596551,1.0
14,2018-03-01,25.17116,25.17116,3.0,0.5453559803195676,1.0
15,2018-04-01,23.45944,23.45944,4.0,-0.06800322273586118,1.0
16,2018-05-01,35.1351,35.1351,5.0,0.4976955971668548,1.0
17,2018-06-01,26.522479999999998,26.522479999999998,6.0,-0.24512866051327598,1.0
18,2018-07-01,29.74771,29.74771,7.0,0.12160363585909023,1.0
19,2018-08-01,32.64856,32.64856,8.0,0.09751506922717755,1.0
20,2018-09-01,32.16214,32.16214,9.0,-0.014898666281146932,1.0
21,2018-10-01,19.18918,19.18918,10.0,-0.4033612191228569,1.0
22,2018-11-01,22.88287,22.88287,11.0,0.19248816259996518,1.0
23,2018-12-01,19.45945,19.45945,12.0,-0.14960623383343086,1.0
24,2019-01-01,18.9189,18.9189,13.0,-0.027778277392218158,1.0
25,2019-02-01,31.99998,31.99998,14.0,0.69142920571492,1.0
26,2019-03-01,28.09005,28.09005,15.0,-0.12218538886586801,1.0
27,2019-04-01,7.45946,7.45946,16.0,-0.7344447589092935,1.0
28,2019-05-01,38.8468,38.8468,17.0,4.2077228110345795,1.0
29,2019-06-01,42.99094,42.99094,18.0,0.10667905721964228,1.0
30,2019-07-01,38.39633,38.39633,19.0,-0.1068739134338538,1.0
31,2019-08-01,28.28826,28.28826,20.0,-0.2632561497413945,1.0
32,2019-09-01,48.82878,48.82878,21.0,0.7261146496815286,1.0
33,2019-10-01,40.16213,40.16213,22.0,-0.17749061106994693,1.0
34,2019-11-01,32.05401,32.05401,23.0,-0.20188471079596626,1.0
35,2019-12-01,31.369320000000002,31.369320000000002,24.0,-0.021360509964275805,1.0
